Tiempo,Escalas(m)Babor,Datos1(m)Babor,Escalas(m)Estribor,Datos1(Fa)Estribor,Escalas(m)Abertura Vertical,Datos1(m)Abertura Vertical,Escalas(m)Profundidad 1,Datos1(Fa)Profundidad 1
2019-11-27 05:08:00,1184.7099999999998,49.9,1183.6799999999998,305.82,1250.8,26.327272727272728,1179.1599999999999,307.1
2019-11-27 05:12:00,1184.76,49.7,1183.99,306.86000000000007,1250.3300000000002,26.790000000000003,1179.1,309.40999999999997
2019-11-27 05:16:00,1184.2899999999997,51.120000000000005,1183.71,308.16,1250.8600000000001,27.059999999999995,1178.7454545454545,309.07272727272726
2019-11-27 05:20:00,1185.0333333333335,50.61666666666667,1183.96,309.02,1216.142857142857,27.757142857142856,1178.6999999999998,309.7
2019-11-27 05:24:00,790.04,64.14,749.7714285714285,311.2214285714286,776.6999999999999,34.1,766.6166666666667,312.31666666666666
2019-11-27 05:28:00,1023.9888888888888,67.6,986.86,295.775,1025.7444444444443,37.56666666666667,1033.322222222222,317.3888888888889
2019-11-27 05:32:00,1169.2699999999998,52.8,1139.675,305.67499999999995,1230.211111111111,29.377777777777776,1165.74,320.41999999999996
2019-11-27 05:36:00,1183.8636363636363,49.199999999999996,1182.125,316.2875,1249.3400000000001,26.259999999999998,1179.01,319.79
2019-11-27 05:40:00,1185.45,48.88333333333333,1183.4333333333334,315.32222222222225,1250.6599999999999,26.560000000000002,1179.6333333333334,317.6333333333334
2019-11-27 05:44:00,1185.3888888888887,49.32222222222222,1183.9363636363635,312.47272727272724,1252.34,26.32,1180.0444444444447,312.72222222222223
2019-11-27 05:48:00,1185.3,52.83333333333334,1184.5700000000002,306.21,1252.1199999999997,27.909999999999997,1179.288888888889,308.5444444444445
2019-11-27 05:52:00,1185.5444444444447,51.93333333333332,1184.475,301.26249999999993,1252.92,27.47,1179.9100000000003,301.34000000000003
2019-11-27 05:56:00,1185.3799999999999,50.4,1186.4,287.35,1254.28,26.589999999999996,1179.6200000000001,290.40999999999997
2019-11-27 06:00:00,1185.3799999999999,52.64000000000001,1185.1625,275.05,1254.48,27.609999999999996,1179.94,278.00000000000006
2019-11-27 06:04:00,1185.64,51.42,1184.9272727272728,267.7818181818182,1254.73,26.82,1179.97,270.68
2019-11-27 06:08:00,1186.1599999999999,50.019999999999996,1186.3714285714286,256.4428571428571,1256.2600000000002,26.32,1180.6100000000001,261.31
