Tiempo,Escalas(m)Babor,Datos1(°)Babor,Escalas(m)Starboard Door Heel,Datos1(°)Starboard Door Heel,Escalas(m)Estribor,Datos1(Fa)Estribor,Escalas(m)Capturas 1,Datos1()Capturas 1
2019-11-27 05:08:00,859.3,,521.5,,523.17,26.566250000000004,661.5999999999999,0.0
2019-11-27 05:12:00,860.9375,,521.4333333333333,,523.125,25.548437500000002,661.5428571428572,0.0
2019-11-27 05:16:00,862.5749999999999,,522.0142857142857,,522.925,26.884374999999995,662.0699999999999,0.0
2019-11-27 05:20:00,864.2125,,550.7142857142857,,551.8428571428572,28.260714285714283,690.0142857142857,0.0
2019-11-27 05:24:00,865.8499999999999,,550.6666666666666,,551.8000000000001,26.383333333333336,690.342857142857,0.0
2019-11-27 05:28:00,867.4875,,551.0,,552.3857142857144,24.61904761904762,690.8888888888889,0.0
2019-11-27 05:32:00,869.125,,550.0714285714286,,551.3,26.445833333333333,691.3111111111111,0.0
2019-11-27 05:36:00,870.7624999999999,,549.8888888888889,,551.6285714285715,25.98071428571428,690.4000000000001,0.0
2019-11-27 05:40:00,872.4,,550.1888888888889,,551.311111111111,25.49,691.4571428571429,0.0
2019-11-27 05:44:00,874.0375,,549.96,,551.2571428571429,26.810000000000002,690.9,0.0
2019-11-27 05:48:00,875.675,,549.69,,551.0285714285715,27.33368131868132,691.342857142857,0.0
2019-11-27 05:52:00,877.3125,,550.6375,,551.0000000000001,25.584615384615386,690.19,0.0
2019-11-27 05:56:00,878.95,,549.6428571428571,,551.0333333333333,24.236752136752134,689.1777777777777,0.2222222222222222
2019-11-27 06:00:00,880.5875,,549.8399999999999,,551.54,24.363333333333333,689.4499999999999,0.25
2019-11-27 06:04:00,882.225,,550.32,,551.6800000000001,23.116666666666667,689.6285714285714,0.5714285714285714
2019-11-27 06:08:00,883.8625,,549.9400000000002,,551.22,23.40833333333333,690.7444444444445,0.6666666666666666
