Tiempo,Escalas(m)Babor,Datos1(°)Babor,Escalas(m)Starboard Door Heel,Datos1(°)Starboard Door Heel,Escalas(m)Estribor,Datos1(Fa)Estribor,Escalas(m)Capturas 1,Datos1()Capturas 1
2019-11-27 06:40:00,1828.5,,627.0625,46.725,628.1800000000001,27.85,766.6444444444444,0.0
2019-11-27 06:44:00,1430.3666666666666,,627.9111111111112,46.81666666666666,628.6333333333333,26.455555555555556,767.0555555555557,0.0
2019-11-27 06:48:00,1032.2333333333331,,627.8249999999999,52.559375,628.88,27.880000000000003,765.5999999999999,0.0
2019-11-27 06:52:00,634.1,51.8,626.8625000000001,51.284375000000004,628.1166666666667,25.633333333333336,767.0499999999998,0.0
2019-11-27 06:56:00,649.9666666666667,51.8,626.88,46.295,628.1000000000001,27.870000000000005,767.55,0.0
2019-11-27 07:00:00,665.8333333333334,51.8,627.1666666666666,46.48888888888888,628.1875,27.437500000000004,766.8875,0.0
2019-11-27 07:04:00,681.7,51.8,627.1699999999998,48.24000000000001,628.4333333333333,26.522222222222222,767.38,0.0
2019-11-27 07:08:00,697.5666666666667,51.8,626.8777777777779,46.94444444444444,628.0222222222222,27.15,767.6333333333334,0.0
2019-11-27 07:12:00,713.4333333333334,51.8,626.63,44.39,627.84,25.310000000000002,767.8142857142858,0.0
2019-11-27 07:16:00,729.3000000000001,51.8,626.89,43.74,628.2222222222222,23.544444444444444,768.24,0.1
2019-11-27 07:20:00,745.1666666666667,51.8,627.0777777777779,43.02777777777778,628.48,22.685,768.4200000000001,0.0
2019-11-27 07:24:00,761.0333333333333,51.8,628.4000000000001,41.638888888888886,628.575,23.175,772.4125,0.3125
2019-11-27 07:28:00,776.9000000000001,51.8,662.7666666666668,46.849999999999994,665.1999999999999,24.171428571428574,804.9,0.35714285714285715
2019-11-27 07:32:00,792.7666666666667,51.8,664.4,43.05,665.2285714285714,22.4,806.3,0.0
2019-11-27 07:36:00,808.6333333333333,51.8,664.5899999999999,45.48,665.8714285714286,22.189285714285717,806.6999999999999,0.4375
2019-11-27 07:40:00,824.5,51.8,664.675,46.09375,666.0428571428572,22.946428571428573,806.0714285714286,0.42857142857142855
2019-11-27 07:44:00,840.3666666666667,51.8,645.2857142857143,41.18428571428571,651.8142857142857,22.014285714285712,806.9799999999999,0.6
