Tiempo,Escalas(m)Babor,Datos1(°)Babor,Escalas(m)Cabecera altura,Datos1(m)Cabecera altura,Escalas(m)Estribor,Datos1(°)Estribor,Escalas(m)Abertura,Datos1(m)Abertura
2019-11-27 21:12:00,1689.5,-9.9,752.05,26.786842105263162,1691.9,-0.3,1690.5,103.35
2019-11-27 21:16:00,1689.8,-8.95,1253.4,26.826315789473686,1617.9,23.2,1237.2,106.0
2019-11-27 21:20:00,1690.1,-8.0,812.6500000000001,26.852631578947367,1392.4,99.3,1690.2,113.7
2019-11-27 21:24:00,1689.85,-6.75,371.9,26.878947368421052,1691.3,94.1,1690.1,111.10000000000001
2019-11-27 21:28:00,1690.5,-9.4,214.54999999999998,26.905263157894737,1692.7,1.6,650.3,108.5
2019-11-27 21:32:00,1482.0,60.5,57.2,26.931578947368422,1692.05,-0.55,1691.4,105.9
2019-11-27 21:36:00,1690.3,-9.4,130.29999999999998,27.010526315789477,1692.1,-2.0,1690.8,113.5
2019-11-27 21:40:00,1506.7,-9.35,39.8,27.089473684210528,1691.7,0.1,1690.5,110.6
2019-11-27 21:44:00,964.7,-9.3,553.9333333333333,27.10701754385965,711.3,0.7499999999999999,938.2,110.72
2019-11-27 21:48:00,683.7,-9.25,1068.0666666666666,27.12456140350877,1691.5,1.4,755.2,110.84
2019-11-27 21:52:00,1690.85,-9.8,1582.2,27.142105263157895,1103.8,47.8,2550.7,110.96
2019-11-27 21:56:00,1753.7,-9.100000000000001,1767.6,27.194736842105264,1692.8000000000002,94.05000000000001,2687.7,111.08
2019-11-27 22:00:00,1816.5500000000002,-8.4,1034.8,27.24736842105263,1692.1,94.1,2189.225,112.515
2019-11-27 22:04:00,1690.9,-8.7,1393.35,27.273684210526316,1110.2,46.599999999999994,1690.75,113.95
2019-11-27 22:08:00,1751.8,42.7,1751.9,27.3,1691.2,-0.9,1690.3,115.9
2019-11-27 22:12:00,1689.6,-9.8,1395.0,27.264285714285716,1466.0,-0.5,1374.1999999999998,115.45
2019-11-27 22:16:00,1721.3000000000002,17.200000000000003,961.9,27.246428571428574,1691.1,-0.1,1058.1,115.0
2019-11-27 22:20:00,1640.4,-7.99375,528.8,27.228571428571428,1552.9,-0.30000000000000004,1374.4,114.55
2019-11-27 22:24:00,1071.8,-8.275,991.55,27.210714285714285,1691.3,-0.5,1690.7,114.1
2019-11-27 22:28:00,926.2,-8.55625,1454.3,27.192857142857143,1691.6,-0.55,228.0,109.69999999999999
2019-11-27 22:32:00,568.75,-8.696875,1850.7,27.15714285714286,1692.1,0.2,1691.4,105.3
2019-11-27 22:36:00,211.3,-8.8375,2240.0,27.139285714285716,1589.6,34.0,1691.9,106.15
2019-11-27 22:40:00,1691.1,-9.025,2629.3,27.121428571428574,1446.8,81.4,1691.5,102.65
2019-11-27 22:44:00,1691.8,-9.2125,588.2,27.085714285714285,1692.4,1.4,1491.05,104.4
