Tiempo,Escalas(m)Babor,Datos1(°)Babor,Escalas(m)Cabecera altura,Datos1(m)Cabecera altura,Escalas(m)Estribor,Datos1(°)Estribor,Escalas(m)Abertura,Datos1(m)Abertura
2019-11-27 04:16:00,1740.5,-10.566666666666666,83.1,89.5,1531.4,68.3,1741.0,102.6
2019-11-27 04:20:00,1739.9,-11.4,31.2,89.5,1740.7,-0.8,1308.1,103.36666666666666
2019-11-27 04:24:00,1646.65,20.3,1198.2500000000002,89.5,1391.8000000000002,-0.765,180.0,104.13333333333334
2019-11-27 04:28:00,1431.5,94.2,2365.3,89.5,1042.9,-0.73,1741.05,105.05000000000001
2019-11-27 04:32:00,1740.4,-10.6,1309.1000000000001,89.5,1740.9,-0.96,1741.0,100.9
2019-11-27 04:36:00,1739.2,-9.9,252.9,89.5,1739.9,-1.19,1739.8,101.2
2019-11-27 04:40:00,1623.9,28.500000000000004,994.5999999999999,89.5,1740.3,-1.42,1739.1,102.6
2019-11-27 04:44:00,1737.9,-9.9,1736.3,89.5,1740.55,-1.765,1739.825,100.6875
2019-11-27 04:48:00,1739.4,-6.9,2298.75,89.5,1740.2,-2.11,1740.5500000000002,98.775
2019-11-27 04:52:00,1403.0,-8.1,2861.2,89.5,1740.2,-2.34,1740.4,98.1
2019-11-27 04:56:00,114.8,-9.3,1886.35,89.5,1740.0500000000002,-2.6849999999999996,1739.85,97.42500000000001
