Tiempo,Escalas(m)Babor,Datos1(°)Babor,Escalas(m)Estribor,Datos1(°)Estribor,Escalas(m)Abertura,Datos1(m)Abertura
2019-11-27 05:24:00,1128.364480874317,38.26421052631579,1216.6478494623657,10.546774193548385,1118.6824175824177,87.86373626373626
2019-11-27 05:28:00,1119.62131147541,38.16368421052632,1208.9193548387098,10.729032258064516,1109.529120879121,87.3131868131868
2019-11-27 05:32:00,1110.8781420765026,38.06315789473685,1201.1908602150538,10.911290322580644,1100.3758241758242,86.76263736263736
2019-11-27 05:36:00,1102.1349726775957,37.96263157894737,1193.4623655913979,11.093548387096773,1091.2225274725274,86.21208791208791
2019-11-27 05:40:00,1093.3918032786887,37.86210526315789,1185.733870967742,11.275806451612903,1082.0692307692307,85.66153846153847
2019-11-27 05:44:00,1084.6486338797813,37.76157894736842,1178.005376344086,11.458064516129031,1072.9159340659342,85.11098901098902
2019-11-27 05:48:00,1075.9054644808743,37.66105263157895,1170.27688172043,11.64032258064516,1063.7626373626374,84.56043956043956
2019-11-27 05:52:00,1067.1622950819674,37.560526315789474,1162.5483870967741,11.822580645161288,1054.609340659341,84.00989010989011
2019-11-27 05:56:00,1058.41912568306,37.46,1154.8198924731182,12.004838709677419,1045.4560439560441,83.45934065934065
2019-11-27 06:00:00,1049.675956284153,37.35947368421053,1147.0913978494623,12.187096774193547,1036.3027472527474,82.9087912087912
2019-11-27 06:04:00,1040.932786885246,37.258947368421055,1139.3629032258063,12.369354838709675,1027.1494505494506,82.35824175824176
2019-11-27 06:08:00,1032.1896174863389,37.15842105263158,1131.6344086021504,12.551612903225806,1017.9961538461539,81.8076923076923
2019-11-27 06:12:00,1023.4464480874317,37.05789473684211,1123.9059139784945,12.733870967741934,1008.8428571428572,81.25714285714287
2019-11-27 06:16:00,1014.7032786885246,36.957368421052635,1116.1774193548385,12.916129032258063,999.6895604395605,80.70659340659341
2019-11-27 06:20:00,1005.9601092896175,36.856842105263155,1108.4489247311828,13.098387096774193,990.5362637362638,80.15604395604396
2019-11-27 06:24:00,997.2169398907104,36.75631578947369,1100.720430107527,13.280645161290321,981.3829670329671,79.6054945054945
2019-11-27 06:28:00,988.4737704918033,36.65578947368421,1092.991935483871,13.46290322580645,972.2296703296704,79.05494505494505
2019-11-27 06:32:00,979.7306010928962,36.555263157894736,1085.263440860215,13.64516129032258,963.0763736263737,78.5043956043956
2019-11-27 06:36:00,970.987431693989,36.45473684210526,1077.534946236559,13.827419354838709,953.923076923077,77.95384615384614
2019-11-27 06:40:00,962.244262295082,36.35421052631579,1069.8064516129032,14.009677419354837,944.7697802197803,77.4032967032967
2019-11-27 06:44:00,953.5010928961749,36.253684210526316,1062.0779569892475,14.191935483870967,935.6164835164836,76.85274725274725
2019-11-27 06:48:00,944.7579234972678,36.15315789473684,1054.3494623655915,14.374193548387096,926.4631868131869,76.30219780219781
2019-11-27 06:52:00,936.0147540983606,36.05263157894737,1046.6209677419356,14.556451612903224,917.3098901098901,75.75164835164836
2019-11-27 06:56:00,927.2715846994536,35.9521052631579,1038.8924731182797,14.738709677419354,908.1565934065935,75.2010989010989
2019-11-27 07:00:00,918.5284153005465,35.851578947368424,1031.1639784946237,14.920967741935481,899.0032967032968,74.65054945054945
2019-11-27 07:04:00,909.7852459016393,35.75105263157895,1023.4354838709677,15.103225806451611,889.8500000000001,74.1
2019-11-27 07:08:00,901.0420765027322,35.65052631578948,1015.7069892473119,15.285483870967742,880.6967032967034,73.54945054945054
2019-11-27 07:12:00,892.2989071038252,35.55,1007.9784946236559,15.467741935483868,871.5434065934066,72.9989010989011
2019-11-27 07:16:00,883.5557377049181,35.44947368421053,1000.25,15.649999999999999,862.39010989011,72.44835164835165
2019-11-27 07:20:00,874.8125683060109,35.34894736842105,992.5215053763441,15.832258064516129,853.2368131868133,71.8978021978022
2019-11-27 07:24:00,866.0693989071038,35.24842105263158,984.7930107526881,16.014516129032256,844.0835164835166,71.34725274725275
2019-11-27 07:28:00,857.3262295081968,35.147894736842105,977.0645161290322,16.196774193548386,834.9302197802199,70.7967032967033
2019-11-27 07:32:00,848.5830601092896,35.04736842105263,969.3360215053764,16.379032258064516,825.7769230769231,70.24615384615385
2019-11-27 07:36:00,839.8398907103825,34.94684210526316,961.6075268817204,16.561290322580643,816.6236263736265,69.69560439560439
2019-11-27 07:40:00,831.0967213114754,34.846315789473685,953.8790322580645,16.743548387096773,807.4703296703298,69.14505494505494
2019-11-27 07:44:00,822.3535519125683,34.74578947368421,946.1505376344086,16.925806451612903,798.317032967033,68.59450549450548
2019-11-27 07:48:00,813.6103825136612,34.64526315789474,938.4220430107526,17.10806451612903,789.1637362637364,68.04395604395604
2019-11-27 07:52:00,804.8672131147541,34.544736842105266,930.6935483870968,17.29032258064516,780.0104395604396,67.49340659340659
2019-11-27 07:56:00,796.124043715847,34.44421052631579,922.9650537634409,17.47258064516129,770.857142857143,66.94285714285715
2019-11-27 08:00:00,787.3808743169399,34.34368421052632,915.236559139785,17.654838709677417,761.7038461538463,66.3923076923077
2019-11-27 08:04:00,778.6377049180328,34.24315789473684,907.508064516129,17.837096774193547,752.5505494505495,65.84175824175824
2019-11-27 08:08:00,769.8945355191257,34.14263157894737,899.7795698924731,18.019354838709678,743.3972527472529,65.29120879120879
2019-11-27 08:12:00,761.1513661202185,34.04210526315789,892.0510752688172,18.201612903225804,734.2439560439561,64.74065934065933
2019-11-27 08:16:00,752.4081967213115,33.94157894736842,884.3225806451613,18.383870967741935,725.0906593406595,64.19010989010988
2019-11-27 08:20:00,743.6650273224044,33.84105263157895,876.5940860215054,18.566129032258065,715.9373626373628,63.63956043956044
2019-11-27 08:24:00,734.9218579234972,33.740526315789474,868.8655913978495,18.74838709677419,706.784065934066,63.08901098901099
2019-11-27 08:28:00,726.1786885245901,33.64,861.1370967741935,18.93064516129032,697.6307692307694,62.53846153846153
2019-11-27 08:32:00,717.4355191256831,33.53947368421053,853.4086021505376,19.112903225806452,688.4774725274726,61.987912087912086
2019-11-27 08:36:00,708.692349726776,33.438947368421054,845.6801075268817,19.29516129032258,679.3241758241759,61.43736263736263
2019-11-27 08:40:00,699.9491803278688,33.33842105263158,837.9516129032259,19.47741935483871,670.1708791208791,60.886813186813185
2019-11-27 08:44:00,691.2060109289616,33.23789473684211,830.2231182795699,19.659677419354836,661.0175824175826,60.33626373626373
2019-11-27 08:48:00,682.4628415300547,33.137368421052635,822.494623655914,19.841935483870966,651.8642857142859,59.78571428571428
2019-11-27 08:52:00,673.7196721311475,33.03684210526316,814.766129032258,20.024193548387096,642.7109890109891,59.23516483516484
2019-11-27 08:56:00,664.9765027322405,32.93631578947368,807.0376344086021,20.206451612903223,633.5576923076924,58.684615384615384
2019-11-27 09:00:00,656.2333333333333,32.835789473684216,799.3091397849462,20.388709677419353,624.4043956043956,58.13406593406593
2019-11-27 09:04:00,647.4901639344262,32.735263157894735,791.5806451612904,20.570967741935483,615.2510989010991,57.583516483516476
2019-11-27 09:08:00,638.7469945355192,32.63473684210526,783.8521505376344,20.75322580645161,606.0978021978024,57.032967032967036
2019-11-27 09:12:00,630.003825136612,32.53421052631579,776.1236559139785,20.93548387096774,596.9445054945056,56.48241758241758
2019-11-27 09:16:00,621.2606557377048,32.433684210526316,768.3951612903226,21.11774193548387,587.7912087912089,55.93186813186813
2019-11-27 09:20:00,612.5174863387979,32.33315789473684,760.6666666666666,21.299999999999997,578.6379120879121,55.381318681318675
2019-11-27 09:24:00,603.7743169398907,32.23263157894737,752.9381720430107,21.482258064516127,569.4846153846156,54.830769230769235
2019-11-27 09:28:00,595.0311475409835,32.1321052631579,745.2096774193549,21.664516129032258,560.3313186813189,54.28021978021978
2019-11-27 09:32:00,586.2879781420766,32.03157894736842,737.4811827956989,21.846774193548384,551.1780219780221,53.72967032967033
2019-11-27 09:36:00,577.5448087431694,31.93105263157895,729.752688172043,22.029032258064515,542.0247252747254,53.17912087912087
2019-11-27 09:40:00,568.8016393442622,31.830526315789477,722.0241935483871,22.211290322580645,532.8714285714286,52.62857142857142
2019-11-27 09:44:00,560.0584699453552,31.73,714.2956989247311,22.39354838709677,523.7181318681321,52.07802197802198
2019-11-27 09:48:00,551.315300546448,31.629473684210527,706.5672043010753,22.575806451612902,514.5648351648354,51.527472527472526
2019-11-27 09:52:00,542.5721311475409,31.528947368421054,698.8387096774194,22.758064516129032,505.4115384615386,50.97692307692307
2019-11-27 09:56:00,533.8289617486339,31.42842105263158,691.1102150537633,22.94032258064516,496.25824175824187,50.42637362637362
2019-11-27 10:00:00,525.0857923497267,31.327894736842104,683.3817204301076,23.12258064516129,487.1049450549451,49.87582417582418
