Tiempo,Escalas(m)Babor,Datos1(°)Babor,Escalas(m)Cabecera altura,Datos1(m)Cabecera altura,Escalas(m)Estribor,Datos1(°)Estribor,Escalas(m)Alineamiento de Estribor,Datos1(m)Alineamiento de Estribor,Escalas(m)Abertura,Datos1(m)Abertura,Escalas(m)Starboard Temperature,Datos1(°C)Starboard Temperature
2019-11-27 06:00:00,1597.05,,,,1098.6999999999998,10.55,1598.6,0.5,1597.1,107.95,1597.9,16.200000000000003
2019-11-27 06:04:00,1595.22,34.5,,,1596.9333333333334,9.208333333333334,1596.8500000000001,0.5499999999999999,1596.6200000000001,98.26000000000002,1596.9,15.5
2019-11-27 06:08:00,1585.78,36.64,,,1585.9166666666667,45.51666666666667,1585.6571428571426,0.4571428571428572,1585.8,101.15833333333335,1585.7571428571428,14.557142857142859
2019-11-27 06:12:00,1602.34,21.04,2432.4,,1588.3999999999999,24.25,1588.14,0.5199999999999999,1589.36,137.3272727272727,1588.2333333333333,14.100000000000001
2019-11-27 06:16:00,1596.1250000000002,-5.375,2175.133333333333,,1595.5749999999998,2.35,1595.8,0.6333333333333333,1596.783333333333,146.14999999999998,1596.0499999999997,13.425
2019-11-27 06:20:00,1598.2833333333335,-10.35,1917.8666666666668,,1598.6333333333332,3.2416666666666667,1598.6,0.68,1598.725,147.5159090909091,1598.4571428571428,13.000000000000002
2019-11-27 06:24:00,1598.514285714286,-9.871428571428572,1660.6,31.7,1599.4428571428573,-0.39999999999999997,1599.257142857143,0.7142857142857143,1598.8,149.09999999999997,1599.3166666666666,12.766666666666667
2019-11-27 06:28:00,1598.0666666666666,-10.633333333333333,1757.7749999999999,31.677777777777777,1599.75,-2.4499999999999997,1599.666666666667,0.4666666666666666,1598.4666666666665,147.33333333333334,1599.4857142857143,12.542857142857144
2019-11-27 06:32:00,1598.25,-10.8,1854.9499999999998,31.655555555555555,1599.757142857143,-1.6642857142857144,1599.76,0.42000000000000004,1598.6166666666668,143.95000000000002,1599.6666666666667,12.366666666666665
2019-11-27 06:36:00,1597.4285714285713,-11.257142857142856,1952.125,31.633333333333333,1599.4666666666665,-2.45,1599.3399999999997,0.71,1598.1833333333334,141.23333333333335,1599.6000000000001,12.216666666666667
2019-11-27 06:40:00,1597.4833333333333,-10.733333333333333,2049.2999999999997,31.61111111111111,1599.7571428571428,-1.1285714285714286,1599.6571428571428,1.1071428571428572,1598.0833333333337,134.16666666666666,1599.314285714286,12.078571428571427
2019-11-27 06:44:00,1597.5142857142857,-10.12857142857143,2146.475,31.58888888888889,1600.0833333333333,-1.75,1600.2333333333333,0.9333333333333332,1597.9833333333333,127.71666666666665,1600.0399999999997,11.94
2019-11-27 06:48:00,1596.1833333333334,-11.891666666666666,2243.6499999999996,31.566666666666666,1599.6833333333334,-2.558333333333333,1599.2857142857142,0.8571428571428571,1596.7833333333335,129.6,1599.2833333333335,11.816666666666668
2019-11-27 06:52:00,1596.5857142857144,-11.885714285714286,2340.825,31.544444444444444,1599.3999999999999,-2.042857142857143,1599.283333333333,1.333333333333333,1596.9142857142856,128.47142857142856,1599.02,11.693333333333332
2019-11-27 06:56:00,1597.6399999999999,-11.400000000000002,2438.0,31.522222222222222,1599.6499999999999,-2.3333333333333335,1600.3714285714286,1.6857142857142862,1598.1833333333334,127.66666666666664,1599.4833333333333,11.605555555555556
2019-11-27 07:00:00,1599.357142857143,-12.485714285714286,2535.1749999999997,31.5,1600.3285714285716,-2.5571428571428574,1600.15,0.75,1599.8600000000001,125.46,1600.0,11.483333333333334
2019-11-27 07:04:00,1599.7400000000002,-11.190909090909091,2632.35,31.477777777777778,1600.0833333333333,-2.733333333333333,1600.033333333333,0.5666666666666668,1599.9428571428573,124.7,1599.95,11.449999999999998
2019-11-27 07:08:00,1599.7142857142858,-12.710575139146568,2729.5249999999996,31.455555555555556,1599.3999999999999,-3.1666666666666665,1599.357142857143,0.4714285714285714,1600.1200000000001,125.24000000000001,1598.9499999999998,11.433333333333332
2019-11-27 07:12:00,1599.7199999999998,-12.614285714285716,2826.7,31.433333333333334,1599.3500000000001,-2.783333333333333,1599.2333333333336,0.39166666666666666,1600.0142857142857,125.97142857142856,1598.9333333333334,11.383333333333333
2019-11-27 07:16:00,1598.8500000000001,-12.75,2188.0,31.299999999999997,1599.3714285714286,-2.6999999999999997,1599.1333333333334,0.45,1599.4333333333332,128.29166666666666,1598.9666666666665,11.299999999999999
2019-11-27 07:20:00,1599.0333333333335,-12.127777777777778,1549.3,31.166666666666664,1598.6499999999999,0.01666666666666668,1598.3999999999999,0.40833333333333327,1599.3714285714286,130.94285714285712,1598.3833333333334,11.283333333333331
2019-11-27 07:24:00,1599.3500000000001,-12.497222222222222,1552.8236111111112,31.16296296296296,1598.9285714285713,-3.542857142857143,1598.9833333333333,0.5166666666666667,1599.8833333333334,130.76666666666665,1598.685714285714,11.285714285714286
2019-11-27 07:28:00,1599.3999999999999,-12.258163265306125,1556.3472222222222,31.159259259259258,1599.1333333333332,-3.1333333333333333,1599.283333333333,0.3,1599.7000000000003,129.66428571428568,1598.8,11.25
2019-11-27 07:32:00,1598.9499999999998,-11.387142857142857,1559.8708333333334,31.15555555555555,1598.3833333333334,-2.983333333333333,1598.5000000000002,0.21428571428571427,1599.2,129.04999999999998,1597.9714285714288,11.200000000000001
2019-11-27 07:36:00,1599.0285714285715,-12.27904761904762,1563.3944444444444,31.15185185185185,1598.2571428571428,-2.557142857142857,1597.9666666666665,0.38333333333333336,1599.2857142857142,128.48571428571427,1597.75,11.200000000000001
2019-11-27 07:40:00,1599.3666666666666,-13.71111111111111,1566.9180555555556,31.148148148148145,1598.8,-2.8833333333333333,1598.7857142857142,0.8,1599.8333333333333,124.03333333333332,1598.4142857142854,11.200000000000001
2019-11-27 07:44:00,1599.5714285714287,-13.307692307692307,1570.4416666666666,31.144444444444442,1599.3714285714286,-3.1285714285714277,1598.966666666667,0.55,1600.0800000000002,120.88,1598.9333333333332,11.183333333333332
2019-11-27 07:48:00,1599.5166666666667,-12.457692307692307,1573.9652777777778,31.14074074074074,1599.5500000000002,-3.3833333333333333,1599.3333333333333,0.8666666666666667,1599.9166666666667,123.0,1599.2285714285715,11.114285714285714
2019-11-27 07:52:00,1599.2599999999998,-12.371428571428572,1577.4888888888888,31.137037037037036,1599.4285714285713,-3.1928571428571426,1599.3857142857144,0.5428571428571428,1599.5,123.38333333333334,1599.3666666666666,11.1
2019-11-27 07:56:00,1598.9428571428573,-12.870408163265306,1581.0125,31.133333333333333,1599.8000000000002,-3.6199999999999997,1599.7666666666667,0.5166666666666667,1599.1857142857145,124.17142857142858,1599.8333333333333,11.1
2019-11-27 08:00:00,1598.3666666666668,-12.191666666666668,1584.536111111111,31.129629629629626,1599.5285714285712,-3.3857142857142857,1599.5,0.40714285714285714,1599.3333333333333,124.18333333333334,1599.4857142857143,11.114285714285714
2019-11-27 08:04:00,1599.042857142857,-11.785714285714286,1588.0597222222223,31.125925925925923,1599.1166666666666,-3.8333333333333326,1599.25,0.8166666666666665,1599.5857142857144,125.92857142857143,1598.95,11.116666666666667
2019-11-27 08:08:00,1599.2333333333333,-11.625,1591.5833333333333,31.12222222222222,1599.2166666666665,-3.366666666666667,1598.8714285714284,0.8428571428571429,1599.5666666666666,128.2,1598.9,11.099999999999998
2019-11-27 08:12:00,1599.2000000000003,-13.0,1595.1069444444445,31.118518518518517,1599.071428571429,-4.485714285714285,1599.0166666666667,1.2666666666666668,1599.6000000000001,124.69285714285714,1598.9333333333334,11.083333333333334
2019-11-27 08:16:00,1599.0169230769234,-12.956153846153846,1598.6305555555555,31.114814814814814,1599.0720879120881,-4.416043956043955,1599.0707692307692,1.4500000000000002,1599.4215384615386,124.59186813186813,1598.9138461538462,11.088461538461539
2019-11-27 08:20:00,1598.8338461538465,-12.912307692307692,1602.1541666666667,31.111111111111107,1599.0727472527476,-4.346373626373626,1599.1248717948718,1.6333333333333333,1599.243076923077,124.49087912087911,1598.894358974359,11.093589743589744
2019-11-27 08:24:00,1598.6507692307696,-12.868461538461538,1605.6777777777777,31.107407407407404,1599.0734065934068,-4.276703296703296,1599.1789743589743,1.8166666666666667,1599.0646153846155,124.3898901098901,1598.8748717948718,11.09871794871795
2019-11-27 08:28:00,1598.4676923076925,-12.824615384615385,1609.201388888889,31.1037037037037,1599.0740659340663,-4.2070329670329665,1599.2330769230769,2.0,1598.886153846154,124.2889010989011,1598.8553846153845,11.103846153846154
2019-11-27 08:32:00,1598.2846153846156,-12.78076923076923,1612.725,31.099999999999998,1599.0747252747256,-4.137362637362637,1599.2871794871794,2.1833333333333336,1598.7076923076925,124.1879120879121,1598.8358974358973,11.10897435897436
2019-11-27 08:36:00,1598.1015384615387,-12.736923076923077,1616.2486111111111,31.096296296296295,1599.075384615385,-4.067692307692307,1599.341282051282,2.3666666666666663,1598.529230769231,124.08692307692309,1598.81641025641,11.114102564102565
2019-11-27 08:40:00,1597.9184615384618,-12.693076923076921,1619.7722222222221,31.09259259259259,1599.0760439560443,-3.9980219780219777,1599.3953846153847,2.55,1598.3507692307692,123.98593406593407,1598.7969230769231,11.11923076923077
2019-11-27 08:44:00,1597.7353846153849,-12.649230769230767,1623.2958333333333,31.08888888888889,1599.0767032967037,-3.928351648351648,1599.4494871794873,2.7333333333333334,1598.1723076923076,123.88494505494506,1598.777435897436,11.124358974358975
2019-11-27 08:48:00,1597.552307692308,-12.605384615384613,1626.8194444444443,31.085185185185182,1599.077362637363,-3.8586813186813185,1599.5035897435898,2.9166666666666665,1597.993846153846,123.78395604395605,1598.7579487179487,11.12948717948718
2019-11-27 08:52:00,1597.3692307692309,-12.56153846153846,1630.3430555555556,31.08148148148148,1599.0780219780224,-3.789010989010989,1599.5576923076924,3.0999999999999996,1597.8153846153846,123.68296703296706,1598.7384615384615,11.134615384615385
2019-11-27 08:56:00,1597.186153846154,-12.517692307692306,1633.8666666666666,31.077777777777776,1599.0786813186817,-3.719340659340659,1599.611794871795,3.283333333333333,1597.636923076923,123.58197802197805,1598.7189743589743,11.13974358974359
2019-11-27 09:00:00,1597.003076923077,-12.473846153846152,1637.3902777777778,31.074074074074073,1599.0793406593411,-3.6496703296703292,1599.6658974358975,3.466666666666666,1597.4584615384615,123.48098901098903,1598.699487179487,11.144871794871795
2019-11-27 09:04:00,1596.8200000000002,-12.429999999999998,1640.9138888888888,31.07037037037037,1599.0800000000004,-3.5799999999999996,1599.72,3.65,1597.28,123.38000000000002,1598.6799999999998,11.15
