Code,Tiempo,Escalas(m),Datos1(°C),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Starboard Temperature,06:33:49,1599,6,12,4,---,---,
Starboard Temperature,06:34:29,1599,9,12,3,---,---,
Starboard Temperature,06:35:06,1599,8,12,3,---,---,
Starboard Temperature,06:35:43,1599,4,12,3,---,---,
Starboard Temperature,06:36:20,1598,8,12,4,---,---,
Starboard Temperature,06:36:57,1599,2,12,3,---,---,
Starboard Temperature,06:37:36,1599,3,12,3,---,---,
Starboard Temperature,06:38:13,1601,9,12,0,---,---,
Starboard Temperature,06:38:50,1599,2,12,1,---,---,
Starboard Temperature,06:39:27,1599,2,12,2,---,---,
Starboard Temperature,06:40:04,1598,9,12,1,---,---,
Starboard Temperature,06:40:41,1599,3,12,2,---,---,
Starboard Temperature,06:41:18,1598,9,12,1,---,---,
Starboard Temperature,06:41:55,1599,6,12,1,---,---,
Starboard Temperature,06:42:33,1599,4,---,---,---,---,
Starboard Temperature,06:43:09,1599,6,12,0,---,---,
Starboard Temperature,06:43:46,1599,5,12,0,---,---,
Starboard Temperature,06:44:25,---,---,---,---,---,---,
Starboard Temperature,06:45:03,1600,1,12,1,---,---,
Starboard Temperature,06:45:40,1600,1,11,9,---,---,
Starboard Temperature,06:46:17,1600,5,11,9,---,---,
Starboard Temperature,06:46:53,1599,6,11,9,---,---,
Starboard Temperature,06:47:30,1599,9,11,9,---,---,
Starboard Temperature,06:48:09,---,---,---,---,---,---,
Starboard Temperature,06:48:46,1599,7,11,9,---,---,
Starboard Temperature,06:49:22,1599,5,12,0,---,---,
Starboard Temperature,06:49:59,1599,0,11,8,---,---,
Starboard Temperature,06:50:36,1599,4,11,8,---,---,
Starboard Temperature,06:51:13,1599,1,11,7,---,---,
Starboard Temperature,06:51:50,1599,0,---,---,---,---,
Starboard Temperature,06:52:27,1598,7,---,---,---,---,
Starboard Temperature,06:53:03,1599,2,11,7,---,---,
Starboard Temperature,06:53:43,---,---,---,---,---,---,
Starboard Temperature,06:54:19,1598,9,---,---,---,---,
Starboard Temperature,06:54:56,1599,1,11,7,---,---,
Starboard Temperature,06:55:33,1599,2,---,---,---,---,
Starboard Temperature,06:56:10,1599,3,---,---,---,---,
Starboard Temperature,06:56:46,1599,3,11,6,---,---,
Starboard Temperature,06:57:24,1599,3,11,6,---,---,
Starboard Temperature,06:58:03,---,---,---,---,---,---,
Starboard Temperature,06:58:39,1599,4,11,6,---,---,
Starboard Temperature,06:59:16,1599,5,11,6,---,---,
Starboard Temperature,06:59:54,1600,1,11,6,---,---,
Starboard Temperature,07:00:31,1599,6,11,5,---,---,
Starboard Temperature,07:01:11,1599,9,11,5,---,---,
Starboard Temperature,07:01:48,1600,2,11,5,---,---,
Starboard Temperature,07:02:25,1600,1,11,5,---,---,
Starboard Temperature,07:03:02,1600,2,11,5,---,---,
Starboard Temperature,07:03:40,1600,0,11,4,---,---,
Starboard Temperature,07:04:15,1600,2,11,4,---,---,
Starboard Temperature,07:04:52,1600,1,11,5,---,---,
Starboard Temperature,07:05:30,1599,9,11,5,---,---,
Starboard Temperature,07:06:08,1600,1,11,4,---,---,
Starboard Temperature,07:06:45,1599,9,11,4,---,---,
Starboard Temperature,07:07:22,1599,5,11,5,---,---,
Starboard Temperature,07:08:00,1598,9,11,5,---,---,
Starboard Temperature,07:08:37,1599,0,11,5,---,---,
Starboard Temperature,07:09:13,1599,1,11,4,---,---,
Starboard Temperature,07:09:49,---,---,---,---,---,---,
Starboard Temperature,07:10:27,1598,7,11,4,---,---,
Starboard Temperature,07:11:03,1599,2,11,4,---,---,
Starboard Temperature,07:11:40,1598,8,11,4,---,---,
Starboard Temperature,07:12:17,1599,0,11,4,---,---,
Starboard Temperature,07:12:54,1599,0,11,4,---,---,
Starboard Temperature,07:13:32,1598,8,11,3,---,---,
Starboard Temperature,07:14:09,1599,0,11,5,---,---,
Starboard Temperature,07:14:47,1598,9,11,4,---,---,
Starboard Temperature,07:15:25,1598,9,11,3,---,---,
Starboard Temperature,07:16:02,---,---,---,---,---,---,
Starboard Temperature,07:16:38,1599,3,11,3,---,---,
Starboard Temperature,07:17:15,1599,3,11,3,---,---,
Starboard Temperature,07:17:53,1599,2,11,3,---,---,
Starboard Temperature,07:18:30,1598,7,11,3,---,---,
Starboard Temperature,07:19:07,1598,7,11,3,---,---,
Starboard Temperature,07:19:42,1598,6,11,3,---,---,
Starboard Temperature,07:20:18,1598,7,11,2,---,---,
Starboard Temperature,07:20:55,1598,8,11,3,---,---,
Starboard Temperature,07:21:32,1598,8,11,3,---,---,
Starboard Temperature,07:22:09,1598,4,11,3,---,---,
Starboard Temperature,07:22:48,1597,6,11,3,---,---,
Starboard Temperature,07:23:25,1598,0,11,3,---,---,
Starboard Temperature,07:24:02,1598,6,11,3,---,---,
Starboard Temperature,07:24:39,1598,8,11,3,---,---,
Starboard Temperature,07:25:16,1598,6,11,3,---,---,
Starboard Temperature,07:25:53,1598,9,11,2,---,---,
Starboard Temperature,07:26:32,1598,4,11,3,---,---,
Starboard Temperature,07:27:09,1598,9,11,3,---,---,
Starboard Temperature,07:27:46,1598,6,11,3,---,---,
Starboard Temperature,07:28:23,1598,9,11,3,---,---,
Starboard Temperature,07:29:00,1599,2,11,3,---,---,
Starboard Temperature,07:29:37,1598,8,11,2,---,---,
Starboard Temperature,07:30:14,1598,6,11,2,---,---,
Starboard Temperature,07:30:51,1598,8,11,3,---,---,
Starboard Temperature,07:31:29,1598,5,11,2,---,---,
Starboard Temperature,07:32:06,1597,7,11,2,---,---,
Starboard Temperature,07:32:43,1597,7,11,2,---,---,
Starboard Temperature,07:33:20,1598,1,11,2,---,---,
Starboard Temperature,07:33:57,1598,0,11,2,---,---,
Starboard Temperature,07:34:35,1598,0,11,2,---,---,
Starboard Temperature,07:35:12,1598,1,11,2,---,---,
Starboard Temperature,07:35:49,1598,2,11,2,---,---,
Starboard Temperature,07:36:26,1598,3,11,2,---,---,
Starboard Temperature,07:37:03,1597,9,11,2,---,---,
Starboard Temperature,07:37:40,1597,6,11,2,---,---,
Starboard Temperature,07:38:17,1597,5,11,2,---,---,
Starboard Temperature,07:38:54,1597,6,11,2,---,---,
Starboard Temperature,07:39:31,1597,6,11,2,---,---,
Starboard Temperature,07:40:08,1597,8,11,2,---,---,
Starboard Temperature,07:40:45,1598,2,11,2,---,---,
Starboard Temperature,07:41:22,1597,9,11,2,---,---,
Starboard Temperature,07:42:00,1598,7,11,2,---,---,
Starboard Temperature,07:42:37,1598,6,11,2,---,---,
Starboard Temperature,07:43:14,1598,9,11,2,---,---,
Starboard Temperature,07:43:51,1598,8,11,2,---,---,
Starboard Temperature,07:44:28,1599,3,11,2,---,---,
Starboard Temperature,07:45:06,1599,1,11,2,---,---,
Starboard Temperature,07:45:44,1598,9,11,2,---,---,
Starboard Temperature,07:46:21,1598,9,11,2,---,---,
Starboard Temperature,07:46:59,1598,6,11,1,---,---,
Starboard Temperature,07:47:36,1598,8,11,2,---,---,
Starboard Temperature,07:48:13,1598,7,11,2,---,---,
Starboard Temperature,07:48:50,1598,7,11,1,---,---,
Starboard Temperature,07:49:29,1599,3,11,1,---,---,
Starboard Temperature,07:50:06,1599,4,11,1,---,---,
Starboard Temperature,07:50:44,1599,7,11,1,---,---,
Starboard Temperature,07:51:21,1599,6,11,1,---,---,
Starboard Temperature,07:51:58,1599,2,11,1,---,---,
Starboard Temperature,07:52:35,1599,4,11,1,---,---,
Starboard Temperature,07:53:12,1599,6,11,1,---,---,
Starboard Temperature,07:53:50,1599,3,11,1,---,---,
Starboard Temperature,07:54:28,1599,6,11,1,---,---,
Starboard Temperature,07:55:05,1598,7,11,1,---,---,
Starboard Temperature,07:55:42,1599,6,11,1,---,---,
Starboard Temperature,07:56:20,1599,5,11,1,---,---,
Starboard Temperature,07:56:57,1599,6,11,1,---,---,
Starboard Temperature,07:57:34,1599,8,11,1,---,---,
Starboard Temperature,07:58:13,1600,2,11,1,---,---,
Starboard Temperature,07:58:49,1600,0,11,1,---,---,
Starboard Temperature,07:59:26,1599,9,11,1,---,---,
Starboard Temperature,08:00:03,1599,4,11,2,---,---,
Starboard Temperature,08:00:40,1599,9,11,1,---,---,
Starboard Temperature,08:01:17,1599,6,11,1,---,---,
Starboard Temperature,08:01:54,1599,6,11,1,---,---,
Starboard Temperature,08:02:31,1599,4,11,1,---,---,
Starboard Temperature,08:03:09,1599,3,11,1,---,---,
Starboard Temperature,08:03:46,1599,2,11,1,---,---,
Starboard Temperature,08:04:23,1599,0,11,1,---,---,
Starboard Temperature,08:05:00,1598,8,11,1,---,---,
Starboard Temperature,08:05:37,1599,2,11,1,---,---,
Starboard Temperature,08:06:15,1598,7,11,2,---,---,
Starboard Temperature,08:06:52,1598,8,11,1,---,---,
Starboard Temperature,08:07:29,1599,2,11,1,---,---,
Starboard Temperature,08:08:06,1599,1,11,1,---,---,
Starboard Temperature,08:08:43,1598,8,11,1,---,---,
Starboard Temperature,08:09:20,1598,4,11,1,---,---,
Starboard Temperature,08:09:58,1598,6,11,1,---,---,
Starboard Temperature,08:10:35,1599,6,11,1,---,---,
Starboard Temperature,08:11:12,1599,1,11,1,---,---,
Starboard Temperature,08:11:49,1598,7,11,1,---,---,
Starboard Temperature,08:12:26,1599,7,11,0,---,---,
Starboard Temperature,08:13:03,1598,9,11,1,---,---,
Starboard Temperature,08:13:40,1598,7,11,1,---,---,
Starboard Temperature,08:14:17,1598,7,11,1,---,---,
Starboard Temperature,08:14:54,1598,9,11,1,---,---,
Starboard Temperature,08:15:32,1598,7,11,1,---,---,
Starboard Temperature,09:05:20,1598,9,11,2,---,---,
Starboard Temperature,09:05:58,1599,0,---,---,---,---,
Starboard Temperature,09:06:35,1598,6,---,---,---,---,
Starboard Temperature,09:07:12,1598,7,---,---,---,---,
Starboard Temperature,09:07:49,1598,2,11,1,---,---,
Starboard Temperature,09:08:27,1598,7,11,3,---,---,
Starboard Temperature,09:09:04,1598,8,11,1,---,---,
Starboard Temperature,09:09:41,1599,3,11,1,---,---,
Starboard Temperature,09:10:19,1599,1,---,---,---,---,
Starboard Temperature,09:10:56,1598,7,---,---,---,---,
Starboard Temperature,09:11:34,1598,8,---,---,---,---,
Starboard Temperature,09:12:12,1598,9,---,---,---,---,
Starboard Temperature,09:12:49,1599,2,11,1,---,---,
Starboard Temperature,09:13:26,1599,1,---,---,---,---,
Starboard Temperature,09:14:04,1599,4,---,---,---,---,
Starboard Temperature,09:14:40,1599,6,11,1,---,---,
Starboard Temperature,09:15:20,1599,1,---,---,---,---,
Starboard Temperature,09:15:58,1599,1,---,---,---,---,
Starboard Temperature,09:16:36,1598,8,---,---,---,---,
Starboard Temperature,09:17:13,1598,6,---,---,---,---,
Starboard Temperature,09:17:50,1598,9,---,---,---,---,
Starboard Temperature,09:18:27,1598,8,---,---,---,---,
Starboard Temperature,09:19:06,1598,8,---,---,---,---,
Starboard Temperature,09:19:43,1598,9,---,---,---,---,
Starboard Temperature,09:20:20,1598,8,---,---,---,---,
Starboard Temperature,09:20:59,---,---,---,---,---,---,
Starboard Temperature,09:21:36,1598,7,---,---,---,---,
Starboard Temperature,09:22:12,1600,5,11,0,---,---,
Starboard Temperature,09:22:54,1599,0,---,---,---,---,
Starboard Temperature,09:23:31,1599,5,---,---,---,---,
Starboard Temperature,09:24:08,1599,8,---,---,---,---,
Starboard Temperature,09:24:45,1599,9,---,---,---,---,
Starboard Temperature,09:25:24,1598,8,---,---,---,---,
Starboard Temperature,09:26:03,1597,9,---,---,---,---,
Starboard Temperature,09:26:41,1597,6,---,---,---,---,
Starboard Temperature,09:27:18,1597,1,---,---,---,---,
Starboard Temperature,09:27:55,1597,7,---,---,---,---,
Starboard Temperature,09:28:32,1599,3,---,---,---,---,
Starboard Temperature,09:29:10,1596,9,---,---,---,---,
Starboard Temperature,09:29:47,1596,4,---,---,---,---,
Starboard Temperature,09:30:26,1597,4,---,---,---,---,
Starboard Temperature,09:31:02,1597,3,---,---,---,---,
Starboard Temperature,09:31:41,1597,5,---,---,---,---,
Starboard Temperature,09:32:20,1597,7,---,---,---,---,
Starboard Temperature,09:32:59,1596,6,---,---,---,---,
Starboard Temperature,09:33:36,1596,6,---,---,---,---,
Starboard Temperature,09:34:14,1597,1,---,---,---,---,
Starboard Temperature,09:34:51,1598,0,---,---,---,---,
Starboard Temperature,09:35:30,---,---,---,---,---,---,
Starboard Temperature,09:36:07,1598,1,---,---,---,---,
Starboard Temperature,09:36:46,1598,9,---,---,---,---,
Starboard Temperature,09:37:22,1598,1,---,---,---,---,
Starboard Temperature,09:38:00,1600,3,---,---,---,---,
Starboard Temperature,09:38:38,---,---,---,---,---,---,
Starboard Temperature,09:39:19,---,---,---,---,---,---,
Starboard Temperature,09:39:59,---,---,---,---,---,---,
Starboard Temperature,09:40:41,---,---,---,---,---,---,
Starboard Temperature,09:41:18,1695,9,---,---,---,---,
Starboard Temperature,09:41:57,1695,7,---,---,---,---,
Starboard Temperature,09:42:34,1699,8,---,---,---,---,
Starboard Temperature,09:43:13,1697,5,---,---,---,---,
Starboard Temperature,09:43:54,---,---,---,---,---,---,
Starboard Temperature,09:44:36,1699,6,---,---,---,---,
Starboard Temperature,09:45:14,1696,3,---,---,---,---,
Starboard Temperature,09:49:28,1697,4,---,---,---,---,
Starboard Temperature,09:53:42,1697,3,11,2,---,---,
Starboard Temperature,09:58:24,1697,8,11,1,---,---,
Starboard Temperature,10:03:07,1697,1,---,---,---,---,
Starboard Temperature,10:07:21,1695,2,11,1,---,---,
Starboard Temperature,10:13:01,---,---,---,---,---,---,
Starboard Temperature,10:18:09,1696,6,10,8,---,---,
Starboard Temperature,10:23:46,1697,2,10,7,---,---,
Starboard Temperature,10:29:25,1697,9,---,---,---,---,
Starboard Temperature,10:34:07,1697,4,---,---,---,---,
Starboard Temperature,10:38:21,1698,9,10,6,---,---,
Starboard Temperature,10:43:04,1698,3,---,---,---,---,
Starboard Temperature,10:47:46,1697,7,---,---,---,---,
Starboard Temperature,10:52:01,1697,1,---,---,---,---,
Starboard Temperature,10:56:17,---,---,---,---,---,---,
Starboard Temperature,11:00:56,1142,0,10,6,---,---,
Starboard Temperature,11:06:05,818,1,10,6,---,---,
Starboard Temperature,11:55:40,1744,2,---,---,---,---,
Starboard Temperature,11:56:20,---,---,---,---,---,---,
Starboard Temperature,11:57:02,---,---,---,---,---,---,
Starboard Temperature,11:57:45,---,---,---,---,---,---,
Starboard Temperature,11:58:26,---,---,---,---,---,---,
Starboard Temperature,11:59:08,---,---,---,---,---,---,
Starboard Temperature,11:59:49,---,---,---,---,---,---,
Starboard Temperature,12:00:30,---,---,---,---,---,---,
Starboard Temperature,12:01:12,---,---,---,---,---,---,
Starboard Temperature,12:01:53,---,---,---,---,---,---,
Starboard Temperature,12:02:34,---,---,---,---,---,---,
Starboard Temperature,12:03:16,---,---,---,---,---,---,
Starboard Temperature,12:03:57,---,---,---,---,---,---,
Starboard Temperature,12:04:39,---,---,---,---,---,---,
Starboard Temperature,12:05:21,---,---,---,---,---,---,
Starboard Temperature,12:06:04,---,---,---,---,---,---,
Starboard Temperature,12:06:45,---,---,---,---,---,---,
Starboard Temperature,12:07:28,---,---,---,---,---,---,
Starboard Temperature,12:08:09,---,---,---,---,---,---,
Starboard Temperature,12:08:51,---,---,---,---,---,---,
Starboard Temperature,12:09:32,1750,0,---,---,---,---,
Starboard Temperature,12:10:11,1748,4,---,---,---,---,
Starboard Temperature,12:10:54,---,---,---,---,---,---,
Starboard Temperature,12:11:34,---,---,---,---,---,---,
Starboard Temperature,12:12:13,1750,8,---,---,---,---,
Starboard Temperature,12:12:55,---,---,---,---,---,---,
Starboard Temperature,12:13:35,1747,7,---,---,---,---,
Starboard Temperature,12:14:13,1750,4,---,---,---,---,
Starboard Temperature,12:14:51,1750,6,---,---,---,---,
Starboard Temperature,12:15:32,1749,9,---,---,---,---,
Starboard Temperature,12:16:13,---,---,---,---,---,---,
Starboard Temperature,12:16:52,1748,2,---,---,---,---,
Starboard Temperature,12:17:31,---,---,---,---,---,---,
Starboard Temperature,12:18:11,---,---,---,---,---,---,
Starboard Temperature,12:18:54,---,---,---,---,---,---,
Starboard Temperature,12:19:34,1750,1,---,---,---,---,
Starboard Temperature,12:20:15,---,---,---,---,---,---,
Starboard Temperature,12:20:57,---,---,---,---,---,---,
Starboard Temperature,12:21:37,1750,6,---,---,---,---,
Starboard Temperature,12:22:18,---,---,---,---,---,---,
Starboard Temperature,12:22:59,---,---,---,---,---,---,
Starboard Temperature,12:23:39,1753,5,---,---,---,---,
Starboard Temperature,12:24:21,---,---,---,---,---,---,
Starboard Temperature,12:25:04,---,---,---,---,---,---,
Starboard Temperature,12:25:46,---,---,---,---,---,---,
Starboard Temperature,12:26:28,---,---,---,---,---,---,
Starboard Temperature,12:27:10,---,---,---,---,---,---,
Starboard Temperature,12:27:52,---,---,---,---,---,---,
Starboard Temperature,12:28:31,1751,5,---,---,---,---,
Starboard Temperature,12:29:15,---,---,---,---,---,---,
Starboard Temperature,12:29:57,---,---,---,---,---,---,
Starboard Temperature,12:30:39,---,---,---,---,---,---,
Starboard Temperature,12:31:21,---,---,---,---,---,---,
Starboard Temperature,12:32:02,---,---,---,---,---,---,
Starboard Temperature,12:32:43,---,---,---,---,---,---,
Starboard Temperature,12:33:25,---,---,---,---,---,---,
Starboard Temperature,12:34:07,---,---,---,---,---,---,
Starboard Temperature,12:34:48,---,---,---,---,---,---,
Starboard Temperature,12:38:28,1751,9,---,---,---,---,
Starboard Temperature,12:42:42,1750,6,---,---,---,---,
Starboard Temperature,12:46:29,1750,7,---,---,---,---,
Starboard Temperature,12:50:43,1749,3,10,9,---,---,
Starboard Temperature,12:55:53,1749,2,11,1,---,---,
Starboard Temperature,13:01:04,1748,6,---,---,---,---,
Starboard Temperature,13:05:20,---,---,---,---,---,---,
Starboard Temperature,13:09:34,---,---,---,---,---,---,
Starboard Temperature,13:13:47,1747,1,---,---,---,---,
Starboard Temperature,13:18:01,1749,7,---,---,---,---,
Starboard Temperature,13:22:17,---,---,---,---,---,---,
Starboard Temperature,13:26:02,1747,7,---,---,---,---,
Starboard Temperature,13:30:17,1748,5,---,---,---,---,
Starboard Temperature,13:34:05,---,---,---,---,---,---,
Starboard Temperature,13:38:18,1749,3,---,---,---,---,
Starboard Temperature,13:42:32,1750,0,---,---,---,---,
Starboard Temperature,13:46:48,---,---,---,---,---,---,
Starboard Temperature,13:51:01,1748,7,---,---,---,---,
Starboard Temperature,13:55:16,1749,0,---,---,---,---,
Starboard Temperature,13:59:32,---,---,---,---,---,---,
Starboard Temperature,14:03:46,---,---,---,---,---,---,
Starboard Temperature,14:07:59,1752,0,---,---,---,---,
Starboard Temperature,14:11:47,---,---,---,---,---,---,
Starboard Temperature,14:16:01,---,---,---,---,---,---,
Starboard Temperature,14:20:14,1752,7,---,---,---,---,
Starboard Temperature,14:24:30,---,---,---,---,---,---,
Starboard Temperature,14:28:14,1751,1,---,---,---,---,
Starboard Temperature,14:32:02,---,---,---,---,---,---,
Starboard Temperature,14:36:16,---,---,---,---,---,---,
Starboard Temperature,14:40:30,---,---,---,---,---,---,
Starboard Temperature,14:44:45,---,---,---,---,---,---,
Starboard Temperature,14:49:00,---,---,---,---,---,---,
