Tiempo,Escalas(m),Datos1(°)
2019-11-28 19:53:20,1743.2,0.5
2019-11-28 19:59:36,1743.0,0.6
2019-11-28 20:08:04,1742.3,1.4
2019-11-28 20:20:29,1743.9,2.0
2019-11-28 20:34:10,1743.1,2.8
2019-11-28 20:43:27,1742.6,0.9
2019-11-28 20:46:07,1743.6,1.2
2019-11-28 20:49:15,1743.9,100.5
2019-11-28 20:51:55,1743.6,-0.1
2019-11-28 20:54:36,1743.1,-0.3
2019-11-28 20:57:17,1743.4,0.75
2019-11-28 20:59:57,1743.2,1.8
2019-11-28 21:04:50,1743.8,1.5333333333333334
2019-11-28 21:11:55,1742.9,1.2666666666666666
2019-11-28 21:14:07,1742.9,1.0
2019-11-28 21:16:47,1743.0,1.0
2019-11-28 21:21:39,1743.5,-0.6
2019-11-28 21:28:43,1744.2,-0.4
2019-11-28 21:31:24,1743.9,-0.43333333333333335
2019-11-28 21:33:37,1743.9,-0.4666666666666667
2019-11-28 21:35:48,1744.3,-0.5
2019-11-28 21:43:23,1743.8,-0.4375
2019-11-28 21:51:23,1744.5,-0.375
2019-11-28 21:58:28,1746.1,-0.3125
2019-11-28 22:01:09,1744.7,-0.25
2019-11-28 22:03:49,1631.4,-0.1875
2019-11-28 22:10:27,1743.6,-0.125
2019-11-28 22:17:31,1919.7,-0.0625
2019-11-28 22:40:30,1742.8,0.0
2019-11-28 22:49:47,1742.6,0.4
2019-11-28 22:54:41,1742.2,0.2
2019-11-28 23:01:16,1742.7,0.0
2019-11-28 23:06:36,1743.4,-0.8
2019-11-28 23:14:08,1743.0,-0.3
2019-11-28 23:19:01,1743.1,-1.4
2019-11-28 23:23:53,1744.1,1.3
2019-11-28 23:47:49,1744.2,100.6
2019-11-28 23:55:23,1744.5,50.4
2019-11-28 23:57:34,1743.0,0.2
2019-11-28 00:00:14,1744.0,1.4
2019-11-28 00:06:03,1743.7,-1.2
2019-11-28 00:08:44,1743.7,33.166666666666664
2019-11-28 00:17:13,1743.6,67.53333333333333
2019-11-28 00:19:25,1743.1,101.9
2019-11-28 00:27:52,1743.7,0.5
2019-11-28 00:33:12,1743.4,0.6
2019-11-28 00:35:53,1742.9,0.4
2019-11-28 00:40:45,1743.9,-0.8
2019-11-28 00:45:39,1743.5,-0.8500000000000001
2019-11-28 00:50:02,1743.3,-0.9
2019-11-28 00:59:19,1745.4,-1.3
2019-11-28 01:06:24,1744.1,1.1
2019-11-28 01:11:15,1743.7,-2.0
2019-11-28 01:20:59,1742.8,-0.9
2019-11-28 01:25:52,1745.1,-0.3
2019-11-28 01:28:32,1743.5,0.5
2019-11-28 01:31:12,1744.0,0.45
2019-11-28 01:33:52,1744.4,0.4
2019-11-28 01:36:32,1744.3,-0.4
2019-11-28 01:55:05,1744.3,-0.9
2019-11-28 02:06:35,1744.7,-0.9
2019-11-28 02:09:15,1746.0,-0.6
2019-11-28 02:14:07,1744.6,-0.9
2019-11-28 02:17:15,1744.4,-0.9
2019-11-28 02:22:08,1743.8,1.1
2019-11-28 02:24:49,1744.7,101.0
