Tiempo,Escalas(m),Datos1(m)
2019-11-28 04:33:22,1797.1,115.1
2019-11-28 04:33:45,1796.9,117.9
2019-11-28 04:34:34,1263.6,117.60000000000001
2019-11-28 04:35:48,910.5,117.3
2019-11-28 04:36:33,1797.6,117.0
2019-11-28 04:36:56,1796.8,113.9
2019-11-28 04:37:18,1796.9,118.6
2019-11-28 04:37:40,1796.8,120.1
2019-11-28 04:38:31,2096.5,116.25
2019-11-28 04:39:20,1795.9,112.4
2019-11-28 04:40:02,1795.5,115.7
2019-11-28 04:42:14,1771.0,113.9
2019-11-28 04:42:39,1783.3,112.1
2019-11-28 04:43:02,1786.6,110.3
2019-11-28 04:44:17,1895.0,114.8
2019-11-28 04:45:07,1029.6,119.3
2019-11-28 04:45:57,1792.3,123.8
2019-11-28 04:46:19,1793.0,120.66666666666667
2019-11-28 04:46:43,1793.6,117.53333333333333
2019-11-28 04:47:35,1794.7,114.4
2019-11-28 04:48:21,1795.2,116.4
