Tiempo,Escalas(m),Datos1(m)
2019-11-28 07:16:06,1187.4,92.5
2019-11-28 07:20:16,1791.9,93.4
2019-11-28 07:20:43,1796.3,94.3
2019-11-28 07:21:36,1796.1,95.2
2019-11-28 07:22:00,1796.1,96.10000000000001
2019-11-28 07:22:54,1795.7,97.0
2019-11-28 07:23:17,1796.0,97.9
2019-11-28 07:24:09,1795.9,96.2
2019-11-28 07:24:35,1795.4,94.5
2019-11-28 07:25:02,1794.7,94.6
2019-11-28 07:25:26,1794.2,95.9
2019-11-28 07:26:19,1794.9,94.7
2019-11-28 07:26:46,1794.1,95.7
2019-11-28 07:27:09,1793.7,97.3
2019-11-28 07:27:34,1793.6,96.9
2019-11-28 07:28:27,1793.2,98.2
2019-11-28 07:28:53,1793.7,94.85
2019-11-28 07:29:19,1793.2,91.5
2019-11-28 07:29:44,1793.2,91.3
2019-11-28 07:33:38,2013.8,100.25
