Tiempo,Escalas(m),Datos1(Fa)
2019-11-28 12:00:00,317.3,4.8
2019-11-28 12:02:17,667.2,3.3
2019-11-28 12:02:44,667.7,1.8
2019-11-28 12:03:09,667.0,1.6
2019-11-28 12:03:36,665.8,2.0
2019-11-28 12:04:02,665.1,1.3
2019-11-28 12:04:29,664.6,1.6
2019-11-28 12:04:55,665.7,0.9
2019-11-28 12:05:50,663.8,1.7
2019-11-28 12:06:46,663.8,1.1
2019-11-28 12:07:12,664.5,1.1
2019-11-28 12:07:39,662.0,0.8
2019-11-28 12:08:05,662.7,1.1
2019-11-28 12:08:32,663.5,1.1
2019-11-28 12:09:24,662.9,1.0
2019-11-28 12:09:51,655.4,0.8
2019-11-28 12:10:15,642.0,0.7
2019-11-28 12:10:41,609.1,0.5
2019-11-28 12:11:08,568.2,0.6
2019-11-28 12:11:34,528.8,0.9
2019-11-28 12:12:01,491.7,0.6
2019-11-28 12:12:27,457.9,0.9
2019-11-28 12:13:22,390.2,0.6
2019-11-28 12:13:48,357.3,0.7
2019-11-28 12:14:12,327.6,1.0
