Tiempo,Escalas(m),Datos1(Fa)
2019-11-28 05:48:59,576.0,7.9
2019-11-28 05:49:25,590.1,6.2
2019-11-28 05:49:50,589.6,4.5
2019-11-28 05:50:17,590.2,13.7
2019-11-28 05:50:41,590.1,22.9
2019-11-28 05:51:07,589.2,58.65
2019-11-28 05:51:57,590.4,94.4
2019-11-28 05:52:23,589.1,74.03333333333333
2019-11-28 05:53:14,591.0,53.666666666666664
2019-11-28 05:54:07,590.0,33.3
2019-11-28 05:54:31,592.4,31.4
2019-11-28 05:54:56,590.2,32.1
2019-11-28 05:55:21,590.4,30.9
2019-11-28 05:55:46,590.8,31.1
2019-11-28 05:56:11,590.6,30.8
2019-11-28 05:56:36,590.5,30.0
2019-11-28 05:57:01,591.6,31.7
2019-11-28 05:57:26,590.3,30.6
2019-11-28 05:57:51,590.6,30.5
2019-11-28 05:58:16,590.7,29.4
2019-11-28 05:58:41,590.5,29.4
2019-11-28 05:59:06,590.2,29.4
2019-11-28 05:59:32,591.2,29.5
2019-11-28 05:59:59,590.6,30.4
2019-11-28 06:00:24,590.4,30.4
2019-11-28 06:00:49,590.7,30.0
2019-11-28 06:01:14,590.8,29.3
2019-11-28 06:01:39,590.4,29.1
2019-11-28 06:02:06,590.4,29.0
2019-11-28 06:02:31,590.6,29.1
2019-11-28 06:02:56,590.6,28.9
2019-11-28 06:03:23,591.8,28.5
2019-11-28 06:03:48,590.8,29.2
2019-11-28 06:04:14,591.2,29.5
2019-11-28 06:04:39,590.6,28.9
2019-11-28 06:05:06,590.9,29.1
2019-11-28 06:05:32,590.8,28.8
2019-11-28 06:05:57,590.6,30.2
2019-11-28 06:06:23,590.4,29.5
2019-11-28 06:06:47,590.5,29.55
2019-11-28 06:07:13,590.3,29.6
2019-11-28 06:07:38,591.5,28.4
2019-11-28 06:08:03,590.7,29.0
2019-11-28 06:08:29,590.8,29.0
2019-11-28 06:08:54,591.2,30.5
2019-11-28 06:09:19,590.7,29.4
2019-11-28 06:09:45,590.6,29.6
2019-11-28 06:10:08,590.7,29.8
2019-11-28 06:10:33,590.4,31.5
2019-11-28 06:10:58,590.3,29.6
2019-11-28 06:11:23,590.3,28.4
2019-11-28 06:11:48,590.4,28.8
2019-11-28 06:12:14,590.7,28.3
2019-11-28 06:12:37,590.3,27.8
2019-11-28 06:13:02,591.0,27.7
2019-11-28 06:13:27,590.8,27.8
2019-11-28 06:13:52,590.6,28.2
2019-11-28 06:14:17,590.6,29.3
2019-11-28 06:14:42,591.2,28.5
2019-11-28 06:15:33,590.7,28.3
2019-11-28 06:15:58,591.0,28.1
2019-11-28 06:16:23,590.4,27.9
2019-11-28 06:16:48,590.3,27.8
2019-11-28 06:17:13,590.6,27.0
2019-11-28 06:17:39,590.4,27.0
2019-11-28 06:18:04,591.0,27.0
2019-11-28 06:18:29,591.2,27.4
2019-11-28 06:18:54,590.2,27.0
2019-11-28 06:19:19,590.3,27.6
2019-11-28 06:19:44,591.7,26.7
2019-11-28 06:20:09,590.7,27.2
2019-11-28 06:20:34,591.0,27.5
2019-11-28 06:20:59,591.0,26.6
2019-11-28 06:21:25,590.7,22.9
2019-11-28 06:21:52,590.8,26.9
2019-11-28 06:22:17,590.6,26.1
2019-11-28 06:22:42,590.4,26.7
2019-11-28 06:23:07,590.8,25.9
2019-11-28 06:23:32,590.8,26.6
2019-11-28 06:23:57,590.6,27.0
2019-11-28 06:24:22,590.7,27.3
2019-11-28 06:24:47,590.7,26.7
2019-11-28 06:25:13,590.4,26.5
2019-11-28 06:25:36,590.4,26.3
2019-11-28 06:26:01,591.0,26.7
2019-11-28 06:26:26,590.7,27.3
2019-11-28 06:26:51,590.6,27.5
2019-11-28 06:27:16,590.8,26.8
2019-11-28 06:27:41,590.7,26.3
2019-11-28 06:28:06,590.7,26.6
2019-11-28 06:28:31,590.8,27.1
2019-11-28 06:28:56,592.4,26.3
2019-11-28 06:29:21,591.1,27.5
2019-11-28 06:29:46,590.4,27.3
2019-11-28 06:30:11,590.0,27.4
2019-11-28 06:30:36,590.2,26.5
2019-11-28 06:31:03,590.1,27.1
2019-11-28 06:31:29,590.6,26.1
2019-11-28 06:31:54,590.7,25.5
2019-11-28 06:32:21,590.9,26.6
2019-11-28 06:32:46,598.0,28.3
2019-11-28 06:34:05,628.3,28.3
2019-11-28 06:34:30,628.5,29.05
2019-11-28 06:34:57,628.7,29.8
2019-11-28 06:35:21,627.6,29.8
2019-11-28 06:35:46,627.7,29.8
2019-11-28 06:36:40,628.3,28.450000000000003
2019-11-28 06:37:05,628.6,27.1
2019-11-28 06:37:32,628.7,28.0
2019-11-28 06:37:57,628.5,28.2
2019-11-28 06:38:23,629.0,27.6
2019-11-28 06:38:48,628.5,27.9
2019-11-28 06:39:13,628.2,27.7
2019-11-28 06:39:38,628.3,28.2
2019-11-28 06:40:03,627.6,30.4
2019-11-28 06:40:29,627.7,28.2
2019-11-28 06:40:55,628.5,27.8
2019-11-28 06:41:20,628.9,27.4
2019-11-28 06:41:44,628.4,27.8
2019-11-28 06:42:09,628.0,28.1
2019-11-28 06:42:33,628.0,28.4
2019-11-28 06:42:58,628.3,27.1
2019-11-28 06:43:23,627.4,26.5
2019-11-28 06:43:49,629.0,26.8
2019-11-28 06:44:14,628.2,26.4
2019-11-28 06:44:39,628.3,27.1
2019-11-28 06:45:04,628.5,27.4
2019-11-28 06:45:29,628.3,27.4
2019-11-28 06:45:53,628.0,27.7
2019-11-28 06:46:19,628.2,26.3
2019-11-28 06:46:44,631.6,23.7
2019-11-28 06:47:08,628.4,25.4
2019-11-28 06:47:34,628.2,26.7
2019-11-28 06:48:01,627.7,26.0
2019-11-28 06:48:26,627.8,27.0
2019-11-28 06:49:16,633.7,26.8
2019-11-28 06:50:08,627.6,28.6
2019-11-28 06:50:33,627.6,31.0
2019-11-28 06:52:17,627.8,27.8
2019-11-28 06:52:41,627.8,25.5
2019-11-28 06:54:00,628.2,23.0
2019-11-28 06:54:25,628.1,25.6
2019-11-28 06:54:50,628.1,25.4
2019-11-28 06:55:43,628.7,26.5
2019-11-28 06:56:07,628.3,27.8
2019-11-28 06:56:33,628.2,27.5
2019-11-28 06:57:00,628.1,27.833333333333332
2019-11-28 06:57:26,628.0,28.166666666666668
2019-11-28 06:57:51,627.9,28.5
2019-11-28 06:58:17,628.3,28.4
2019-11-28 06:58:42,628.3,28.3
2019-11-28 06:59:07,628.1,28.0
2019-11-28 06:59:33,627.6,26.9
2019-11-28 06:59:58,628.2,27.3
2019-11-28 07:00:50,628.1,27.4
2019-11-28 07:01:15,628.2,26.5
2019-11-28 07:01:40,628.1,26.2
2019-11-28 07:02:05,628.3,26.4
2019-11-28 07:02:30,627.9,28.3
2019-11-28 07:02:55,628.3,29.0
2019-11-28 07:03:22,628.3,28.3
2019-11-28 07:03:47,628.3,27.4
2019-11-28 07:04:12,628.9,27.0
2019-11-28 07:04:37,628.0,24.2
2019-11-28 07:05:02,628.4,27.2
2019-11-28 07:05:28,628.2,27.5
2019-11-28 07:05:53,629.0,27.1
2019-11-28 07:06:18,628.2,26.6
2019-11-28 07:07:10,628.0,26.4
2019-11-28 07:07:34,628.7,26.2
2019-11-28 07:07:59,628.5,26.5
2019-11-28 07:08:23,628.0,26.8
2019-11-28 07:08:48,628.0,27.9
2019-11-28 07:09:13,628.1,27.7
2019-11-28 07:09:37,628.1,27.3
2019-11-28 07:10:03,628.4,27.15
2019-11-28 07:10:26,628.3,27.0
2019-11-28 07:10:51,628.0,26.6
2019-11-28 07:11:18,627.6,27.3
2019-11-28 07:11:43,627.7,26.6
2019-11-28 07:12:08,627.4,26.0
2019-11-28 07:12:33,627.7,26.3
2019-11-28 07:12:58,627.6,25.6
2019-11-28 07:13:23,627.9,26.8
2019-11-28 07:13:48,627.7,25.1
2019-11-28 07:14:12,627.8,24.5
2019-11-28 07:14:39,627.7,24.4
2019-11-28 07:15:04,628.3,24.6
2019-11-28 07:15:30,628.3,25.0
2019-11-28 07:15:55,628.0,24.8
2019-11-28 07:16:20,627.7,24.700000000000003
2019-11-28 07:16:46,628.5,24.6
2019-11-28 07:17:11,627.7,24.2
2019-11-28 07:17:36,627.8,23.4
