Tiempo,Escalas(m),Datos1(m)
2019-11-28 16:25:29,985.6,109.1
2019-11-28 16:28:11,1659.0,112.8
2019-11-28 16:28:52,1674.7,117.0
2019-11-28 16:29:35,1678.6,117.5
2019-11-28 16:30:54,1683.1,112.2
2019-11-28 16:31:32,1683.7,106.9
2019-11-28 16:32:09,1684.5,102.9
2019-11-28 16:32:49,1684.2,100.0
2019-11-28 16:33:24,1684.5,97.1
2019-11-28 16:34:05,1682.8,95.4
2019-11-28 16:34:42,1683.4,93.7
2019-11-28 16:35:19,1683.6,90.7
2019-11-28 16:35:56,1682.8,90.7
2019-11-28 16:36:33,1683.0,87.9
2019-11-28 16:37:10,1683.1,88.2
2019-11-28 16:37:47,1683.2,88.5
2019-11-28 16:39:42,1675.6,90.95
2019-11-28 16:40:56,1672.7,93.4
2019-11-28 16:41:34,1671.1,85.1
2019-11-28 16:42:12,1672.7,84.7
2019-11-28 16:43:32,1672.7,92.9
2019-11-28 16:44:10,1676.3,99.23333333333333
2019-11-28 16:45:30,1680.6,105.56666666666668
2019-11-28 16:46:09,1681.6,111.9
2019-11-28 16:46:48,1682.7,118.23333333333333
2019-11-28 16:47:25,1682.9,124.56666666666666
2019-11-28 16:48:03,1685.1,130.9
2019-11-28 16:48:40,1685.0,137.23333333333335
2019-11-28 16:49:20,1684.9,143.56666666666666
2019-11-28 16:49:58,1685.8,149.9
2019-11-28 16:50:35,1685.7,145.3
2019-11-28 16:51:13,1686.8,145.2
2019-11-28 16:51:50,1687.3,144.6
2019-11-28 16:52:27,1687.2,144.7
2019-11-28 16:53:04,1687.5,143.3
2019-11-28 16:53:40,1687.8,140.8
2019-11-28 16:54:17,1687.3,140.1
2019-11-28 16:54:55,1687.9,140.2
2019-11-28 16:55:33,1688.3,140.3
2019-11-28 16:56:10,1688.1,140.2
2019-11-28 16:56:47,1688.2,140.1
2019-11-28 16:57:24,1688.4,136.1
2019-11-28 16:58:02,1688.5,138.4
2019-11-28 16:58:40,1688.4,135.8
2019-11-28 16:59:18,1687.7,139.4
2019-11-28 16:59:55,1688.4,137.0
2019-11-28 17:01:14,1688.1,139.0
2019-11-28 17:01:51,1688.2,137.3
2019-11-28 17:02:30,1687.7,136.1
2019-11-28 17:03:07,1688.3,133.8
2019-11-28 17:03:46,1688.2,131.8
2019-11-28 17:04:23,1688.7,129.7
2019-11-28 17:05:02,1688.8,131.0
2019-11-28 17:05:39,1688.6,132.2
2019-11-28 17:06:16,1688.8,129.9
2019-11-28 17:06:53,1689.0,129.7
2019-11-28 17:08:09,1688.9,127.5
2019-11-28 17:08:46,1688.8,130.3
2019-11-28 17:09:23,1688.2,133.0
2019-11-28 17:10:00,1687.6,131.4
2019-11-28 17:10:37,1688.0,133.2
2019-11-28 17:11:14,1687.9,129.5
2019-11-28 17:11:51,1688.0,125.3
2019-11-28 17:12:31,1687.9,126.8
2019-11-28 17:13:07,1688.0,126.6
2019-11-28 17:13:49,1687.5,129.05
2019-11-28 17:14:28,1688.7,131.5
2019-11-28 17:15:05,1688.5,130.7
2019-11-28 17:15:41,1688.3,132.4
2019-11-28 17:16:18,1688.3,133.0
2019-11-28 17:16:56,1688.5,131.2
2019-11-28 17:18:14,1688.3,133.9
2019-11-28 17:18:54,1688.2,134.1
2019-11-28 17:19:31,1688.0,133.7
2019-11-28 17:20:09,1687.4,132.5
2019-11-28 17:20:46,1689.2,133.7
2019-11-28 17:21:24,1688.1,135.6
2019-11-28 17:22:01,1689.4,133.6
2019-11-28 17:22:41,1689.0,135.8
2019-11-28 17:23:18,1688.2,134.6
2019-11-28 17:25:51,1688.6,130.6
2019-11-28 17:26:28,1688.4,132.0
2019-11-28 17:27:07,1688.5,133.7
2019-11-28 17:27:44,1688.7,132.2
2019-11-28 17:28:22,1688.9,130.7
2019-11-28 17:29:01,1688.6,131.9
2019-11-28 17:30:16,1688.1,131.1
2019-11-28 17:31:33,1687.9,131.8
2019-11-28 17:32:10,1688.2,130.1
2019-11-28 17:32:47,1688.4,131.8
2019-11-28 17:34:06,1687.4,133.0
2019-11-28 17:36:01,1687.5,132.3
2019-11-28 17:36:38,1687.6,131.7
2019-11-28 17:37:57,1687.9,133.4
2019-11-28 17:38:33,1687.7,132.9
2019-11-28 17:39:11,1688.0,131.0
2019-11-28 17:39:48,1687.9,130.9
2019-11-28 17:40:25,1687.6,130.3
2019-11-28 17:41:44,1688.2,132.0
2019-11-28 17:42:23,1687.5,132.7
2019-11-28 17:43:04,1687.2,133.4
2019-11-28 17:43:41,1687.2,133.9
2019-11-28 17:44:17,1687.4,133.9
2019-11-28 17:44:54,1687.4,133.2
2019-11-28 17:45:31,1687.4,132.5
2019-11-28 17:46:48,1687.4,134.4
2019-11-28 17:47:25,1687.3,134.9
2019-11-28 17:48:03,1686.4,137.1
2019-11-28 17:49:18,1686.6,134.1
2019-11-28 17:49:57,1685.9,132.7
2019-11-28 17:50:34,1685.9,133.9
2019-11-28 17:51:11,1686.5,132.5
2019-11-28 17:51:48,1687.1,132.4
2019-11-28 17:52:26,1686.4,132.45
2019-11-28 17:53:02,1686.9,132.5
2019-11-28 17:53:39,1687.2,134.5
2019-11-28 17:54:16,1687.4,135.7
2019-11-28 17:54:52,1687.1,135.7
2019-11-28 17:55:30,1687.3,133.2
2019-11-28 17:56:06,1687.6,133.7
2019-11-28 17:56:45,1686.8,131.9
2019-11-28 17:57:22,1687.3,129.0
2019-11-28 17:57:59,1687.5,126.4
2019-11-28 17:58:38,1688.1,128.2
2019-11-28 17:59:55,1687.9,129.1
2019-11-28 18:00:33,1687.7,129.4
2019-11-28 18:01:10,1687.5,129.8
2019-11-28 18:01:47,1687.2,130.2
2019-11-28 18:02:26,1687.5,131.0
2019-11-28 18:03:03,1687.7,129.8
2019-11-28 18:03:43,1687.4,128.9
2019-11-28 18:05:01,1686.6,129.9
2019-11-28 18:05:39,1687.5,130.7
2019-11-28 18:06:15,1686.2,131.5
2019-11-28 18:06:52,1685.9,131.9
2019-11-28 18:07:29,1685.9,132.0
2019-11-28 18:08:08,1686.5,133.4
2019-11-28 18:08:46,1686.2,133.6
2019-11-28 18:09:23,1686.1,136.9
2019-11-28 18:10:00,1686.4,133.4
2019-11-28 18:10:38,1686.4,134.2
2019-11-28 18:11:14,1686.2,132.6
2019-11-28 18:11:50,1686.8,130.3
2019-11-28 18:12:27,1687.5,130.6
2019-11-28 18:13:04,1686.7,131.6
2019-11-28 18:13:42,1686.8,129.8
2019-11-28 18:14:19,1687.3,129.9
2019-11-28 18:14:55,1687.2,130.1
2019-11-28 18:15:33,1687.2,129.4
2019-11-28 18:16:10,1688.0,129.6
2019-11-28 18:16:47,1687.9,127.6
2019-11-28 18:17:24,1687.5,128.8
2019-11-28 18:18:02,1687.2,128.8
2019-11-28 18:18:39,1687.4,128.8
2019-11-28 18:19:16,1687.1,129.4
2019-11-28 18:19:54,1686.6,131.6
2019-11-28 18:20:34,1686.9,133.3
2019-11-28 18:21:11,1686.7,133.3
2019-11-28 18:22:29,1686.6,133.9
2019-11-28 18:23:45,1686.7,132.7
2019-11-28 18:25:01,1686.5,135.5
2019-11-28 18:25:38,1686.9,134.4
2019-11-28 18:26:14,1686.6,135.4
2019-11-28 18:26:53,1687.6,135.7
2019-11-28 18:27:30,1686.7,134.9
