Tiempo,Escalas(m),Datos1(°)
2019-11-28 06:11:18,1796.4,-1.9733333333333334
2019-11-28 06:11:41,1796.8,-2.1
2019-11-28 06:12:29,1797.1,-1.6
2019-11-28 06:12:55,1796.9,-1.1
2019-11-28 06:13:40,1094.2,-1.2000000000000002
2019-11-28 06:14:27,1796.9,-1.3
2019-11-28 06:15:36,1019.4,-1.4
2019-11-28 06:16:22,1796.7,-1.5
2019-11-28 06:16:42,1796.7,-1.309090909090909
2019-11-28 06:17:05,1797.1,-1.1181818181818182
2019-11-28 06:18:10,1796.8,-0.9272727272727272
2019-11-28 06:18:56,1797.0,-0.7363636363636363
