Tiempo,Escalas(m),Datos1(Fa)
2019-11-28 13:29:48,483.8,7.06
2019-11-28 13:30:42,628.5,6.54
2019-11-28 13:32:06,873.9,6.02
2019-11-28 13:33:20,954.1,5.5
2019-11-28 13:33:43,954.4,8.2
2019-11-28 13:34:08,955.3,10.6
2019-11-28 13:34:34,955.0,11.9
2019-11-28 13:35:01,955.2,12.3
2019-11-28 13:35:26,955.3,13.3
2019-11-28 13:35:49,955.1,14.0
2019-11-28 13:36:14,955.4,19.0
2019-11-28 13:36:38,955.2,24.9
2019-11-28 13:37:01,955.5,26.5
2019-11-28 13:37:25,956.2,28.533333333333335
2019-11-28 13:37:47,955.0,30.566666666666666
2019-11-28 13:38:10,955.8,32.6
2019-11-28 13:38:33,955.5,33.6
2019-11-28 13:40:23,960.0,32.38
2019-11-28 13:40:49,957.0,31.16
2019-11-28 13:41:14,959.4,29.94
2019-11-28 13:42:09,956.1,28.72
2019-11-28 13:42:34,957.1,27.5
2019-11-28 13:42:59,956.3,26.28
2019-11-28 13:43:24,955.1,25.060000000000002
2019-11-28 13:43:50,956.5,23.84
2019-11-28 13:44:15,956.1,22.619999999999997
2019-11-28 13:44:40,955.9,21.4
2019-11-28 13:45:36,956.4,21.459999999999997
2019-11-28 13:46:00,956.9,21.52
2019-11-28 13:46:27,955.5,21.58
2019-11-28 13:47:19,956.4,21.64
2019-11-28 13:47:46,955.7,21.7
2019-11-28 13:48:14,956.0,22.3
2019-11-28 13:48:38,955.7,22.375
2019-11-28 13:49:03,955.1,22.450000000000003
2019-11-28 13:49:29,955.2,22.525000000000002
2019-11-28 13:49:53,956.8,22.6
2019-11-28 13:50:17,955.9,22.1
2019-11-28 13:50:46,956.4,22.642857142857142
2019-11-28 13:51:13,954.9,23.185714285714287
2019-11-28 13:51:39,960.9,23.728571428571428
2019-11-28 13:52:06,960.4,24.271428571428572
2019-11-28 13:52:33,957.3,24.814285714285713
2019-11-28 13:53:28,956.3,25.357142857142858
2019-11-28 13:53:52,955.7,25.9
2019-11-28 13:54:48,955.7,26.933333333333334
2019-11-28 13:55:13,956.2,27.966666666666665
2019-11-28 13:56:09,955.6,29.0
2019-11-28 13:56:36,955.9,26.8
2019-11-28 13:57:00,955.7,24.6
2019-11-28 13:57:26,955.9,26.3
2019-11-28 13:57:52,956.7,25.8
2019-11-28 13:58:14,955.2,26.2
2019-11-28 13:58:40,955.7,26.53333333333333
2019-11-28 13:59:01,955.4,26.866666666666667
2019-11-28 13:59:27,955.3,27.2
2019-11-28 13:59:48,955.3,27.53333333333333
2019-11-28 14:00:12,955.7,27.866666666666667
2019-11-28 14:00:33,955.2,28.2
2019-11-28 14:00:57,955.2,29.4
2019-11-28 14:01:21,954.9,28.7
2019-11-28 14:01:44,955.2,32.0
2019-11-28 14:02:07,955.1,32.03333333333333
2019-11-28 14:02:29,955.0,32.06666666666667
2019-11-28 14:02:50,954.5,32.1
2019-11-28 14:03:12,954.8,32.2
2019-11-28 14:03:39,955.2,32.900000000000006
2019-11-28 14:04:00,955.7,33.6
2019-11-28 14:04:27,955.5,32.1
2019-11-28 14:04:52,955.2,30.6
2019-11-28 14:05:13,955.6,29.1
2019-11-28 14:05:39,957.1,29.05
2019-11-28 14:06:03,956.4,29.0
2019-11-28 14:06:26,955.3,28.950000000000003
2019-11-28 14:06:49,955.1,28.900000000000002
2019-11-28 14:07:13,955.5,28.85
2019-11-28 14:07:35,955.3,28.8
2019-11-28 14:08:00,955.2,28.450000000000003
2019-11-28 14:08:24,955.3,28.1
2019-11-28 14:08:49,955.2,29.1
2019-11-28 14:09:12,956.2,28.955555555555556
2019-11-28 14:09:35,955.0,28.811111111111114
2019-11-28 14:10:00,958.4,28.666666666666668
2019-11-28 14:10:23,956.1,28.522222222222222
2019-11-28 14:10:52,955.3,28.37777777777778
2019-11-28 14:11:18,955.1,28.233333333333334
2019-11-28 14:11:43,954.6,28.08888888888889
2019-11-28 14:12:08,955.0,27.944444444444446
2019-11-28 14:12:30,955.2,27.8
2019-11-28 14:12:56,955.1,27.9
2019-11-28 14:13:17,955.7,28.0
2019-11-28 14:13:41,954.3,28.1
2019-11-28 14:14:04,954.5,28.2
2019-11-28 14:14:27,954.5,27.95
2019-11-28 14:14:50,954.7,27.7
2019-11-28 14:15:13,953.7,26.5
2019-11-28 14:15:40,953.4,26.6
2019-11-28 14:16:03,954.4,28.1
2019-11-28 14:16:25,955.2,24.9
2019-11-28 14:16:47,955.7,25.1
2019-11-28 14:17:14,955.4,25.00769230769231
2019-11-28 14:17:38,955.1,24.915384615384617
2019-11-28 14:18:03,954.9,24.823076923076925
2019-11-28 14:18:26,955.3,24.73076923076923
2019-11-28 14:18:50,954.7,24.638461538461538
2019-11-28 14:19:14,955.3,24.546153846153846
2019-11-28 14:20:02,954.4,24.453846153846154
2019-11-28 14:20:24,955.3,24.361538461538462
2019-11-28 14:20:46,954.2,24.26923076923077
2019-11-28 14:21:34,954.7,24.176923076923075
2019-11-28 14:21:55,955.1,24.084615384615383
2019-11-28 14:22:16,954.7,23.99230769230769
2019-11-28 14:23:05,955.2,23.9
2019-11-28 14:23:28,955.6,24.299999999999997
