Tiempo,Escalas(m),Datos1(m)
2019-11-28 20:12:38,1742.9,126.2
2019-11-28 20:13:58,1742.6,123.4
2019-11-28 20:14:25,1743.0,123.7
2019-11-28 20:14:52,1742.9,122.6
2019-11-28 20:19:02,1743.2,121.5
2019-11-28 20:26:11,1743.1,126.0
2019-11-28 20:27:06,1743.1,125.5
2019-11-28 20:28:59,1743.6,128.1
2019-11-28 20:30:23,1743.5,128.5
2019-11-28 20:33:10,1743.0,123.0
2019-11-28 20:33:37,1743.1,122.1
2019-11-28 20:34:34,1743.5,122.1
2019-11-28 20:35:56,1743.6,116.3
2019-11-28 20:37:45,1744.1,113.3
2019-11-28 20:38:38,1744.0,113.0
2019-11-28 20:40:24,1744.3,114.9
2019-11-28 20:41:54,1745.4,114.7
2019-11-28 20:49:36,1744.7,110.5
2019-11-28 20:50:44,1744.0,112.7
2019-11-28 20:52:00,1744.3,115.2
2019-11-28 20:53:15,1744.5,114.4
2019-11-28 20:54:23,1744.1,112.5
2019-11-28 20:56:39,1744.7,110.8
2019-11-28 20:57:47,1744.0,110.8
2019-11-28 20:58:56,1744.4,111.6
2019-11-28 21:00:56,1745.1,112.4
2019-11-28 21:03:05,1744.6,115.0
2019-11-28 21:04:13,1744.1,115.05
2019-11-28 21:05:05,1743.8,115.1
2019-11-28 21:09:06,1745.0,115.15
