Tiempo,Escalas(m),Datos1(m)
2019-11-28 14:48:12,1081.7,101.96666666666667
2019-11-28 14:49:17,1704.8,100.0
2019-11-28 14:50:03,406.1,100.9
2019-11-28 14:51:15,1016.3,101.8
2019-11-28 14:52:02,1702.4,102.7
2019-11-28 14:52:27,1705.7,102.4
2019-11-28 14:52:50,1702.2,102.1
2019-11-28 14:53:37,1024.7,102.2
2019-11-28 14:54:24,2628.8,102.3
2019-11-28 14:55:12,1702.7,102.4
2019-11-28 14:55:35,1702.3,100.6
2019-11-28 14:56:01,1701.6,100.2
2019-11-28 14:56:26,1701.6,102.2
2019-11-28 14:57:14,1701.5,102.6
2019-11-28 14:57:38,1703.5,101.1
2019-11-28 14:57:59,1701.7,104.2
2019-11-28 14:58:52,1380.6,103.75
2019-11-28 14:59:41,1701.7,103.3
2019-11-28 15:00:07,1700.8,105.2
2019-11-28 15:00:29,1701.5,107.5
2019-11-28 15:01:19,1213.2,107.3
2019-11-28 15:02:05,1147.9,107.1
2019-11-28 15:02:49,924.5,106.9
2019-11-28 15:04:00,1701.5,106.7
2019-11-28 15:04:23,1701.0,106.5
2019-11-28 15:05:10,1701.0,103.9
2019-11-28 15:05:57,843.1,105.1
2019-11-28 15:06:41,1701.2,106.3
2019-11-28 15:07:05,1700.8,106.4
2019-11-28 15:07:30,1701.4,108.5
2019-11-28 15:07:52,1701.0,108.8
