Tiempo,Escalas(m),Datos1(°)
2019-11-28 00:00:59,1741.1,-0.4625
2019-11-28 00:10:17,1740.9,-0.25
2019-11-28 00:19:06,1741.5,-0.03750000000000009
2019-11-28 00:25:43,1741.3,0.17500000000000004
2019-11-28 00:37:12,1741.4,0.3875000000000002
2019-11-28 00:42:04,1741.6,0.6
2019-11-28 01:01:34,1740.7,0.6
2019-11-28 01:04:15,1741.2,0.6
2019-11-28 01:21:52,1739.9,0.6
2019-11-28 01:26:45,1740.2,19.5
2019-11-28 01:28:58,1740.6,38.4
2019-11-28 01:33:51,1740.6,57.3
2019-11-28 01:36:03,1741.6,76.19999999999999
2019-11-28 01:38:15,1740.7,95.1
2019-11-28 01:49:24,1740.9,95.15
2019-11-28 02:10:37,1740.1,95.2
2019-11-28 02:16:53,1739.9,-0.9
2019-11-28 02:20:29,1741.1,-1.5
