Tiempo,Escalas(m),Datos1(m)
2019-11-28 04:50:46,1796.9,121.15
2019-11-28 04:52:04,1536.5,119.375
2019-11-28 04:52:55,1796.7,117.6
2019-11-28 04:53:18,1796.7,116.2
2019-11-28 04:53:43,1796.4,119.0
2019-11-28 04:54:33,1795.9,116.6
2019-11-28 04:55:22,1797.1,111.9
2019-11-28 04:55:48,1797.2,107.7
2019-11-28 04:56:39,1796.7,109.83333333333333
2019-11-28 04:57:04,1797.1,111.96666666666667
2019-11-28 04:58:17,1797.5,114.1
2019-11-28 04:58:42,1797.6,112.9
2019-11-28 04:59:08,1797.9,110.4
2019-11-28 04:59:34,1797.9,111.80000000000001
2019-11-28 04:59:58,1797.9,113.2
2019-11-28 05:00:23,1797.9,112.0
2019-11-28 05:01:13,1373.8,107.7
2019-11-28 05:02:02,1798.9,103.4
2019-11-28 05:02:27,1799.1,103.4
