Tiempo,Escalas(m),Datos1(m)
2019-11-28 04:01:18,1792.2,82.9
2019-11-28 04:02:34,1791.5,82.9
2019-11-28 04:03:42,1791.2,81.7
2019-11-28 04:04:58,1791.1,75.9
2019-11-28 04:06:13,1791.2,72.9
2019-11-28 04:07:29,1792.4,71.6
2019-11-28 04:11:46,1795.0,121.6
2019-11-28 04:13:01,1794.1,108.4
2019-11-28 04:14:17,1795.1,111.4
2019-11-28 04:16:25,1796.7,112.4
2019-11-28 04:17:49,1796.7,110.0
2019-11-28 04:18:58,1800.6,110.66666666666667
2019-11-28 04:20:58,1796.4,111.33333333333333
2019-11-28 04:22:58,1796.0,112.0
2019-11-28 04:24:59,1797.2,109.9
2019-11-28 04:28:07,1795.3,109.4
2019-11-28 04:34:01,1795.4,108.8
2019-11-28 04:35:16,1795.9,108.4
2019-11-28 04:36:24,1796.3,109.7
2019-11-28 04:37:32,1796.5,111.4
2019-11-28 04:38:48,1796.3,109.5
2019-11-28 04:39:55,1796.7,107.1
2019-11-28 04:41:11,1796.7,109.7
2019-11-28 04:42:19,1796.7,109.1
2019-11-28 04:44:35,1797.0,110.5
2019-11-28 04:45:35,1797.6,108.9
2019-11-28 04:46:51,1797.8,108.1
2019-11-28 04:48:06,1797.8,108.6
2019-11-28 04:50:22,1797.8,108.5
2019-11-28 04:52:46,1798.5,107.0
2019-11-28 04:53:54,1797.9,108.2
2019-11-28 04:55:10,1798.5,107.4
2019-11-28 04:57:33,1799.0,104.6
2019-11-28 04:58:49,1799.8,103.4
2019-11-28 05:05:29,1799.2,103.5
2019-11-28 05:06:37,1799.2,105.0
2019-11-28 05:07:53,1799.3,102.6
2019-11-28 05:12:17,1798.9,101.3
2019-11-28 05:13:24,1799.2,100.9
2019-11-28 05:15:32,1799.0,103.2
2019-11-28 05:16:40,1799.4,102.6
2019-11-28 05:18:56,1799.1,103.1
2019-11-28 05:21:20,1799.4,101.4
2019-11-28 05:22:27,1799.2,102.8
2019-11-28 05:23:35,1799.0,103.1
2019-11-28 05:27:06,1799.7,101.4
2019-11-28 05:28:22,1799.1,101.3
2019-11-28 05:29:30,1800.2,103.2
2019-11-28 05:30:38,1799.1,106.2
2019-11-28 05:33:01,1799.9,104.4
2019-11-28 05:34:09,1799.3,102.4
2019-11-28 05:35:24,1798.9,104.9
2019-11-28 05:36:24,1798.9,106.7
2019-11-28 05:37:40,1799.7,103.2
2019-11-28 05:38:48,1799.9,104.8
2019-11-28 05:39:57,1799.5,105.5
2019-11-28 05:40:57,1799.0,106.2
2019-11-28 05:42:12,1799.2,116.7
2019-11-28 05:43:20,1799.4,108.2
2019-11-28 05:47:36,2019.9,108.80000000000001
2019-11-28 05:49:59,1799.7,109.4
2019-11-28 05:51:07,1799.9,112.0
