Tiempo,Escalas(m),Datos1(°)
2019-11-28 14:27:21,1696.4,-1.1
2019-11-28 14:27:59,1695.8,-1.7
2019-11-28 14:28:35,1696.0,-2.0
2019-11-28 14:29:12,1696.3,-0.8
2019-11-28 14:29:49,1696.3,-0.7
2019-11-28 14:30:26,1696.6,-1.4
2019-11-28 14:31:03,1696.7,-0.7
2019-11-28 14:31:40,1696.6,-0.6
2019-11-28 14:32:17,1696.9,-0.35
2019-11-28 14:32:54,1696.8,-0.1
2019-11-28 14:33:32,1696.9,-1.1
2019-11-28 14:34:09,1696.9,-0.9
2019-11-28 14:34:46,1696.7,-1.6
2019-11-28 14:35:24,1696.6,-0.6
2019-11-28 14:36:01,1696.6,-0.6
2019-11-28 14:36:39,1696.5,-1.4
2019-11-28 14:37:15,1696.3,-0.1
2019-11-28 14:37:52,1695.6,-0.8
2019-11-28 14:38:29,1695.6,-0.9
2019-11-28 14:39:06,1695.6,-0.2
2019-11-28 14:39:44,1695.7,5.2
2019-11-28 14:43:34,1695.8,16.5
2019-11-28 14:44:11,1694.8,10.9
2019-11-28 14:45:30,1695.4,13.6
2019-11-28 14:46:09,1695.4,5.7
2019-11-28 14:46:48,1695.6,0.0
2019-11-28 14:47:25,1695.5,-0.3
2019-11-28 14:48:02,1696.0,-0.3
2019-11-28 14:48:39,1696.2,1.6
2019-11-28 14:49:16,1696.4,0.5
2019-11-28 14:49:54,1696.5,0.0
2019-11-28 14:50:31,1696.6,1.4
2019-11-28 14:51:08,1696.4,-0.4
2019-11-28 14:51:45,1696.6,-0.4
2019-11-28 14:52:23,1696.5,0.1
2019-11-28 14:53:00,1696.6,0.8
2019-11-28 14:53:37,1696.7,-0.7
2019-11-28 14:54:14,1696.3,-0.8
2019-11-28 14:54:51,1696.2,-0.6
2019-11-28 14:55:28,1696.0,-0.4
2019-11-28 14:56:05,1696.3,-0.2
2019-11-28 14:56:42,1695.8,-0.7
2019-11-28 14:57:19,1695.5,-1.9
2019-11-28 14:57:56,1695.5,11.0
2019-11-28 14:59:14,1696.7,17.4
2019-11-28 14:59:52,1695.0,18.8
2019-11-28 15:00:32,1694.8,7.4
2019-11-28 15:01:09,1695.1,-0.2
2019-11-28 15:01:47,1695.4,3.9
2019-11-28 15:03:04,1695.7,0.2
2019-11-28 15:03:41,1696.7,0.1
