Tiempo,Escalas(m),Datos1(m)
2019-11-28 03:16:43,1806.5,112.2
2019-11-28 03:17:06,1806.5,113.2
2019-11-28 03:17:31,1806.2,111.7
2019-11-28 03:18:18,1806.4,113.3
2019-11-28 03:18:42,1806.4,112.0
2019-11-28 03:19:30,1806.7,109.7
2019-11-28 03:19:56,1805.9,109.8
2019-11-28 03:20:20,1806.4,111.1
2019-11-28 03:20:42,1805.9,112.4
2019-11-28 03:21:04,1805.8,110.8
2019-11-28 03:21:27,1806.2,110.0
2019-11-28 03:21:49,1806.2,111.1
2019-11-28 03:22:15,1805.7,111.9
2019-11-28 03:22:39,1805.6,112.5
2019-11-28 03:23:52,1805.8,113.3
2019-11-28 03:24:17,1805.7,111.5
2019-11-28 03:24:40,1806.0,113.5
