Tiempo,Escalas(m),Datos1(m)
2019-11-28 10:42:22,1797.4,92.6
2019-11-28 10:43:14,1796.6,89.36666666666666
2019-11-28 10:43:42,1796.5,86.13333333333334
2019-11-28 10:44:04,1795.4,82.9
2019-11-28 10:45:36,1794.7,78.9
2019-11-28 10:46:20,1794.5,80.3
2019-11-28 10:47:05,1796.7,81.8
2019-11-28 10:47:31,1794.2,79.6
2019-11-28 10:48:15,1794.6,79.8
2019-11-28 10:48:39,1794.0,80.0
2019-11-28 10:49:00,1794.1,80.2
2019-11-28 10:49:25,1793.8,77.9
2019-11-28 10:49:49,1793.7,79.3
2019-11-28 10:50:12,1793.4,87.0
2019-11-28 10:51:58,1791.5,94.7
2019-11-28 10:52:21,1792.4,102.4
2019-11-28 10:53:11,1042.9,110.1
2019-11-28 10:54:01,1256.9,117.8
2019-11-28 10:54:44,1795.4,125.5
2019-11-28 10:55:10,1797.1,123.9
