Tiempo,Escalas(m),Datos1(°)
2019-11-28 01:30:16,1740.2,0.3
2019-11-28 01:30:43,1739.8,0.3
2019-11-28 01:31:06,1740.0,0.3
2019-11-28 01:31:32,1740.0,-0.10000000000000003
2019-11-28 01:31:57,1739.3,-0.5
2019-11-28 01:32:23,1739.8,-0.09999999999999998
2019-11-28 01:32:47,1739.7,0.3
2019-11-28 01:33:13,1739.7,-0.1
2019-11-28 01:33:38,1740.0,0.0
2019-11-28 01:34:28,1643.0,-0.2
2019-11-28 01:35:15,1739.0,-0.4
2019-11-28 01:36:01,1221.7,-0.48000000000000004
2019-11-28 01:37:10,1739.7,-0.56
2019-11-28 01:37:33,1741.7,-0.64
2019-11-28 01:37:59,1739.0,-0.72
2019-11-28 01:42:07,1740.1,-0.8
2019-11-28 01:44:14,1740.8,-0.7000000000000001
2019-11-28 01:46:22,1740.1,-0.6000000000000001
2019-11-28 01:47:54,1740.1,-0.5
2019-11-28 01:51:49,1740.4,-0.4
2019-11-28 01:54:15,1740.2,1.0
2019-11-28 01:56:26,1740.5,-0.19999999999999996
2019-11-28 01:58:32,1740.6,-1.4
2019-11-28 02:00:59,1742.1,-1.7333333333333332
2019-11-28 02:03:06,1741.1,-2.0666666666666664
2019-11-28 02:07:21,1740.7,-2.4
2019-11-28 02:09:47,1741.2,-1.6
2019-11-28 02:12:12,1740.6,-0.8
2019-11-28 02:14:37,1740.8,-0.7
2019-11-28 02:21:20,1740.1,100.3
2019-11-28 02:23:45,1739.9,-0.8
2019-11-28 02:27:41,1433.6,-0.8
2019-11-28 02:31:36,1740.5,-0.8
2019-11-28 02:35:52,1740.1,-1.3
2019-11-28 02:40:07,1740.2,-1.0666666666666667
2019-11-28 02:43:41,346.6,-0.8333333333333333
2019-11-28 02:47:20,1740.0,-0.6
2019-11-28 02:51:15,783.4,-0.8500000000000001
2019-11-28 02:55:30,1740.2,-1.1
2019-11-28 02:57:56,1740.2,0.8
2019-11-28 03:00:23,1626.5,0.35000000000000003
2019-11-28 03:01:55,1739.7,-0.1
2019-11-28 03:04:03,1739.7,-0.3
2019-11-28 03:08:38,1740.0,1.0
2019-11-28 03:12:18,1740.0,-2.7
2019-11-28 03:15:37,1740.4,6.966666666666666
2019-11-28 03:20:09,1740.1,16.633333333333333
2019-11-28 03:24:41,1653.9,26.3
2019-11-28 03:27:09,1740.0,11.65
2019-11-28 03:29:15,1740.8,-3.0
2019-11-28 03:31:22,1739.9,-2.2
2019-11-28 03:33:50,1740.1,-1.3333333333333335
2019-11-28 03:38:22,1740.1,-0.4666666666666668
2019-11-28 03:40:27,1740.4,0.4
2019-11-28 03:44:58,1740.4,-2.2
