Tiempo,Escalas(m),Datos1(°)
2019-11-28 04:53:17,1801.6,
2019-11-28 04:53:44,1801.0,
2019-11-28 04:54:08,1801.2,-2.0
2019-11-28 04:55:26,1800.9,-0.1
2019-11-28 04:55:52,1801.6,-0.9
2019-11-28 04:56:17,1801.4,-0.4
2019-11-28 04:58:05,1800.7,-0.2
2019-11-28 05:00:17,1801.0,0.0
2019-11-28 05:00:25,1801.1,0.20000000000000007
2019-11-28 05:01:17,1801.2,0.4
2019-11-28 05:02:09,1800.9,0.6
2019-11-28 05:03:19,1800.6,-0.5
2019-11-28 05:04:26,1800.5,53.3
2019-11-28 05:05:28,1800.5,107.1
2019-11-28 05:10:07,1800.7,-0.4
2019-11-28 05:15:14,1801.6,1.3
2019-11-28 05:21:15,1800.3,106.9
2019-11-28 05:23:09,1800.5,107.8
2019-11-28 05:27:10,1531.8,54.449999999999996
2019-11-28 05:31:18,1800.0,1.1
2019-11-28 05:34:12,1799.5,0.8600000000000001
2019-11-28 05:35:12,1799.5,0.62
2019-11-28 05:37:20,1866.7,0.3799999999999999
2019-11-28 05:42:52,1800.1,0.1399999999999999
2019-11-28 05:45:00,1800.1,-0.1
2019-11-28 05:46:56,1800.0,-0.33333333333333337
2019-11-28 05:50:47,1799.3,-0.5666666666666668
2019-11-28 05:52:31,1799.9,-0.8
2019-11-28 05:54:41,1799.2,107.7
