Tiempo,Escalas(m),Datos1(°)
2019-11-28 23:21:34,1793.5,-0.5
2019-11-28 23:22:25,1794.2,-0.55
2019-11-28 23:22:48,1793.3,-0.6
2019-11-28 23:23:32,1793.2,-0.6
2019-11-28 23:24:21,1253.7,-0.42857142857142855
2019-11-28 23:25:37,1792.6,-0.2571428571428571
2019-11-28 23:26:00,1792.5,-0.08571428571428574
2019-11-28 23:26:23,1792.6,0.08571428571428574
2019-11-28 23:26:47,1792.4,0.25714285714285723
2019-11-28 23:27:09,1793.1,0.4285714285714285
2019-11-28 23:27:30,1792.5,0.6
2019-11-28 23:27:53,1792.6,0.3
2019-11-28 23:28:41,1792.4,0.0
2019-11-28 23:29:01,1792.4,-0.7
2019-11-28 23:29:43,1791.9,-1.4
2019-11-28 23:30:06,1791.8,-1.025
2019-11-28 23:30:32,1791.6,-0.6499999999999999
2019-11-28 23:31:48,1790.2,-0.2749999999999999
2019-11-28 23:32:37,1790.4,0.1
2019-11-28 23:33:03,1790.7,0.4
2019-11-28 23:33:52,1790.6,0.7
2019-11-28 23:34:18,1790.6,1.0
2019-11-28 23:34:42,1791.2,0.6
2019-11-28 23:35:03,1790.6,0.5
2019-11-28 23:35:28,1790.8,0.57
2019-11-28 23:35:51,1791.0,0.64
2019-11-28 23:36:16,1791.0,0.71
2019-11-28 23:37:09,1791.8,0.78
