Tiempo,Escalas(m),Datos1(°)
2019-11-28 10:16:50,1803.2,0.9
2019-11-28 10:17:16,1803.9,2.1
2019-11-28 10:17:41,1803.1,3.3
2019-11-28 10:18:31,1802.7,2.433333333333333
2019-11-28 10:19:20,1709.5,1.5666666666666667
2019-11-28 10:20:36,1803.9,0.7
2019-11-28 10:21:00,1802.7,1.7
2019-11-28 10:21:52,1802.9,0.0
2019-11-28 10:22:17,1802.3,0.2
2019-11-28 10:22:42,1802.6,0.1
2019-11-28 10:23:07,1802.6,1.1
2019-11-28 10:23:32,1802.9,0.0
2019-11-28 10:23:55,1802.5,1.2
2019-11-28 10:24:20,1802.7,0.1
2019-11-28 10:24:45,1802.4,-0.8
2019-11-28 10:25:10,1803.2,1.0
2019-11-28 10:25:34,1803.0,0.6
2019-11-28 10:26:00,1802.2,1.15
2019-11-28 10:26:24,1802.5,1.7
2019-11-28 10:26:49,1802.7,0.6
2019-11-28 10:28:06,1802.6,-0.3
2019-11-28 10:28:32,1802.9,0.4
2019-11-28 10:28:59,1802.8,-0.5
2019-11-28 10:29:25,1803.1,-0.15000000000000002
2019-11-28 10:29:49,1802.8,0.2
2019-11-28 10:30:15,1803.4,0.25
2019-11-28 10:30:40,1802.7,0.3
2019-11-28 10:31:31,1802.6,-0.1
2019-11-28 10:32:20,1802.9,-0.3
2019-11-28 10:32:46,1802.8,-0.9
2019-11-28 10:33:36,1805.0,-1.05
2019-11-28 10:34:02,1802.0,-1.2
2019-11-28 10:34:52,1802.4,-0.6
2019-11-28 10:35:18,1802.7,-0.1
2019-11-28 10:35:46,1804.5,1.3877787807814457e-17
2019-11-28 10:36:11,1803.1,0.10000000000000003
2019-11-28 10:36:34,1802.8,0.2
2019-11-28 10:36:59,1803.9,-0.5999999999999999
2019-11-28 10:37:24,1803.3,-1.4
2019-11-28 10:38:12,1803.1,-0.5
2019-11-28 10:38:37,1804.2,-0.6
2019-11-28 10:39:28,1802.9,-0.7
2019-11-28 10:39:53,1803.1,0.2
2019-11-28 10:40:18,1803.2,-0.7
2019-11-28 10:42:26,1803.7,0.0
2019-11-28 10:42:51,1804.1,-0.5
2019-11-28 10:43:17,1804.2,-0.3
2019-11-28 10:43:43,1804.2,-0.3
2019-11-28 10:44:08,1804.4,-0.3
2019-11-28 10:44:33,1804.6,-0.9
2019-11-28 10:44:58,1804.7,-1.1
2019-11-28 10:45:23,1805.0,-1.3
2019-11-28 10:45:49,1804.9,-0.6
2019-11-28 10:46:14,1805.2,-1.2
2019-11-28 10:46:39,1805.1,-0.7
2019-11-28 10:47:29,1805.0,-1.3
2019-11-28 10:47:54,1805.0,-0.2
2019-11-28 10:48:43,1321.7,0.0
2019-11-28 10:49:33,1805.2,0.2
2019-11-28 10:49:57,1805.0,-0.4
2019-11-28 10:50:22,1805.1,0.1
2019-11-28 10:50:47,1805.2,0.0
2019-11-28 10:51:10,1805.1,-0.7
2019-11-28 10:51:35,1805.0,-0.2
2019-11-28 10:52:00,1805.1,-0.7
2019-11-28 10:52:26,1805.3,-0.1
2019-11-28 10:52:50,1804.9,0.6
2019-11-28 10:53:16,1805.3,0.1
2019-11-28 10:54:07,1805.0,0.6
2019-11-28 10:54:32,1805.7,-0.6
2019-11-28 10:54:57,1805.5,0.1
2019-11-28 10:55:19,1805.0,-0.8
2019-11-28 10:55:45,1805.2,0.0
2019-11-28 10:56:35,1806.1,0.2
2019-11-28 10:57:00,1805.1,0.1
2019-11-28 10:57:25,1805.3,-0.6
2019-11-28 10:57:52,1805.7,0.5
2019-11-28 10:58:16,1805.2,-0.3
2019-11-28 10:58:41,1806.6,-0.9
2019-11-28 10:59:06,1805.1,-0.6
2019-11-28 10:59:32,1805.0,-0.44999999999999996
2019-11-28 10:59:57,1805.4,-0.3
2019-11-28 11:00:45,1805.5,0.6
2019-11-28 11:01:10,1805.3,0.0
2019-11-28 11:01:35,1805.3,-0.9
2019-11-28 11:02:04,1805.3,0.0
2019-11-28 11:02:55,1805.1,0.8
2019-11-28 11:03:19,1805.2,-0.4
2019-11-28 11:04:30,1805.2,-0.4
2019-11-28 11:04:55,1805.4,1.1
2019-11-28 11:05:20,1805.3,0.2
2019-11-28 11:06:11,1805.2,0.5
2019-11-28 11:06:33,1804.7,0.9
2019-11-28 11:06:58,1805.1,-0.1
2019-11-28 11:07:24,1805.2,0.4
2019-11-28 11:08:19,1805.5,105.2
2019-11-28 11:08:45,1805.3,79.05
2019-11-28 11:09:10,1805.2,52.9
2019-11-28 11:09:37,1805.0,26.75
2019-11-28 11:10:29,1805.3,0.6
2019-11-28 11:10:53,1805.2,1.0
2019-11-28 11:11:17,1805.4,-1.1
2019-11-28 11:11:44,1805.1,-0.7
2019-11-28 11:12:33,1805.0,0.6
2019-11-28 11:12:58,1805.4,0.2
2019-11-28 11:13:49,1805.3,0.0
2019-11-28 11:14:14,1805.7,0.7
2019-11-28 11:14:39,1805.6,-0.1
2019-11-28 11:15:30,1805.6,1.4
2019-11-28 11:16:21,1805.3,0.4
2019-11-28 11:16:46,1806.1,0.5
