Tiempo,Escalas(m),Datos1(Fa)
2019-11-28 11:07:52,548.3,5.3
2019-11-28 11:09:12,663.6,5.7
2019-11-28 11:09:38,663.2,19.9
2019-11-28 11:10:32,663.2,25.299999999999997
2019-11-28 11:10:55,663.2,30.7
2019-11-28 11:11:20,664.3,30.7
2019-11-28 11:12:12,663.1,31.9
2019-11-28 11:12:37,663.4,32.2
2019-11-28 11:13:01,663.2,32.5
2019-11-28 11:13:29,663.8,32.4
2019-11-28 11:13:52,664.1,32.3
2019-11-28 11:14:16,663.7,32.3
2019-11-28 11:14:43,663.6,32.7
2019-11-28 11:15:08,664.9,31.6
2019-11-28 11:15:33,663.7,32.6
2019-11-28 11:16:00,663.7,32.0
2019-11-28 11:16:50,663.6,32.5
2019-11-28 11:17:15,663.8,32.6
2019-11-28 11:17:39,662.9,32.4
2019-11-28 11:18:05,664.4,30.6
2019-11-28 11:18:31,663.9,32.0
2019-11-28 11:19:24,663.6,30.6
2019-11-28 11:20:47,663.4,30.25
2019-11-28 11:21:39,663.2,29.9
2019-11-28 11:22:03,663.8,31.3
2019-11-28 11:22:56,663.3,29.0
2019-11-28 11:24:11,663.4,28.8
2019-11-28 11:24:38,664.6,29.200000000000003
2019-11-28 11:25:03,663.7,29.6
2019-11-28 11:25:29,664.8,29.3
2019-11-28 11:26:47,662.8,29.0
2019-11-28 11:27:44,663.5,28.575
2019-11-28 11:28:09,665.2,28.15
2019-11-28 11:29:04,664.3,27.725
2019-11-28 11:29:30,663.4,27.3
2019-11-28 11:29:59,664.9,27.75
2019-11-28 11:30:53,663.1,28.2
2019-11-28 11:31:22,663.8,28.35
2019-11-28 11:31:47,663.7,28.5
2019-11-28 11:32:13,663.6,28.5
2019-11-28 11:33:00,663.3,28.5
2019-11-28 11:33:25,662.9,28.2
2019-11-28 11:35:12,663.7,27.7
2019-11-28 11:35:36,663.4,27.3
2019-11-28 11:36:29,666.1,24.1
2019-11-28 11:37:24,663.8,24.46
2019-11-28 11:38:18,662.7,24.82
2019-11-28 11:39:08,669.7,25.18
2019-11-28 11:42:15,663.4,25.54
2019-11-28 11:43:35,663.6,25.9
2019-11-28 11:43:58,663.2,27.1
2019-11-28 11:45:16,663.5,25.8
2019-11-28 11:45:41,663.9,26.05
2019-11-28 11:46:06,663.5,26.3
2019-11-28 11:47:29,663.2,26.875
2019-11-28 11:48:47,663.8,27.450000000000003
2019-11-28 11:49:13,664.3,28.025000000000002
2019-11-28 11:49:36,662.2,28.6
2019-11-28 11:50:27,602.8,26.5
2019-11-28 11:50:52,561.6,26.7
2019-11-28 11:51:17,522.1,26.6
2019-11-28 11:51:42,491.3,26.9
2019-11-28 11:52:07,465.3,26.3
2019-11-28 11:52:32,437.9,26.6
2019-11-28 11:52:57,408.8,26.5
2019-11-28 11:53:22,380.0,27.0
2019-11-28 11:53:47,352.9,26.5
