Tiempo,Escalas(m),Datos1(m)
2019-11-28 12:00:46,1805.9,108.8
2019-11-28 12:01:11,1805.9,110.0
2019-11-28 12:01:36,1805.8,110.3
2019-11-28 12:02:02,1806.0,109.9
2019-11-28 12:02:27,1805.9,110.2
2019-11-28 12:02:49,1805.8,111.8
2019-11-28 12:03:15,1806.0,110.7
2019-11-28 12:03:41,1805.8,111.1
2019-11-28 12:04:06,1806.5,113.0
2019-11-28 12:04:31,1805.9,115.6
2019-11-28 12:04:56,1806.0,116.7
2019-11-28 12:05:21,1806.0,115.3
2019-11-28 12:06:14,1805.6,117.5
2019-11-28 12:07:06,1806.1,119.7
2019-11-28 12:07:31,1806.2,120.0
2019-11-28 12:08:24,1805.4,120.9
2019-11-28 12:09:17,1806.0,120.65
2019-11-28 12:09:46,1805.1,120.4
2019-11-28 12:11:01,1805.8,123.2
2019-11-28 12:11:51,1805.2,120.6
2019-11-28 12:12:16,1805.3,116.8
2019-11-28 12:12:39,1805.1,115.9
2019-11-28 12:14:00,1805.4,113.1
2019-11-28 12:14:26,1805.7,114.4
2019-11-28 12:14:50,1805.2,116.3
2019-11-28 12:15:14,1805.5,114.6
2019-11-28 12:15:39,1805.3,112.9
2019-11-28 12:16:04,1805.5,107.6
2019-11-28 12:16:30,1805.0,109.5
2019-11-28 12:16:55,1804.9,110.6
2019-11-28 12:18:13,1805.4,111.4
2019-11-28 12:18:38,1805.4,108.6
2019-11-28 12:19:04,1805.6,107.7
2019-11-28 12:19:31,1805.6,107.2
2019-11-28 12:19:56,1805.4,106.3
2019-11-28 12:20:21,1805.9,106.4
2019-11-28 12:20:44,1805.8,106.6
2019-11-28 12:21:11,1805.6,104.3
2019-11-28 12:21:35,1805.7,104.2
2019-11-28 12:22:00,1805.9,101.2
2019-11-28 12:22:25,1805.2,100.7
2019-11-28 12:22:50,1806.0,99.2
2019-11-28 12:23:15,1806.1,99.6
2019-11-28 12:23:39,1805.8,98.9
2019-11-28 12:24:04,1806.0,97.6
2019-11-28 12:24:31,1806.0,96.4
2019-11-28 12:24:56,1806.1,95.1
2019-11-28 12:25:49,1805.2,97.8
2019-11-28 12:26:14,1805.8,99.9
2019-11-28 12:26:38,1806.2,100.9
2019-11-28 12:27:02,1805.7,101.9
2019-11-28 12:27:28,1805.3,102.1
2019-11-28 12:28:12,541.5,101.5
2019-11-28 12:28:59,1805.8,100.9
2019-11-28 12:29:24,1805.3,99.4
2019-11-28 12:29:49,1805.6,100.9
2019-11-28 12:30:14,1805.2,102.2
2019-11-28 12:30:39,1806.2,101.3
2019-11-28 12:31:28,1805.3,105.7
2019-11-28 12:31:53,1805.3,102.4
2019-11-28 12:32:20,1805.7,101.8
2019-11-28 12:32:45,1805.1,103.1
2019-11-28 12:33:09,1805.5,103.4
2019-11-28 12:34:01,1805.6,104.1
2019-11-28 12:34:54,1805.7,105.6
2019-11-28 12:35:21,1805.2,104.8
2019-11-28 12:35:47,1805.7,106.1
2019-11-28 12:36:14,1805.1,109.0
2019-11-28 12:36:39,1805.6,110.2
2019-11-28 12:37:04,1805.0,110.5
2019-11-28 12:38:20,1805.0,110.7
2019-11-28 12:38:45,1804.9,108.6
