Tiempo,Escalas(m),Datos1(°)
2019-11-28 05:45:48,1801.1,-4.6
2019-11-28 05:46:13,1801.2,-4.2
2019-11-28 05:46:38,1801.3,-3.8
2019-11-28 05:47:28,1801.5,-2.9
2019-11-28 05:47:55,1801.3,-3.4
2019-11-28 05:48:19,1800.9,-3.9
2019-11-28 05:49:04,827.2,-3.0999999999999996
2019-11-28 05:50:18,1800.8,-2.3
2019-11-28 05:51:57,1800.8,-3.5
2019-11-28 05:52:22,1801.4,-3.3
2019-11-28 05:52:50,1801.3,-3.3499999999999996
2019-11-28 05:53:32,1801.6,-3.4
2019-11-28 05:53:57,1800.8,-4.1
2019-11-28 05:55:12,1801.3,-3.4
2019-11-28 05:56:01,1800.9,-4.1
2019-11-28 05:56:28,1801.4,-3.1
2019-11-28 05:56:51,1801.1,-3.9
2019-11-28 05:57:17,1801.4,-3.0
