Tiempo,Escalas(m),Datos1(Fa)
2019-11-28 10:38:17,843.5,6.8
2019-11-28 10:38:40,843.4,8.4
2019-11-28 10:39:02,843.4,7.8
2019-11-28 10:39:28,845.0,15.0
2019-11-28 10:39:51,843.5,22.3
2019-11-28 10:40:15,843.8,24.266666666666666
2019-11-28 10:40:37,843.0,26.233333333333334
2019-11-28 10:40:58,843.8,28.2
2019-11-28 10:42:59,842.9,35.3
2019-11-28 10:43:25,842.8,35.387499999999996
2019-11-28 10:44:11,842.9,35.474999999999994
2019-11-28 10:45:01,844.2,35.5625
2019-11-28 10:45:27,843.6,35.65
2019-11-28 10:45:49,843.6,35.7375
2019-11-28 10:46:10,842.7,35.825
2019-11-28 10:46:35,844.7,35.9125
2019-11-28 10:47:20,843.7,36.0
2019-11-28 10:47:46,843.1,35.388888888888886
2019-11-28 10:48:34,843.6,34.77777777777778
2019-11-28 10:49:23,845.2,34.166666666666664
2019-11-28 10:50:12,843.8,33.55555555555556
2019-11-28 10:51:02,844.2,32.94444444444444
2019-11-28 10:52:42,844.9,32.333333333333336
2019-11-28 10:54:23,845.0,31.72222222222222
2019-11-28 10:58:04,850.9,31.11111111111111
2019-11-28 10:59:21,845.4,30.5
2019-11-28 10:59:48,847.4,30.34
2019-11-28 11:00:36,845.0,30.18
2019-11-28 11:01:00,845.1,30.02
2019-11-28 11:02:16,844.6,29.86
2019-11-28 11:02:41,845.3,29.7
2019-11-28 11:03:08,845.2,29.54
2019-11-28 11:03:52,846.6,29.38
2019-11-28 11:05:09,844.7,29.22
2019-11-28 11:07:19,845.7,29.06
2019-11-28 11:08:35,845.1,28.9
2019-11-28 11:09:03,846.2,27.7
2019-11-28 11:09:56,846.4,26.5
2019-11-28 11:11:09,845.0,25.299999999999997
2019-11-28 11:14:00,845.0,24.099999999999998
2019-11-28 11:14:20,849.0,22.9
2019-11-28 11:15:41,844.2,24.049999999999997
2019-11-28 11:17:46,844.5,25.2
2019-11-28 11:18:07,845.4,26.35
2019-11-28 11:19:23,844.7,27.5
2019-11-28 11:20:38,846.6,27.3
2019-11-28 11:22:49,875.8,27.1
2019-11-28 11:25:24,883.2,26.9
2019-11-28 11:25:48,881.0,26.7
2019-11-28 11:26:45,887.2,26.36
2019-11-28 11:27:35,883.4,26.02
2019-11-28 11:28:21,881.9,25.68
2019-11-28 11:28:41,880.9,25.34
2019-11-28 11:29:29,881.0,25.0
2019-11-28 11:29:55,881.1,25.8
2019-11-28 11:30:20,881.4,27.4
2019-11-28 11:30:40,881.2,29.0
2019-11-28 11:31:03,882.4,29.44
2019-11-28 11:31:28,882.8,29.88
2019-11-28 11:32:17,888.1,30.32
2019-11-28 11:32:42,895.6,30.759999999999998
2019-11-28 11:33:07,904.6,31.2
2019-11-28 11:33:34,910.3,30.28
2019-11-28 11:34:52,922.5,29.36
2019-11-28 11:36:11,919.4,28.44
2019-11-28 11:37:48,920.4,27.52
2019-11-28 11:38:10,919.3,26.6
2019-11-28 11:38:32,919.6,27.5
2019-11-28 11:38:58,923.2,23.3
2019-11-28 11:39:21,921.9,23.900000000000002
2019-11-28 11:39:46,923.1,24.5
2019-11-28 11:40:34,920.3,25.1
2019-11-28 11:41:00,919.7,25.4
2019-11-28 11:41:29,921.9,25.799999999999997
2019-11-28 11:41:52,919.4,26.2
2019-11-28 11:42:17,919.4,26.6
2019-11-28 11:43:35,923.9,27.0
2019-11-28 11:44:58,919.9,27.4
2019-11-28 11:49:28,921.4,27.8
2019-11-28 11:50:20,919.7,28.3
2019-11-28 11:52:07,921.6,28.8
2019-11-28 11:52:31,920.5,29.3
2019-11-28 11:53:27,919.2,29.244444444444444
2019-11-28 11:54:24,919.5,29.18888888888889
2019-11-28 11:58:23,919.5,29.133333333333333
2019-11-28 11:58:48,918.9,29.07777777777778
2019-11-28 12:01:37,918.9,29.022222222222222
2019-11-28 12:02:04,921.2,28.96666666666667
2019-11-28 12:02:58,920.0,28.91111111111111
2019-11-28 12:04:47,919.3,28.855555555555558
2019-11-28 12:05:11,919.1,28.8
2019-11-28 12:05:38,919.4,27.75
2019-11-28 12:10:08,922.3,26.700000000000003
2019-11-28 12:10:31,920.2,25.650000000000002
2019-11-28 12:10:53,919.5,24.6
2019-11-28 12:11:16,919.2,25.225
2019-11-28 12:11:41,920.3,25.85
2019-11-28 12:12:06,919.5,26.475
2019-11-28 12:12:31,919.1,27.1
2019-11-28 12:12:58,918.6,25.7
2019-11-28 12:13:47,919.7,24.3
2019-11-28 12:15:03,920.0,22.9
2019-11-28 12:15:32,925.4,23.566666666666666
2019-11-28 12:16:56,920.9,24.23333333333333
2019-11-28 12:17:18,916.8,24.9
2019-11-28 12:18:06,860.7,25.0
2019-11-28 12:18:31,826.7,25.1
2019-11-28 12:18:56,795.6,25.2
2019-11-28 12:19:21,765.3,25.1
2019-11-28 12:19:47,736.4,25.1
2019-11-28 12:20:12,707.4,25.4
2019-11-28 12:20:35,682.9,25.6
2019-11-28 12:20:58,660.5,25.5
2019-11-28 12:21:22,637.2,25.1
2019-11-28 12:21:47,611.8,25.4
2019-11-28 12:22:10,588.6,25.1
2019-11-28 12:22:34,565.3,25.4
2019-11-28 12:22:58,542.3,25.2
2019-11-28 12:23:21,518.2,25.2
2019-11-28 12:23:45,496.1,25.2
2019-11-28 12:24:08,474.0,25.2
2019-11-28 12:24:32,453.0,24.7
2019-11-28 12:24:55,431.2,23.75
