Tiempo,Escalas(m),Datos1(Fa)
2019-11-28 04:28:15,552.6,247.7
2019-11-28 04:29:01,679.4,247.4
2019-11-28 04:29:47,791.2,245.3
2019-11-28 04:30:36,910.0,231.73333333333335
2019-11-28 04:31:22,988.1,218.16666666666666
2019-11-28 04:31:44,1008.6,204.6
2019-11-28 04:32:08,1024.2,198.4
2019-11-28 04:32:31,1034.3,191.6
2019-11-28 04:32:55,1041.9,187.3
2019-11-28 04:33:19,1046.6,187.9
2019-11-28 04:33:43,1051.2,187.8
2019-11-28 04:34:09,1055.1,188.0
2019-11-28 04:34:34,1058.4,189.3
2019-11-28 04:35:01,1061.4,190.6
2019-11-28 04:35:26,1064.0,192.6
2019-11-28 04:35:49,1065.5,197.6
2019-11-28 04:36:13,1075.6,202.8
2019-11-28 04:36:36,1089.1,211.3
2019-11-28 04:37:01,1090.9,212.8
2019-11-28 04:37:25,1104.5,222.2
2019-11-28 04:37:48,1105.3,223.4
2019-11-28 04:38:12,1113.7,230.8
2019-11-28 04:38:36,1124.3,239.0
2019-11-28 04:38:59,1129.2,240.6
2019-11-28 04:39:23,1134.9,245.6
2019-11-28 04:39:46,1139.0,250.1
2019-11-28 04:40:09,1139.2,252.5
2019-11-28 04:40:33,1140.0,252.8
2019-11-28 04:40:56,1147.6,258.7
2019-11-28 04:41:20,1149.1,259.7
2019-11-28 04:41:44,1149.2,261.2
2019-11-28 04:42:08,1149.5,262.0
2019-11-28 04:42:31,1156.9,263.4
2019-11-28 04:42:55,1161.0,264.4
2019-11-28 04:43:19,1161.2,265.6
2019-11-28 04:43:42,1161.6,266.7
2019-11-28 04:44:06,1161.6,267.8
2019-11-28 04:44:29,1161.7,270.2
2019-11-28 04:44:53,1162.0,271.2
2019-11-28 04:45:17,1161.9,271.5
2019-11-28 04:45:40,1162.3,272.7
2019-11-28 04:46:04,1161.9,274.6
2019-11-28 04:46:28,1162.2,276.0
2019-11-28 04:46:51,1162.5,276.3
2019-11-28 04:47:15,1162.1,277.4
2019-11-28 04:47:38,1162.6,279.8
2019-11-28 04:48:03,1162.2,280.7
2019-11-28 04:48:27,1162.3,282.1
2019-11-28 04:48:51,1162.4,282.9
2019-11-28 04:49:14,1162.2,285.7
2019-11-28 04:49:38,1162.2,286.7
2019-11-28 04:50:01,1162.2,287.8
2019-11-28 04:50:25,1162.3,288.9
2019-11-28 04:50:48,1162.1,290.5
2019-11-28 04:51:12,1162.1,291.7
2019-11-28 04:51:36,1161.8,293.0
2019-11-28 04:51:59,1162.1,292.5
2019-11-28 04:52:23,1161.9,293.7
2019-11-28 04:52:46,1162.4,293.7
2019-11-28 04:53:11,1161.8,295.2
2019-11-28 04:53:35,1161.4,295.5
2019-11-28 04:53:59,1161.9,297.1
2019-11-28 04:54:22,1161.9,297.2
2019-11-28 04:54:46,1161.9,298.4
2019-11-28 04:55:09,1161.9,299.3
2019-11-28 04:55:33,1162.1,300.5
2019-11-28 04:55:56,1161.8,301.3
2019-11-28 04:56:20,1161.8,300.9
2019-11-28 04:56:43,1161.8,300.9
2019-11-28 04:57:08,1161.7,300.6
2019-11-28 04:57:32,1161.7,302.1
2019-11-28 04:57:55,1161.6,300.8
2019-11-28 04:58:19,1161.5,302.0
2019-11-28 04:58:44,1161.7,302.0
2019-11-28 04:59:07,1161.4,304.4
2019-11-28 04:59:31,1161.6,304.2
2019-11-28 04:59:54,1161.3,304.5
2019-11-28 05:00:18,1161.4,304.4
2019-11-28 05:00:41,1161.4,305.6
2019-11-28 05:01:05,1161.8,305.8
2019-11-28 05:01:28,1161.6,307.5
2019-11-28 05:01:52,1161.6,306.8
2019-11-28 05:02:15,1161.7,306.4
2019-11-28 05:02:39,1161.7,307.9
2019-11-28 05:03:02,1161.8,307.9
2019-11-28 05:03:25,1162.0,307.0
2019-11-28 05:03:49,1161.9,308.3
2019-11-28 05:04:12,1162.2,307.7
2019-11-28 05:04:37,1162.7,308.9
2019-11-28 05:05:02,1162.3,307.5
2019-11-28 05:05:25,1162.0,309.1
2019-11-28 05:05:49,1161.7,310.1
2019-11-28 05:06:12,1161.9,307.8
2019-11-28 05:06:36,1161.7,307.9
2019-11-28 05:06:59,1161.9,309.4
2019-11-28 05:07:23,1161.8,309.0
2019-11-28 05:07:46,1161.6,309.3
2019-11-28 05:08:10,1162.0,309.1
2019-11-28 05:08:33,1161.9,309.5
2019-11-28 05:08:57,1161.8,309.1
2019-11-28 05:09:20,1161.9,309.0
2019-11-28 05:09:44,1161.9,309.1
2019-11-28 05:10:07,1161.7,308.9
2019-11-28 05:10:31,1161.7,310.2
2019-11-28 05:10:55,1161.9,310.2
2019-11-28 05:11:18,1161.8,310.5
2019-11-28 05:11:42,1161.8,310.4
2019-11-28 05:12:05,1161.9,310.2
2019-11-28 05:12:30,1161.9,310.2
2019-11-28 05:12:54,1161.7,310.2
2019-11-28 05:13:19,1161.6,310.2
2019-11-28 05:13:42,1161.6,310.4
2019-11-28 05:14:06,1161.7,310.3
2019-11-28 05:14:29,1161.7,310.1
2019-11-28 05:14:53,1161.7,311.5
2019-11-28 05:15:18,1161.5,310.4
2019-11-28 05:15:41,1161.7,311.3
2019-11-28 05:16:05,1161.6,310.2
2019-11-28 05:16:28,1161.5,310.4
2019-11-28 05:16:52,1161.8,311.3
2019-11-28 05:17:16,1161.9,312.4
2019-11-28 05:17:39,1161.7,312.5
2019-11-28 05:18:03,1160.4,311.3
2019-11-28 05:19:50,839.0,311.5
2019-11-28 05:21:08,655.4,311.7
2019-11-28 05:21:31,657.7,313.2
2019-11-28 05:22:18,730.7,313.9
2019-11-28 05:22:41,767.6,313.3
2019-11-28 05:23:06,794.6,317.0
2019-11-28 05:23:29,821.8,313.6
2019-11-28 05:23:54,851.5,313.3
2019-11-28 05:24:20,880.3,309.7
2019-11-28 05:24:46,907.4,306.6
2019-11-28 05:25:11,933.5,303.0
2019-11-28 05:25:34,953.7,300.0
2019-11-28 05:25:57,970.2,300.1
2019-11-28 05:26:20,986.1,292.3
2019-11-28 05:26:47,1002.0,287.1
2019-11-28 05:27:11,1013.7,280.9
2019-11-28 05:27:36,1024.2,275.3
2019-11-28 05:27:59,1032.3,271.6
2019-11-28 05:28:22,1039.1,266.9
2019-11-28 05:28:45,1044.4,263.8
2019-11-28 05:29:09,1049.2,260.7
2019-11-28 05:29:34,1053.5,258.5
2019-11-28 05:29:59,1057.2,257.4
2019-11-28 05:30:24,1060.1,258.1
2019-11-28 05:30:48,1062.0,257.8
2019-11-28 05:31:11,1063.3,258.6
2019-11-28 05:31:35,1071.7,263.6
2019-11-28 05:31:58,1077.8,267.0
2019-11-28 05:32:22,1086.2,271.4
2019-11-28 05:32:46,1086.9,273.8
2019-11-28 05:33:09,1092.4,279.1
2019-11-28 05:33:33,1099.7,283.3
2019-11-28 05:33:56,1104.6,285.7
2019-11-28 05:34:20,1104.7,287.0
2019-11-28 05:34:44,1106.8,291.7
2019-11-28 05:35:07,1114.9,296.6
2019-11-28 05:35:31,1122.5,301.9
2019-11-28 05:35:54,1127.4,305.6
2019-11-28 05:36:18,1127.9,305.3
2019-11-28 05:36:42,1131.6,309.2
2019-11-28 05:37:05,1137.5,312.8
2019-11-28 05:37:29,1137.8,313.8
2019-11-28 05:37:52,1137.8,316.3
2019-11-28 05:38:39,1138.5,314.0
2019-11-28 05:39:03,1146.6,315.2
2019-11-28 05:39:25,1147.7,315.2
2019-11-28 05:39:49,1154.5,315.04999999999995
2019-11-28 05:40:10,1159.4,314.9
2019-11-28 05:40:34,1159.3,314.6
2019-11-28 05:40:57,1159.4,313.9
2019-11-28 05:41:21,1159.6,312.8
2019-11-28 05:41:44,1160.2,312.5
2019-11-28 05:42:08,1161.0,310.0
2019-11-28 05:42:31,1161.1,310.1
2019-11-28 05:42:55,1161.4,310.1
2019-11-28 05:43:18,1161.5,308.9
2019-11-28 05:43:42,1161.5,309.5
2019-11-28 05:44:06,1161.6,307.9
2019-11-28 05:44:29,1161.6,307.7
2019-11-28 05:44:53,1161.6,307.6
2019-11-28 05:45:16,1161.5,306.7
2019-11-28 05:45:40,1161.6,305.6
2019-11-28 05:46:03,1161.5,304.4
2019-11-28 05:46:27,1161.5,304.2
2019-11-28 05:46:50,1161.5,304.5
2019-11-28 05:47:14,1161.5,303.5
2019-11-28 05:47:37,1161.9,301.6
2019-11-28 05:48:01,1161.5,302.5
2019-11-28 05:48:25,1161.5,301.7
2019-11-28 05:48:48,1161.6,301.0
2019-11-28 05:49:12,1161.6,301.2
2019-11-28 05:49:35,1161.8,300.9
2019-11-28 05:49:59,1161.9,300.2
2019-11-28 05:50:22,1161.9,297.0
2019-11-28 05:50:46,1162.2,297.2
2019-11-28 05:51:09,1162.1,296.2
2019-11-28 05:51:33,1162.2,296.1
2019-11-28 05:51:56,1162.3,297.1
2019-11-28 05:52:20,1162.3,293.5
2019-11-28 05:52:44,1162.3,292.7
2019-11-28 05:53:07,1162.1,291.5
2019-11-28 05:53:31,1162.4,288.8
2019-11-28 05:53:54,1162.3,287.0
2019-11-28 05:54:18,1162.2,285.5
2019-11-28 05:54:42,1162.2,285.5
2019-11-28 05:55:05,1162.2,283.6
2019-11-28 05:55:29,1162.1,282.4
2019-11-28 05:55:53,1162.1,280.9
2019-11-28 05:56:16,1162.6,278.5
2019-11-28 05:56:40,1163.0,277.3
2019-11-28 05:57:04,1163.0,277.4
2019-11-28 05:57:27,1162.8,276.4
2019-11-28 05:57:51,1163.0,275.1
2019-11-28 05:58:15,1163.2,272.4
2019-11-28 05:58:40,1163.2,272.5
2019-11-28 05:59:03,1163.3,271.3
2019-11-28 05:59:27,1163.3,271.5
2019-11-28 05:59:51,1163.3,269.1
2019-11-28 06:00:14,1163.6,267.8
2019-11-28 06:00:38,1163.4,267.5
2019-11-28 06:01:02,1163.2,268.1
2019-11-28 06:01:25,1163.2,266.8
2019-11-28 06:01:49,1163.4,266.5
2019-11-28 06:02:13,1163.3,265.4
2019-11-28 06:02:36,1163.4,264.3
2019-11-28 06:03:00,1163.4,263.2
2019-11-28 06:03:24,1163.7,263.2
2019-11-28 06:03:47,1163.5,263.6
2019-11-28 06:04:11,1163.4,262.0
2019-11-28 06:04:35,1163.7,260.8
2019-11-28 06:04:58,1163.5,258.4
2019-11-28 06:05:22,1164.2,257.8
2019-11-28 06:05:46,1163.7,255.9
2019-11-28 06:06:09,1163.8,254.7
2019-11-28 06:06:33,1163.4,253.8
2019-11-28 06:06:57,1163.7,252.5
2019-11-28 06:07:20,1164.0,252.5
2019-11-28 06:07:44,1163.9,251.6
2019-11-28 06:08:07,1164.0,250.0
2019-11-28 06:08:31,1163.7,249.2
2019-11-28 06:08:55,1164.1,248.9
2019-11-28 06:09:18,1164.2,247.6
2019-11-28 06:09:42,1164.2,247.8
2019-11-28 06:10:06,1164.2,246.7
2019-11-28 06:10:29,1164.4,244.7
2019-11-28 06:10:53,1164.2,242.0
2019-11-28 06:11:18,1164.4,238.6
2019-11-28 06:13:06,831.8,239.8
2019-11-28 06:15:14,617.9,241.0
2019-11-28 06:15:40,654.7,238.6
2019-11-28 06:16:05,679.5,238.75
2019-11-28 06:16:55,757.8,238.9
2019-11-28 06:17:47,877.2,234.0
2019-11-28 06:18:37,963.5,214.6
2019-11-28 06:19:00,991.5,206.2
2019-11-28 06:19:24,1014.0,196.2
2019-11-28 06:19:49,1029.4,191.14999999999998
2019-11-28 06:20:12,1039.3,186.1
2019-11-28 06:20:35,1046.7,184.1
2019-11-28 06:20:58,1051.8,184.3
2019-11-28 06:21:22,1056.0,185.1
2019-11-28 06:21:47,1059.4,187.8
2019-11-28 06:22:13,1062.1,189.0
2019-11-28 06:22:38,1063.9,192.8
2019-11-28 06:23:03,1064.6,197.6
2019-11-28 06:23:26,1065.9,202.0
2019-11-28 06:23:50,1081.1,210.7
2019-11-28 06:24:13,1090.3,215.0
2019-11-28 06:24:37,1090.7,217.7
2019-11-28 06:25:00,1102.7,225.8
2019-11-28 06:25:27,1103.8,226.8
2019-11-28 06:25:50,1114.7,233.7
2019-11-28 06:26:14,1127.0,239.9
2019-11-28 06:26:37,1131.0,243.1
2019-11-28 06:27:01,1133.6,247.2
2019-11-28 06:27:24,1139.7,251.2
2019-11-28 06:27:48,1140.0,253.6
2019-11-28 06:28:11,1140.2,253.9
2019-11-28 06:28:34,1148.7,256.1
2019-11-28 06:28:57,1149.5,257.8
2019-11-28 06:29:20,1149.9,257.2
2019-11-28 06:29:42,1150.0,258.6
2019-11-28 06:30:05,1152.9,259.1
2019-11-28 06:30:28,1161.1,259.9
2019-11-28 06:30:51,1161.1,261.0
2019-11-28 06:31:15,1161.9,262.0
2019-11-28 06:31:39,1161.3,263.5
2019-11-28 06:32:02,1161.4,263.3
2019-11-28 06:32:26,1161.7,264.4
2019-11-28 06:32:49,1161.7,265.6
2019-11-28 06:33:13,1161.8,266.7
2019-11-28 06:33:36,1161.8,266.5
2019-11-28 06:34:00,1161.9,268.7
