Tiempo,Escalas(m),Datos1(m)
2019-11-28 23:22:57,939.5,131.9
2019-11-28 23:24:15,1796.2,138.4
2019-11-28 23:24:41,1797.4,140.60000000000002
2019-11-28 23:25:06,1797.6,142.8
2019-11-28 23:25:57,1290.9,140.93333333333334
2019-11-28 23:27:39,2838.2,139.06666666666666
2019-11-28 23:28:50,1800.6,137.2
2019-11-28 23:29:37,1038.4,134.3
2019-11-28 23:30:55,1801.2,131.4
2019-11-28 23:32:34,2151.8,131.13333333333333
2019-11-28 23:34:10,952.7,130.86666666666667
2019-11-28 23:34:57,1802.1,130.6
2019-11-28 23:35:21,1802.7,130.0
2019-11-28 23:35:45,1803.0,128.2
2019-11-28 23:36:08,1802.5,124.2
2019-11-28 23:36:31,1802.8,122.3
2019-11-28 23:37:18,1803.2,117.7
2019-11-28 23:38:33,1803.1,121.1
2019-11-28 23:38:58,1803.4,117.4
2019-11-28 23:39:47,1804.2,114.5
2019-11-28 23:40:38,1803.1,111.6
2019-11-28 23:41:00,1803.5,110.0
2019-11-28 23:41:44,1803.1,109.65
2019-11-28 23:42:09,1803.5,109.3
2019-11-28 23:42:57,1803.5,107.0
2019-11-28 23:43:18,1803.5,104.3
2019-11-28 23:43:42,1803.8,100.6
2019-11-28 23:44:04,1803.9,100.4
2019-11-28 23:44:27,1803.9,103.3
2019-11-28 23:44:50,1803.7,104.9
2019-11-28 23:45:15,1802.9,105.0
2019-11-28 23:45:36,1803.2,105.6
2019-11-28 23:45:59,1803.5,106.1
2019-11-28 23:47:17,1803.4,107.3
2019-11-28 23:47:42,1803.1,109.7
2019-11-28 23:48:07,1802.5,109.4
2019-11-28 23:48:30,1803.0,109.6
2019-11-28 23:49:17,1803.2,109.4
2019-11-28 23:49:41,1803.2,112.4
2019-11-28 23:50:28,1802.8,111.0
2019-11-28 23:50:52,1803.1,110.6
2019-11-28 23:51:15,1803.6,108.6
2019-11-28 23:52:04,1803.2,107.3
