Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,05:48:45,---,---,---,---,---,---,
Capturas 1,05:49:10,846,9,Off,---,---,---,
Capturas 1,05:49:37,848,4,Off,---,---,---,
Capturas 1,05:50:02,849,2,---,---,---,---,
Capturas 1,05:50:28,850,6,Off,---,---,---,
Capturas 1,05:50:54,850,2,Off,---,---,---,
Capturas 1,05:51:19,849,5,Off,---,---,---,
Capturas 1,05:51:45,849,6,---,---,---,---,
Capturas 1,05:52:07,849,8,Off,---,---,---,
Capturas 1,05:52:33,849,8,---,---,---,---,
Capturas 1,05:52:55,852,4,Off,---,---,---,
Capturas 1,05:53:19,850,4,Off,---,---,---,
Capturas 1,05:53:45,849,1,---,---,---,---,
Capturas 1,05:54:07,851,3,Off,---,---,---,
Capturas 1,05:54:31,849,6,Off,---,---,---,
Capturas 1,05:54:57,849,7,Off,---,---,---,
Capturas 1,05:55:21,849,4,Off,---,---,---,
Capturas 1,05:55:48,849,6,Off,---,---,---,
Capturas 1,05:56:11,851,1,Off,---,---,---,
Capturas 1,05:56:39,849,5,Off,---,---,---,
Capturas 1,05:57:02,849,8,Off,---,---,---,
Capturas 1,05:57:31,849,5,---,---,---,---,
Capturas 1,05:57:55,849,1,Off,---,---,---,
Capturas 1,05:58:19,849,9,Off,---,---,---,
Capturas 1,05:58:47,---,---,---,---,---,---,
Capturas 1,05:59:11,849,9,Off,---,---,---,
Capturas 1,05:59:36,849,9,Off,---,---,---,
Capturas 1,06:00:02,850,4,---,---,---,---,
Capturas 1,06:00:24,850,2,Off,---,---,---,
Capturas 1,06:00:49,850,2,Off,---,---,---,
Capturas 1,06:01:15,850,4,Off,---,---,---,
Capturas 1,06:01:41,850,9,---,---,---,---,
Capturas 1,06:02:04,850,4,Off,---,---,---,
Capturas 1,06:02:30,850,7,Off,---,---,---,
Capturas 1,06:02:53,850,5,Off,---,---,---,
Capturas 1,06:03:20,850,3,---,---,---,---,
