Code,Tiempo,Escalas(m),Datos1(°C),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Starboard Temperature,06:02:41,1697,0,11,9,---,---,
Starboard Temperature,06:03:20,1696,9,11,9,---,---,
Starboard Temperature,06:04:00,---,---,---,---,---,---,
Starboard Temperature,06:04:38,1696,9,11,8,---,---,
Starboard Temperature,06:05:18,---,---,---,---,---,---,
Starboard Temperature,06:05:57,---,---,---,---,---,---,
Starboard Temperature,06:06:34,1697,1,11,7,---,---,
Starboard Temperature,06:07:11,1697,4,11,8,---,---,
Starboard Temperature,06:07:49,1697,6,11,7,---,---,
Starboard Temperature,06:08:28,1697,8,11,7,---,---,
Starboard Temperature,06:09:07,1697,0,11,7,---,---,
Starboard Temperature,06:09:46,---,---,---,---,---,---,
Starboard Temperature,06:10:23,1697,2,11,6,---,---,
Starboard Temperature,06:11:02,---,---,---,---,---,---,
Starboard Temperature,06:11:38,1697,8,11,6,---,---,
Starboard Temperature,06:12:15,1697,5,11,6,---,---,
Starboard Temperature,06:12:53,1698,6,11,4,---,---,
Starboard Temperature,06:13:30,1697,6,11,6,---,---,
Starboard Temperature,06:14:11,---,---,---,---,---,---,
Starboard Temperature,06:14:50,1697,7,11,4,---,---,
Starboard Temperature,06:15:28,1697,7,11,4,---,---,
Starboard Temperature,06:16:06,1697,9,11,4,---,---,
Starboard Temperature,06:16:43,1697,9,11,4,---,---,
Starboard Temperature,06:17:24,---,---,---,---,---,---,
Starboard Temperature,06:18:04,1698,3,11,4,---,---,
Starboard Temperature,06:18:42,1697,7,11,3,---,---,
Starboard Temperature,06:19:20,1697,8,11,3,---,---,
Starboard Temperature,06:19:59,1697,9,11,3,---,---,
Starboard Temperature,06:20:36,1696,3,11,3,---,---,
Starboard Temperature,06:21:14,---,---,---,---,---,---,
Starboard Temperature,06:21:55,---,---,---,---,---,---,
Starboard Temperature,06:22:35,---,---,---,---,---,---,
Starboard Temperature,06:23:15,1688,4,11,3,---,---,
Starboard Temperature,06:23:56,---,---,---,---,---,---,
Starboard Temperature,06:24:39,---,---,---,---,---,---,
Starboard Temperature,06:25:19,1694,1,11,3,---,---,
Starboard Temperature,06:25:56,1694,8,11,3,---,---,
Starboard Temperature,06:26:33,1695,5,11,2,---,---,
Starboard Temperature,06:27:13,1696,2,11,2,---,---,
Starboard Temperature,06:27:51,1696,3,11,2,---,---,
Starboard Temperature,06:28:30,---,---,---,---,---,---,
Starboard Temperature,06:29:08,1696,7,11,1,---,---,
Starboard Temperature,06:29:47,1696,8,11,2,---,---,
Starboard Temperature,06:30:25,1696,6,11,2,---,---,
Starboard Temperature,06:31:02,1696,9,11,1,---,---,
Starboard Temperature,06:31:39,1697,0,11,1,---,---,
Starboard Temperature,06:32:17,1696,8,11,1,---,---,
Starboard Temperature,06:32:55,1696,8,11,1,---,---,
Starboard Temperature,06:33:33,1696,6,11,1,---,---,
Starboard Temperature,06:34:11,1697,2,11,1,---,---,
Starboard Temperature,06:34:49,1697,2,---,---,---,---,
Starboard Temperature,06:35:27,1697,2,---,---,---,---,
Starboard Temperature,06:36:04,1697,4,11,2,---,---,
Starboard Temperature,06:36:42,1697,4,11,1,---,---,
Starboard Temperature,06:37:21,1697,2,---,---,---,---,
Starboard Temperature,06:37:58,1697,2,11,1,---,---,
Starboard Temperature,06:38:37,1697,2,11,1,---,---,
Starboard Temperature,06:39:14,1697,1,11,1,---,---,
Starboard Temperature,06:39:53,1697,3,---,---,---,---,
Starboard Temperature,06:40:30,1697,9,---,---,---,---,
Starboard Temperature,06:41:07,1697,0,11,0,---,---,
Starboard Temperature,06:41:45,1697,2,11,1,---,---,
Starboard Temperature,06:42:24,1697,2,---,---,---,---,
Starboard Temperature,06:43:01,1697,8,11,0,---,---,
Starboard Temperature,06:43:39,1697,2,---,---,---,---,
Starboard Temperature,06:44:16,1697,4,11,0,---,---,
Starboard Temperature,06:44:53,1697,8,11,0,---,---,
Starboard Temperature,06:45:31,1697,7,11,0,---,---,
Starboard Temperature,06:49:24,1696,9,11,0,---,---,
Starboard Temperature,06:55:02,1697,0,10,9,---,---,
Starboard Temperature,07:00:39,1697,0,10,9,---,---,
Starboard Temperature,07:06:17,1696,9,10,9,---,---,
Starboard Temperature,07:11:55,1696,7,10,9,---,---,
Starboard Temperature,07:17:32,1696,3,11,0,---,---,
Starboard Temperature,07:23:10,1696,4,10,9,---,---,
Starboard Temperature,07:28:48,---,---,---,---,---,---,
Starboard Temperature,07:33:58,1592,4,10,9,---,---,
Starboard Temperature,07:39:35,1598,0,10,9,---,---,
Starboard Temperature,07:45:13,1597,8,11,0,---,---,
Starboard Temperature,07:50:50,1596,3,11,0,---,---,
Starboard Temperature,07:56:01,1596,0,---,---,---,---,
Starboard Temperature,08:00:14,1594,9,11,0,---,---,
Starboard Temperature,08:05:24,1596,5,10,9,---,---,
Starboard Temperature,08:11:02,1597,6,11,0,---,---,
Starboard Temperature,08:16:40,1597,7,10,9,---,---,
Starboard Temperature,08:22:17,1597,7,10,9,---,---,
Starboard Temperature,08:27:55,1597,7,10,9,---,---,
Starboard Temperature,08:33:32,1598,3,10,9,---,---,
Starboard Temperature,08:39:10,1598,4,10,9,---,---,
Starboard Temperature,08:44:48,1598,2,11,0,---,---,
Starboard Temperature,08:50:25,1598,7,10,9,---,---,
Starboard Temperature,08:55:37,---,---,---,---,---,---,
Starboard Temperature,09:00:45,1598,7,10,9,---,---,
Starboard Temperature,09:05:55,1598,5,10,9,---,---,
Starboard Temperature,09:11:35,---,---,---,---,---,---,
Starboard Temperature,09:16:42,1598,6,10,9,---,---,
Starboard Temperature,09:22:20,1598,8,10,9,---,---,
Starboard Temperature,09:27:57,1598,8,10,9,---,---,
Starboard Temperature,09:33:07,1598,9,11,0,---,---,
Starboard Temperature,09:38:17,1598,6,10,9,---,---,
Starboard Temperature,09:43:27,1598,6,10,9,---,---,
Starboard Temperature,09:48:09,1599,1,11,0,---,---,
Starboard Temperature,09:53:18,1598,6,10,9,---,---,
Starboard Temperature,09:58:56,1599,4,10,9,---,---,
Starboard Temperature,10:04:34,1598,6,10,9,---,---,
Starboard Temperature,10:09:18,---,---,---,---,---,---,
Starboard Temperature,10:13:02,1598,6,11,0,---,---,
Starboard Temperature,10:17:44,1599,5,10,9,---,---,
Starboard Temperature,10:22:26,1598,9,10,9,---,---,
Starboard Temperature,10:28:04,1597,9,11,0,---,---,
Starboard Temperature,10:33:41,1597,5,10,9,---,---,
Starboard Temperature,11:36:47,1589,9,---,---,---,---,
Starboard Temperature,11:37:25,1592,4,---,---,---,---,
Starboard Temperature,11:38:05,1593,9,---,---,---,---,
Starboard Temperature,11:38:44,1594,9,---,---,---,---,
Starboard Temperature,11:39:22,1594,8,15,0,---,---,
Starboard Temperature,11:40:00,1595,9,14,6,---,---,
Starboard Temperature,11:40:41,---,---,---,---,---,---,
Starboard Temperature,11:41:22,---,---,---,---,---,---,
Starboard Temperature,11:42:00,1593,9,14,2,---,---,
Starboard Temperature,11:42:41,1593,8,14,0,---,---,
Starboard Temperature,11:43:20,1592,5,13,9,---,---,
Starboard Temperature,11:44:00,1590,1,---,---,---,---,
Starboard Temperature,11:44:39,1587,9,13,8,---,---,
Starboard Temperature,11:45:20,---,---,---,---,---,---,
Starboard Temperature,11:46:00,1583,1,---,---,---,---,
Starboard Temperature,11:46:36,1582,5,13,4,---,---,
Starboard Temperature,11:47:13,1583,3,13,2,---,---,
Starboard Temperature,11:47:51,1583,2,13,2,---,---,
Starboard Temperature,11:48:28,1584,6,13,2,---,---,
Starboard Temperature,11:49:06,1585,0,13,1,---,---,
Starboard Temperature,11:49:47,---,---,---,---,---,---,
Starboard Temperature,11:50:26,1589,7,13,0,---,---,
Starboard Temperature,11:51:11,---,---,---,---,---,---,
Starboard Temperature,11:51:51,1592,4,12,8,---,---,
Starboard Temperature,11:52:32,1593,2,12,7,---,---,
Starboard Temperature,11:53:14,1594,0,12,6,---,---,
Starboard Temperature,11:53:55,---,---,---,---,---,---,
Starboard Temperature,11:54:33,1594,8,12,6,---,---,
Starboard Temperature,11:55:15,---,---,---,---,---,---,
Starboard Temperature,11:55:51,1595,4,12,5,---,---,
Starboard Temperature,11:56:28,1595,7,12,4,---,---,
Starboard Temperature,11:57:06,1595,4,12,4,---,---,
Starboard Temperature,11:57:43,1595,6,12,4,---,---,
Starboard Temperature,11:58:22,---,---,---,---,---,---,
Starboard Temperature,11:59:00,1596,1,12,3,---,---,
Starboard Temperature,11:59:37,1596,2,12,3,---,---,
Starboard Temperature,12:00:15,1596,0,12,2,---,---,
Starboard Temperature,12:00:52,1595,7,12,2,---,---,
Starboard Temperature,12:01:30,1595,8,12,1,---,---,
Starboard Temperature,12:02:07,1595,8,12,1,---,---,
Starboard Temperature,12:02:46,---,---,---,---,---,---,
Starboard Temperature,12:03:24,1595,6,12,1,---,---,
Starboard Temperature,12:04:01,1595,9,12,1,---,---,
Starboard Temperature,12:04:38,1595,7,12,0,---,---,
Starboard Temperature,12:05:17,---,---,---,---,---,---,
Starboard Temperature,12:05:54,1595,9,12,0,---,---,
Starboard Temperature,12:06:34,1595,5,11,9,---,---,
Starboard Temperature,12:07:11,1595,6,11,9,---,---,
Starboard Temperature,12:07:51,1595,6,11,9,---,---,
Starboard Temperature,12:08:31,1596,2,11,9,---,---,
Starboard Temperature,12:09:07,1595,6,11,9,---,---,
Starboard Temperature,12:09:44,1595,3,11,9,---,---,
Starboard Temperature,12:10:25,---,---,---,---,---,---,
Starboard Temperature,12:11:01,1595,7,11,8,---,---,
Starboard Temperature,12:11:42,---,---,---,---,---,---,
Starboard Temperature,12:12:19,1595,6,11,8,---,---,
Starboard Temperature,12:12:56,1595,8,11,8,---,---,
Starboard Temperature,12:13:33,1595,7,11,7,---,---,
Starboard Temperature,12:14:11,1595,7,11,8,---,---,
Starboard Temperature,12:14:48,1595,7,11,8,---,---,
Starboard Temperature,12:15:26,1595,8,11,8,---,---,
Starboard Temperature,12:16:03,1595,7,11,7,---,---,
Starboard Temperature,12:16:40,1596,4,11,8,---,---,
Starboard Temperature,12:17:17,1596,1,11,7,---,---,
Starboard Temperature,12:17:53,1596,3,11,7,---,---,
Starboard Temperature,12:18:31,1596,2,11,8,---,---,
Starboard Temperature,12:19:08,1596,1,11,7,---,---,
Starboard Temperature,12:19:45,1596,2,11,7,---,---,
Starboard Temperature,12:20:24,1596,3,11,7,---,---,
Starboard Temperature,12:21:02,1596,7,11,6,---,---,
Starboard Temperature,12:21:39,1596,8,11,7,---,---,
Starboard Temperature,12:22:18,---,---,---,---,---,---,
Starboard Temperature,12:22:57,---,---,---,---,---,---,
Starboard Temperature,12:23:33,1597,1,11,6,---,---,
Starboard Temperature,12:24:10,1597,8,11,6,---,---,
Starboard Temperature,12:24:47,1597,7,11,6,---,---,
Starboard Temperature,12:25:24,1597,5,11,6,---,---,
Starboard Temperature,12:26:03,1598,6,11,6,---,---,
Starboard Temperature,12:26:40,1597,3,11,6,---,---,
Starboard Temperature,12:27:20,---,---,---,---,---,---,
Starboard Temperature,12:27:56,1597,2,11,5,---,---,
Starboard Temperature,12:28:33,1597,4,11,5,---,---,
Starboard Temperature,12:29:10,1597,4,11,5,---,---,
Starboard Temperature,12:29:48,1597,1,11,5,---,---,
Starboard Temperature,12:30:26,1597,1,11,4,---,---,
Starboard Temperature,12:31:03,1597,0,11,5,---,---,
Starboard Temperature,12:31:40,1597,0,11,4,---,---,
Starboard Temperature,12:32:18,1597,1,11,4,---,---,
Starboard Temperature,12:32:55,1597,1,11,4,---,---,
Starboard Temperature,12:33:32,1596,9,11,4,---,---,
Starboard Temperature,12:34:09,1597,4,11,5,---,---,
Starboard Temperature,12:34:47,1597,3,11,4,---,---,
Starboard Temperature,12:35:24,1597,5,11,4,---,---,
Starboard Temperature,12:36:01,1597,4,11,4,---,---,
Starboard Temperature,12:36:38,1597,5,11,4,---,---,
Starboard Temperature,12:37:15,1597,6,11,4,---,---,
Starboard Temperature,12:37:53,1597,4,11,4,---,---,
Starboard Temperature,12:38:30,1599,5,11,3,---,---,
Starboard Temperature,12:39:09,1597,4,11,4,---,---,
Starboard Temperature,12:39:47,1597,5,11,4,---,---,
Starboard Temperature,12:40:24,1597,1,11,3,---,---,
Starboard Temperature,12:41:01,1597,0,11,3,---,---,
Starboard Temperature,12:41:39,1597,4,11,3,---,---,
Starboard Temperature,12:42:16,1597,1,11,3,---,---,
Starboard Temperature,12:42:53,1597,1,11,3,---,---,
Starboard Temperature,12:43:30,1597,3,11,3,---,---,
Starboard Temperature,12:44:07,1597,2,11,3,---,---,
Starboard Temperature,12:44:46,1597,1,11,3,---,---,
Starboard Temperature,12:45:23,1597,4,11,2,---,---,
Starboard Temperature,12:46:03,---,---,---,---,---,---,
Starboard Temperature,12:46:39,1597,1,11,3,---,---,
Starboard Temperature,12:47:16,1597,1,11,3,---,---,
Starboard Temperature,12:47:53,1597,0,11,3,---,---,
Starboard Temperature,12:48:31,1597,2,11,3,---,---,
Starboard Temperature,12:49:08,1597,3,11,3,---,---,
Starboard Temperature,12:49:45,1597,2,11,3,---,---,
Starboard Temperature,12:50:23,1597,2,11,3,---,---,
Starboard Temperature,12:51:01,1597,3,11,3,---,---,
Starboard Temperature,12:51:38,1597,4,11,3,---,---,
Starboard Temperature,12:52:14,1597,5,11,3,---,---,
Starboard Temperature,12:52:52,1597,3,11,3,---,---,
Starboard Temperature,12:53:29,1597,4,11,3,---,---,
Starboard Temperature,12:54:06,1597,4,11,3,---,---,
Starboard Temperature,12:54:43,1597,3,11,3,---,---,
Starboard Temperature,12:55:20,1597,3,11,3,---,---,
Starboard Temperature,12:55:57,1598,2,11,3,---,---,
Starboard Temperature,12:56:36,1597,5,11,3,---,---,
Starboard Temperature,12:57:13,1597,5,11,2,---,---,
Starboard Temperature,12:57:50,1597,4,11,2,---,---,
Starboard Temperature,12:58:28,1597,4,11,2,---,---,
Starboard Temperature,12:59:03,1597,4,11,3,---,---,
Starboard Temperature,12:59:41,1597,5,11,2,---,---,
Starboard Temperature,13:00:17,1597,4,11,2,---,---,
Starboard Temperature,13:00:55,1597,2,11,2,---,---,
Starboard Temperature,13:01:32,1596,6,11,3,---,---,
Starboard Temperature,13:02:09,1596,6,11,2,---,---,
Starboard Temperature,13:02:46,1596,7,11,2,---,---,
Starboard Temperature,13:03:24,1596,5,11,2,---,---,
Starboard Temperature,13:04:01,1596,3,11,2,---,---,
Starboard Temperature,13:04:38,1596,0,11,2,---,---,
Starboard Temperature,13:05:15,1595,9,11,2,---,---,
Starboard Temperature,13:05:52,1596,2,11,2,---,---,
Starboard Temperature,13:06:32,---,---,---,---,---,---,
Starboard Temperature,13:07:08,1596,2,11,2,---,---,
Starboard Temperature,13:07:47,1596,6,11,2,---,---,
Starboard Temperature,13:08:24,1596,7,11,2,---,---,
Starboard Temperature,13:09:03,1596,6,11,1,---,---,
Starboard Temperature,13:09:40,1597,0,11,1,---,---,
Starboard Temperature,13:10:17,1596,7,11,2,---,---,
Starboard Temperature,13:10:54,1596,7,11,1,---,---,
Starboard Temperature,13:11:32,1596,6,11,1,---,---,
Starboard Temperature,13:12:11,---,---,---,---,---,---,
Starboard Temperature,13:12:47,1596,9,11,1,---,---,
Starboard Temperature,13:13:24,1597,1,11,1,---,---,
Starboard Temperature,13:14:02,1597,0,11,1,---,---,
Starboard Temperature,13:14:39,1597,0,11,1,---,---,
Starboard Temperature,13:15:16,1597,1,11,1,---,---,
Starboard Temperature,13:15:53,1597,1,11,1,---,---,
Starboard Temperature,13:16:30,1597,1,11,1,---,---,
Starboard Temperature,13:17:07,1597,2,11,1,---,---,
Starboard Temperature,13:17:44,1597,2,11,1,---,---,
Starboard Temperature,13:18:21,1597,0,11,1,---,---,
Starboard Temperature,13:18:59,1597,4,11,1,---,---,
Starboard Temperature,13:19:36,1597,5,11,1,---,---,
Starboard Temperature,13:20:13,1597,2,11,1,---,---,
Starboard Temperature,13:20:50,1597,3,11,2,---,---,
Starboard Temperature,13:21:27,1597,4,11,1,---,---,
Starboard Temperature,13:22:05,1597,3,11,1,---,---,
Starboard Temperature,13:22:42,1597,7,11,1,---,---,
Starboard Temperature,13:23:19,1598,2,11,1,---,---,
Starboard Temperature,13:23:58,1597,4,11,1,---,---,
Starboard Temperature,13:24:35,1597,8,11,1,---,---,
Starboard Temperature,13:25:12,1597,6,11,1,---,---,
Starboard Temperature,13:25:49,1597,7,11,1,---,---,
Starboard Temperature,13:26:27,1597,7,11,1,---,---,
Starboard Temperature,13:27:04,1597,6,11,1,---,---,
Starboard Temperature,13:27:41,1597,9,11,1,---,---,
Starboard Temperature,13:28:18,1597,6,11,1,---,---,
Starboard Temperature,13:28:56,1597,6,11,1,---,---,
Starboard Temperature,13:29:33,1597,7,11,1,---,---,
Starboard Temperature,13:30:10,1597,7,11,1,---,---,
Starboard Temperature,13:30:47,1597,6,11,1,---,---,
Starboard Temperature,13:31:24,1597,9,11,1,---,---,
Starboard Temperature,13:32:02,1597,6,11,1,---,---,
Starboard Temperature,13:32:39,1598,1,11,1,---,---,
Starboard Temperature,13:33:16,1597,7,11,1,---,---,
Starboard Temperature,13:33:53,1597,3,11,1,---,---,
Starboard Temperature,13:34:30,1597,3,11,1,---,---,
Starboard Temperature,13:35:07,1597,2,11,0,---,---,
Starboard Temperature,13:35:45,1597,1,11,1,---,---,
Starboard Temperature,13:36:22,1597,1,11,1,---,---,
Starboard Temperature,13:36:59,1597,2,11,1,---,---,
Starboard Temperature,13:37:36,1597,6,11,1,---,---,
Starboard Temperature,13:38:13,1597,4,11,1,---,---,
Starboard Temperature,13:38:50,1597,6,11,1,---,---,
Starboard Temperature,13:39:28,1597,6,11,1,---,---,
Starboard Temperature,13:40:05,1597,8,11,1,---,---,
Starboard Temperature,13:40:42,1598,0,11,1,---,---,
Starboard Temperature,13:41:19,1597,9,11,1,---,---,
Starboard Temperature,13:41:56,1597,8,11,1,---,---,
Starboard Temperature,13:42:33,1597,9,11,1,---,---,
Starboard Temperature,13:43:10,1597,6,11,1,---,---,
Starboard Temperature,13:43:48,1597,5,11,1,---,---,
Starboard Temperature,13:44:25,1598,1,11,1,---,---,
Starboard Temperature,13:45:02,1598,1,11,1,---,---,
Starboard Temperature,13:45:39,1598,0,11,1,---,---,
Starboard Temperature,13:46:16,1597,9,11,1,---,---,
Starboard Temperature,13:46:53,1598,0,11,1,---,---,
Starboard Temperature,13:47:30,1598,1,11,1,---,---,
Starboard Temperature,13:48:07,1598,0,11,1,---,---,
Starboard Temperature,13:48:45,1598,1,11,1,---,---,
Starboard Temperature,13:49:22,1597,9,11,1,---,---,
Starboard Temperature,13:49:59,1598,0,11,1,---,---,
Starboard Temperature,13:50:36,1597,7,11,1,---,---,
Starboard Temperature,13:51:13,1597,8,11,1,---,---,
Starboard Temperature,13:51:50,1598,0,11,1,---,---,
Starboard Temperature,13:52:28,1597,9,11,1,---,---,
Starboard Temperature,13:53:06,1597,9,11,1,---,---,
Starboard Temperature,13:53:43,1597,8,11,1,---,---,
Starboard Temperature,13:54:20,1598,0,11,1,---,---,
Starboard Temperature,13:54:57,1597,9,11,1,---,---,
Starboard Temperature,13:55:34,1597,9,11,1,---,---,
Starboard Temperature,13:56:12,1597,7,11,1,---,---,
Starboard Temperature,13:56:49,1597,7,11,2,---,---,
Starboard Temperature,13:57:26,1598,0,11,1,---,---,
Starboard Temperature,13:58:03,1597,9,11,1,---,---,
Starboard Temperature,13:58:40,1598,0,11,1,---,---,
Starboard Temperature,13:59:17,1598,0,11,1,---,---,
Starboard Temperature,13:59:55,1597,6,11,1,---,---,
Starboard Temperature,14:00:32,1597,6,11,1,---,---,
Starboard Temperature,14:01:09,1597,8,11,1,---,---,
Starboard Temperature,14:01:46,1597,9,11,1,---,---,
Starboard Temperature,14:02:23,1597,9,11,1,---,---,
Starboard Temperature,14:03:00,1598,0,11,1,---,---,
Starboard Temperature,14:03:37,1598,0,11,1,---,---,
Starboard Temperature,14:04:14,1598,0,11,1,---,---,
Starboard Temperature,14:04:51,1598,1,11,1,---,---,
Starboard Temperature,14:05:28,1597,7,11,1,---,---,
Starboard Temperature,14:06:05,1597,8,11,1,---,---,
Starboard Temperature,14:06:42,1597,8,11,1,---,---,
Starboard Temperature,14:07:20,1598,0,11,1,---,---,
Starboard Temperature,14:07:57,1597,8,11,1,---,---,
Starboard Temperature,14:08:35,1598,0,---,---,---,---,
Starboard Temperature,14:09:13,1598,0,11,2,---,---,
Starboard Temperature,14:09:51,1597,2,11,1,---,---,
Starboard Temperature,14:10:27,1597,1,11,1,---,---,
Starboard Temperature,14:11:06,1597,4,---,---,---,---,
Starboard Temperature,14:11:43,1597,3,---,---,---,---,
Starboard Temperature,14:12:19,1596,7,11,0,---,---,
Starboard Temperature,14:12:57,1596,3,---,---,---,---,
Starboard Temperature,14:13:35,1595,7,---,---,---,---,
Starboard Temperature,14:14:13,1595,0,---,---,---,---,
Starboard Temperature,14:14:50,1595,1,---,---,---,---,
Starboard Temperature,14:15:30,---,---,---,---,---,---,
Starboard Temperature,14:16:11,---,---,---,---,---,---,
Starboard Temperature,14:16:52,---,---,---,---,---,---,
Starboard Temperature,14:17:32,1595,0,---,---,---,---,
Starboard Temperature,14:18:11,1595,6,---,---,---,---,
Starboard Temperature,14:18:49,1595,8,---,---,---,---,
Starboard Temperature,14:19:30,---,---,---,---,---,---,
Starboard Temperature,14:20:08,1596,6,---,---,---,---,
Starboard Temperature,14:20:45,1596,4,---,---,---,---,
Starboard Temperature,14:21:22,1596,7,---,---,---,---,
Starboard Temperature,14:22:01,1598,4,10,9,---,---,
Starboard Temperature,14:22:40,1596,5,11,1,---,---,
Starboard Temperature,14:23:19,1596,6,11,1,---,---,
Starboard Temperature,14:24:00,---,---,---,---,---,---,
Starboard Temperature,14:24:40,1596,4,---,---,---,---,
Starboard Temperature,14:25:21,---,---,---,---,---,---,
Starboard Temperature,14:26:00,1595,6,11,0,---,---,
Starboard Temperature,14:26:40,---,---,---,---,---,---,
Starboard Temperature,14:27:22,---,---,---,---,---,---,
Starboard Temperature,14:27:58,1595,8,11,0,---,---,
Starboard Temperature,14:28:38,1595,5,11,0,---,---,
Starboard Temperature,14:29:20,---,---,---,---,---,---,
Starboard Temperature,14:29:59,1596,5,11,0,---,---,
Starboard Temperature,14:30:37,1595,4,11,0,---,---,
Starboard Temperature,14:31:18,1595,4,---,---,---,---,
Starboard Temperature,14:31:54,1595,8,---,---,---,---,
Starboard Temperature,14:32:34,---,---,---,---,---,---,
Starboard Temperature,14:33:15,---,---,---,---,---,---,
Starboard Temperature,14:33:55,1595,9,---,---,---,---,
Starboard Temperature,14:34:32,1595,4,---,---,---,---,
Starboard Temperature,14:35:10,1595,6,---,---,---,---,
Starboard Temperature,14:35:47,1595,6,---,---,---,---,
Starboard Temperature,14:36:27,---,---,---,---,---,---,
Starboard Temperature,14:37:06,1596,1,11,0,---,---,
Starboard Temperature,14:37:47,---,---,---,---,---,---,
Starboard Temperature,14:38:23,1596,4,11,1,---,---,
Starboard Temperature,14:39:01,1596,3,11,1,---,---,
Starboard Temperature,14:39:40,---,---,---,---,---,---,
Starboard Temperature,14:40:18,1596,6,11,1,---,---,
Starboard Temperature,14:40:56,1596,8,11,2,---,---,
Starboard Temperature,14:41:33,1596,7,11,0,---,---,
Starboard Temperature,14:42:10,1597,2,10,9,---,---,
Starboard Temperature,14:42:47,1596,9,11,0,---,---,
Starboard Temperature,14:43:24,1597,1,11,0,---,---,
Starboard Temperature,14:44:01,1597,1,11,0,---,---,
Starboard Temperature,14:44:38,1597,8,10,9,---,---,
Starboard Temperature,14:45:16,1597,9,11,1,---,---,
Starboard Temperature,14:45:53,1597,4,11,0,---,---,
Starboard Temperature,14:46:30,1597,2,10,9,---,---,
Starboard Temperature,14:47:07,1597,1,11,0,---,---,
Starboard Temperature,14:47:44,1597,2,11,0,---,---,
Starboard Temperature,14:48:21,1597,6,10,9,---,---,
Starboard Temperature,14:48:58,1597,2,11,1,---,---,
Starboard Temperature,14:49:35,1597,3,11,0,---,---,
Starboard Temperature,14:50:13,1597,8,---,---,---,---,
Starboard Temperature,14:50:50,1598,0,11,1,---,---,
Starboard Temperature,14:51:28,1598,2,---,---,---,---,
Starboard Temperature,14:52:04,1598,2,10,9,---,---,
Starboard Temperature,14:52:41,1598,8,11,0,---,---,
Starboard Temperature,14:53:19,1598,4,11,0,---,---,
Starboard Temperature,14:53:56,1598,6,10,9,---,---,
Starboard Temperature,14:54:35,1598,6,11,1,---,---,
Starboard Temperature,14:55:12,1599,1,11,0,---,---,
Starboard Temperature,14:55:49,1598,5,11,0,---,---,
Starboard Temperature,14:56:28,---,---,---,---,---,---,
Starboard Temperature,14:57:08,---,---,---,---,---,---,
Starboard Temperature,14:57:45,1598,4,10,9,---,---,
Starboard Temperature,14:58:24,---,---,---,---,---,---,
Starboard Temperature,14:59:01,1598,4,10,9,---,---,
Starboard Temperature,14:59:39,1598,4,11,0,---,---,
Starboard Temperature,15:00:19,---,---,---,---,---,---,
Starboard Temperature,15:01:00,---,---,---,---,---,---,
Starboard Temperature,15:01:38,1598,6,11,0,---,---,
Starboard Temperature,15:02:17,1598,8,10,9,---,---,
Starboard Temperature,15:02:54,1599,4,10,9,---,---,
Starboard Temperature,15:03:31,1598,7,10,9,---,---,
Starboard Temperature,15:04:10,1598,5,11,0,---,---,
