Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,10:40:06,730,3,Off,---,---,---,
Capturas 1,10:40:31,732,1,Off,---,---,---,
Capturas 1,10:40:57,735,0,Off,---,---,---,
Capturas 1,10:41:22,735,8,Off,---,---,---,
Capturas 1,10:41:47,736,4,Off,---,---,---,
Capturas 1,10:42:12,735,8,Off,---,---,---,
Capturas 1,10:42:37,736,2,Off,---,---,---,
Capturas 1,10:43:06,---,---,---,---,---,---,
Capturas 1,10:43:30,736,3,Off,---,---,---,
Capturas 1,10:43:55,737,1,Off,---,---,---,
Capturas 1,10:44:20,736,5,Off,---,---,---,
Capturas 1,10:44:45,737,1,Off,---,---,---,
Capturas 1,10:45:10,736,4,Off,---,---,---,
Capturas 1,10:45:35,736,2,Off,---,---,---,
Capturas 1,10:46:01,736,4,Off,---,---,---,
Capturas 1,10:46:27,735,8,---,---,---,---,
Capturas 1,10:46:50,736,4,Off,---,---,---,
Capturas 1,10:47:15,736,6,Off,---,---,---,
Capturas 1,10:47:40,735,1,Off,---,---,---,
Capturas 1,10:48:05,735,9,Off,---,---,---,
Capturas 1,10:48:30,736,1,Off,---,---,---,
Capturas 1,10:48:56,737,0,Off,---,---,---,
Capturas 1,10:49:21,736,7,Off,---,---,---,
Capturas 1,10:49:46,736,3,Off,---,---,---,
Capturas 1,10:50:11,736,3,Off,---,---,---,
Capturas 1,10:50:36,736,2,Off,---,---,---,
Capturas 1,10:51:01,736,1,Off,---,---,---,
Capturas 1,10:51:26,735,7,Off,---,---,---,
Capturas 1,10:51:52,735,4,---,---,---,---,
Capturas 1,10:52:16,734,7,Off,---,---,---,
Capturas 1,10:52:41,738,1,Off,---,---,---,
Capturas 1,10:53:06,735,9,Off,---,---,---,
Capturas 1,10:53:31,737,0,Off,---,---,---,
Capturas 1,10:53:56,737,2,Off,---,---,---,
Capturas 1,10:54:21,736,9,Off,---,---,---,
Capturas 1,10:54:46,738,9,Off,---,---,---,
Capturas 1,10:55:15,---,---,---,---,---,---,
Capturas 1,10:55:42,---,---,---,---,---,---,
Capturas 1,10:56:04,739,2,Off,---,---,---,
Capturas 1,10:56:29,738,4,Off,---,---,---,
Capturas 1,10:56:58,---,---,---,---,---,---,
Capturas 1,10:57:25,---,---,---,---,---,---,
Capturas 1,10:57:51,---,---,---,---,---,---,
Capturas 1,10:58:18,---,---,---,---,---,---,
Capturas 1,10:58:44,---,---,---,---,---,---,
Capturas 1,10:59:11,---,---,---,---,---,---,
Capturas 1,10:59:34,738,5,Off,---,---,---,
Capturas 1,11:00:02,---,---,---,---,---,---,
Capturas 1,11:00:29,---,---,---,---,---,---,
Capturas 1,11:00:55,---,---,---,---,---,---,
Capturas 1,11:01:22,---,---,---,---,---,---,
Capturas 1,11:01:48,---,---,---,---,---,---,
Capturas 1,11:02:15,---,---,---,---,---,---,
Capturas 1,11:02:42,---,---,---,---,---,---,
Capturas 1,11:03:05,739,8,---,---,---,---,
Capturas 1,11:03:32,---,---,---,---,---,---,
Capturas 1,11:03:55,739,0,Off,---,---,---,
Capturas 1,11:04:20,740,1,Off,---,---,---,
Capturas 1,11:04:49,---,---,---,---,---,---,
Capturas 1,11:05:16,---,---,---,---,---,---,
Capturas 1,11:05:42,---,---,---,---,---,---,
Capturas 1,11:06:06,738,9,---,---,---,---,
Capturas 1,11:06:30,741,9,---,---,---,---,
Capturas 1,11:06:53,738,8,Off,---,---,---,
Capturas 1,11:07:22,---,---,---,---,---,---,
Capturas 1,11:07:49,---,---,---,---,---,---,
Capturas 1,11:08:12,739,9,Off,---,---,---,
Capturas 1,11:08:40,---,---,---,---,---,---,
Capturas 1,11:09:04,742,6,---,---,---,---,
Capturas 1,11:09:28,738,6,Off,---,---,---,
Capturas 1,11:09:56,---,---,---,---,---,---,
Capturas 1,11:10:23,---,---,---,---,---,---,
Capturas 1,11:10:47,738,4,---,---,---,---,
Capturas 1,11:11:10,738,7,Off,---,---,---,
Capturas 1,11:11:35,740,3,Off,---,---,---,
Capturas 1,11:12:04,---,---,---,---,---,---,
Capturas 1,11:12:30,---,---,---,---,---,---,
Capturas 1,11:12:53,739,1,Off,---,---,---,
Capturas 1,11:13:20,744,2,---,---,---,---,
Capturas 1,11:13:43,739,7,Off,---,---,---,
Capturas 1,11:14:08,739,1,Off,---,---,---,
Capturas 1,11:14:33,738,7,Off,---,---,---,
Capturas 1,11:15:02,---,---,---,---,---,---,
Capturas 1,11:15:28,---,---,---,---,---,---,
Capturas 1,11:15:51,739,2,Off,---,---,---,
Capturas 1,11:16:20,---,---,---,---,---,---,
Capturas 1,11:16:46,---,---,---,---,---,---,
Capturas 1,11:17:09,738,4,Off,---,---,---,
Capturas 1,11:17:34,738,4,Off,---,---,---,
Capturas 1,11:17:59,738,2,Off,---,---,---,
Capturas 1,11:18:28,---,---,---,---,---,---,
Capturas 1,11:18:51,739,0,Off,---,---,---,
Capturas 1,11:19:17,744,9,---,---,---,---,
Capturas 1,11:19:41,739,4,Off,---,---,---,
Capturas 1,11:20:06,738,6,Off,---,---,---,
Capturas 1,11:20:34,---,---,---,---,---,---,
Capturas 1,11:20:57,739,1,Off,---,---,---,
Capturas 1,11:21:26,---,---,---,---,---,---,
Capturas 1,11:21:50,738,7,---,---,---,---,
Capturas 1,11:22:13,739,6,Off,---,---,---,
Capturas 1,11:22:38,738,4,Off,---,---,---,
Capturas 1,11:23:03,738,8,Off,---,---,---,
Capturas 1,11:23:28,738,8,Off,---,---,---,
Capturas 1,11:23:54,737,9,Off,---,---,---,
Capturas 1,11:24:19,738,7,Off,---,---,---,
Capturas 1,11:24:44,739,0,Off,---,---,---,
Capturas 1,11:25:09,738,9,Off,---,---,---,
Capturas 1,11:25:34,739,6,Off,---,---,---,
Capturas 1,11:26:03,---,---,---,---,---,---,
Capturas 1,11:26:26,738,7,Off,---,---,---,
Capturas 1,11:26:52,738,9,---,---,---,---,
Capturas 1,11:27:15,739,2,Off,---,---,---,
Capturas 1,11:27:40,740,0,Off,---,---,---,
Capturas 1,11:28:05,739,9,Off,---,---,---,
Capturas 1,11:28:30,739,6,Off,---,---,---,
Capturas 1,11:28:55,739,4,Off,---,---,---,
Capturas 1,11:29:21,739,0,Off,---,---,---,
Capturas 1,11:29:46,739,9,Off,---,---,---,
Capturas 1,11:30:11,739,5,Off,---,---,---,
Capturas 1,11:30:36,740,1,Off,---,---,---,
Capturas 1,11:31:01,739,9,Off,---,---,---,
Capturas 1,11:31:26,740,9,Off,---,---,---,
Capturas 1,11:31:55,---,---,---,---,---,---,
Capturas 1,11:32:18,740,7,Off,---,---,---,
Capturas 1,11:32:43,739,7,Off,---,---,---,
Capturas 1,11:33:08,739,7,Off,---,---,---,
Capturas 1,11:33:33,740,2,Off,---,---,---,
Capturas 1,11:33:58,740,3,Off,---,---,---,
Capturas 1,11:34:23,740,3,Off,---,---,---,
Capturas 1,11:34:48,740,4,Off,---,---,---,
Capturas 1,11:35:13,740,3,Off,---,---,---,
Capturas 1,11:35:38,740,7,Off,---,---,---,
Capturas 1,11:36:04,740,4,Off,---,---,---,
Capturas 1,11:36:29,740,4,Off,---,---,---,
Capturas 1,11:36:54,740,6,Off,---,---,---,
Capturas 1,11:37:19,740,4,Off,---,---,---,
Capturas 1,11:37:44,740,7,Off,---,---,---,
Capturas 1,11:38:09,740,4,Off,---,---,---,
Capturas 1,11:38:34,740,1,Off,---,---,---,
Capturas 1,11:38:57,740,4,Off,---,---,---,
Capturas 1,11:39:23,740,2,Off,---,---,---,
Capturas 1,11:39:48,740,7,Off,---,---,---,
Capturas 1,11:40:13,740,6,Off,---,---,---,
Capturas 1,11:40:38,740,7,Off,---,---,---,
Capturas 1,11:41:03,740,6,Off,---,---,---,
Capturas 1,11:41:28,741,6,Off,---,---,---,
Capturas 1,11:41:53,740,9,Off,---,---,---,
Capturas 1,11:42:18,740,1,Off,---,---,---,
Capturas 1,11:42:43,739,9,Off,---,---,---,
Capturas 1,11:43:08,739,9,Off,---,---,---,
Capturas 1,11:43:34,740,0,Off,---,---,---,
Capturas 1,11:43:59,741,1,Off,---,---,---,
Capturas 1,11:44:24,739,7,Off,---,---,---,
Capturas 1,11:44:49,740,3,Off,---,---,---,
Capturas 1,11:45:14,739,8,Off,---,---,---,
Capturas 1,11:45:39,741,9,Off,---,---,---,
Capturas 1,11:46:04,740,1,Off,---,---,---,
Capturas 1,11:46:29,740,7,Off,---,---,---,
Capturas 1,11:46:54,741,5,Off,---,---,---,
Capturas 1,11:47:19,740,6,Off,---,---,---,
Capturas 1,11:47:45,740,1,On,---,---,---,
Capturas 1,11:48:09,740,1,Off,---,---,---,
Capturas 1,11:48:34,741,6,Off,---,---,---,
Capturas 1,11:48:59,---,---,---,---,---,---,
Capturas 1,11:49:24,766,3,Off,---,---,---,
Capturas 1,11:49:49,766,4,Off,---,---,---,
Capturas 1,11:50:15,767,4,Off,---,---,---,
Capturas 1,11:50:40,765,2,Off,---,---,---,
Capturas 1,11:51:05,765,7,Off,---,---,---,
Capturas 1,11:51:30,766,4,Off,---,---,---,
Capturas 1,11:51:55,766,5,Off,---,---,---,
Capturas 1,11:52:20,766,9,Off,---,---,---,
Capturas 1,11:52:45,765,8,Off,---,---,---,
Capturas 1,11:53:14,---,---,---,---,---,---,
Capturas 1,11:53:38,770,0,---,---,---,---,
Capturas 1,11:54:01,767,0,Off,---,---,---,
Capturas 1,11:54:26,766,2,Off,---,---,---,
Capturas 1,11:54:51,766,3,Off,---,---,---,
Capturas 1,11:55:16,766,6,Off,---,---,---,
Capturas 1,11:55:39,766,7,Off,---,---,---,
Capturas 1,11:56:04,767,2,Off,---,---,---,
Capturas 1,11:56:29,767,9,Off,---,---,---,
Capturas 1,11:56:54,766,7,Off,---,---,---,
Capturas 1,11:57:20,761,9,Off,---,---,---,
Capturas 1,11:57:46,766,3,On,---,---,---,
Capturas 1,11:58:10,766,9,Off,---,---,---,
Capturas 1,11:58:35,766,6,Off,---,---,---,
Capturas 1,11:59:04,---,---,---,---,---,---,
Capturas 1,11:59:26,766,5,Off,---,---,---,
Capturas 1,11:59:52,766,6,Off,---,---,---,
Capturas 1,12:00:17,767,1,Off,---,---,---,
Capturas 1,12:00:42,766,8,Off,---,---,---,
Capturas 1,12:01:07,766,9,Off,---,---,---,
Capturas 1,12:01:32,766,5,Off,---,---,---,
Capturas 1,12:02:01,---,---,---,---,---,---,
Capturas 1,12:02:24,768,4,Off,---,---,---,
Capturas 1,12:02:49,767,2,Off,---,---,---,
Capturas 1,12:03:14,767,2,Off,---,---,---,
Capturas 1,12:03:40,770,6,---,---,---,---,
Capturas 1,12:04:07,---,---,---,---,---,---,
Capturas 1,12:04:30,767,6,Off,---,---,---,
Capturas 1,12:04:55,767,2,Off,---,---,---,
Capturas 1,12:05:23,---,---,---,---,---,---,
Capturas 1,12:05:46,768,4,Off,---,---,---,
Capturas 1,12:06:12,767,6,On,---,---,---,
Capturas 1,12:06:36,753,7,Off,---,---,---,
Capturas 1,12:07:05,---,---,---,---,---,---,
Capturas 1,12:07:32,---,---,---,---,---,---,
Capturas 1,12:08:01,---,---,---,---,---,---,
Capturas 1,12:08:28,---,---,---,---,---,---,
Capturas 1,12:08:50,570,4,Off,---,---,---,
Capturas 1,12:09:15,536,8,Off,---,---,---,
Capturas 1,12:09:44,---,---,---,---,---,---,
Capturas 1,12:10:11,---,---,---,---,---,---,
Capturas 1,12:10:37,---,---,---,---,---,---,
Capturas 1,12:11:00,395,0,Off,---,---,---,
Capturas 1,12:11:25,357,7,Off,---,---,---,
Capturas 1,12:11:50,327,0,Off,---,---,---,
Capturas 1,12:12:15,292,0,Off,---,---,---,
Capturas 1,12:12:40,257,8,Off,---,---,---,
