Code,Tiempo,Escalas(m),Datos1(Fa),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Estribor,11:04:16,---,---,---,---,---,---,
Estribor,11:04:42,950,5,36,1,---,---,
Estribor,11:05:12,---,---,---,---,---,---,
Estribor,11:05:40,---,---,---,---,---,---,
Estribor,11:06:05,948,7,---,---,---,---,
Estribor,11:06:30,949,2,36,7,---,---,
Estribor,11:06:54,950,9,36,0,---,---,
Estribor,11:07:18,949,6,37,3,---,---,
Estribor,11:07:44,949,6,35,5,---,---,
Estribor,11:08:14,---,---,---,---,---,---,
Estribor,11:08:38,951,0,34,8,---,---,
Estribor,11:09:04,950,3,36,8,---,---,
Estribor,11:09:34,---,---,---,---,---,---,
Estribor,11:10:03,---,---,---,---,---,---,
Estribor,11:10:28,949,9,34,3,---,---,
Estribor,11:10:54,951,0,33,9,---,---,
Estribor,11:11:24,---,---,---,---,---,---,
Estribor,11:11:48,951,4,32,3,---,---,
Estribor,11:12:17,---,---,---,---,---,---,
Estribor,11:12:41,950,6,31,9,---,---,
Estribor,11:13:10,---,---,---,---,---,---,
Estribor,11:13:38,---,---,---,---,---,---,
Estribor,11:14:05,---,---,---,---,---,---,
Estribor,11:14:30,951,9,30,8,---,---,
Estribor,11:14:58,951,7,---,---,---,---,
Estribor,11:15:26,---,---,---,---,---,---,
Estribor,11:15:50,951,8,30,7,---,---,
Estribor,11:16:19,950,7,---,---,---,---,
Estribor,11:16:47,---,---,---,---,---,---,
Estribor,11:17:12,951,0,---,---,---,---,
Estribor,11:17:41,---,---,---,---,---,---,
Estribor,11:18:06,950,9,---,---,---,---,
Estribor,11:18:32,951,1,---,---,---,---,
Estribor,11:18:57,951,0,31,8,---,---,
Estribor,11:19:23,953,6,30,0,---,---,
Estribor,11:19:50,951,2,---,---,---,---,
Estribor,11:20:18,950,6,---,---,---,---,
Estribor,11:20:45,---,---,---,---,---,---,
Estribor,11:21:10,951,1,---,---,---,---,
Estribor,11:21:38,---,---,---,---,---,---,
Estribor,11:22:03,952,0,30,9,---,---,
Estribor,11:22:33,---,---,---,---,---,---,
Estribor,11:22:58,951,2,---,---,---,---,
Estribor,11:23:24,951,9,---,---,---,---,
Estribor,11:23:51,---,---,---,---,---,---,
Estribor,11:24:16,951,7,30,1,---,---,
Estribor,11:24:42,951,1,29,1,---,---,
Estribor,11:25:11,---,---,---,---,---,---,
Estribor,11:25:35,951,0,33,7,---,---,
