Code,Tiempo,Escalas(m),Datos1(Fa),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Estribor,07:34:14,---,---,---,---,---,---,
Estribor,07:34:38,524,0,24,1,---,---,
Estribor,07:35:03,523,7,24,9,---,---,
Estribor,07:35:30,523,4,27,5,---,---,
Estribor,07:35:55,523,4,28,1,---,---,
Estribor,07:36:20,523,9,28,1,---,---,
Estribor,07:36:46,524,6,27,1,---,---,
Estribor,07:37:11,524,2,26,5,---,---,
Estribor,07:37:37,524,6,26,7,---,---,
Estribor,07:38:06,---,---,---,---,---,---,
Estribor,07:38:29,524,6,---,---,---,---,
Estribor,07:38:53,525,4,27,0,---,---,
Estribor,07:39:18,524,8,26,9,---,---,
Estribor,07:39:44,525,2,28,0,---,---,
Estribor,07:40:08,524,7,27,2,---,---,
Estribor,07:40:33,524,9,27,0,---,---,
Estribor,07:41:03,---,---,---,---,---,---,
Estribor,07:41:30,---,---,---,---,---,---,
Estribor,07:41:52,526,3,25,9,---,---,
Estribor,07:42:17,526,2,26,9,---,---,
Estribor,07:42:42,524,9,26,8,---,---,
Estribor,07:43:11,527,0,---,---,---,---,
Estribor,07:43:33,525,1,26,2,---,---,
Estribor,07:43:58,525,2,26,4,---,---,
Estribor,07:44:28,---,---,---,---,---,---,
Estribor,07:44:52,524,9,27,0,---,---,
Estribor,07:45:20,524,7,26,8,---,---,
Estribor,07:45:47,526,0,26,7,---,---,
Estribor,07:46:12,525,4,25,7,---,---,
Estribor,07:46:39,525,1,31,5,---,---,
Estribor,07:47:03,524,9,29,1,---,---,
Estribor,07:47:28,524,6,26,2,---,---,
Estribor,07:47:55,532,3,---,---,---,---,
Estribor,07:48:22,---,---,---,---,---,---,
Estribor,07:48:49,---,---,---,---,---,---,
Estribor,07:49:15,---,---,---,---,---,---,
Estribor,07:49:39,---,---,---,---,---,---,
Estribor,07:50:06,---,---,---,---,---,---,
Estribor,07:50:34,---,---,---,---,---,---,
Estribor,07:50:57,552,9,26,5,---,---,
Estribor,07:51:22,552,7,26,4,---,---,
Estribor,07:51:47,552,6,25,8,---,---,
Estribor,07:52:17,---,---,---,---,---,---,
Estribor,07:52:40,554,2,---,---,---,---,
Estribor,07:53:06,---,---,---,---,---,---,
Estribor,07:53:29,554,3,25,0,---,---,
Estribor,07:53:54,553,2,25,2,---,---,
Estribor,07:54:24,---,---,---,---,---,---,
Estribor,07:54:46,553,7,24,2,---,---,
Estribor,07:55:16,---,---,---,---,---,---,
Estribor,07:55:42,---,---,---,---,---,---,
Estribor,07:56:10,---,---,---,---,---,---,
Estribor,07:56:33,552,7,25,0,---,---,
Estribor,07:57:02,---,---,---,---,---,---,
Estribor,07:57:30,---,---,---,---,---,---,
Estribor,07:57:57,---,---,---,---,---,---,
Estribor,07:58:22,618,5,---,---,---,---,
Estribor,07:58:46,---,24,9,---,---,---,
Estribor,07:59:13,---,---,---,---,---,---,
Estribor,07:59:36,553,7,24,6,---,---,
Estribor,08:00:01,552,7,25,5,---,---,
Estribor,08:00:28,555,4,24,3,---,---,
