Code,Tiempo,Escalas(m),Datos1(m),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Abertura,21:19:03,1731,7,189,7,---,---,
Abertura,21:19:41,1795,9,124,7,---,---,
Abertura,21:20:02,---,---,---,---,---,---,
Abertura,21:20:23,469,1,---,---,---,---,
Abertura,21:20:44,---,---,---,---,---,---,
Abertura,21:21:06,1796,4,121,0,---,---,
Abertura,21:21:28,1795,6,121,3,---,---,
Abertura,21:21:51,---,---,---,---,---,---,
Abertura,21:22:13,1733,2,185,0,---,---,
Abertura,21:22:34,1713,6,205,8,---,---,
Abertura,21:22:56,1681,5,235,9,---,---,
Abertura,21:23:16,---,---,---,---,---,---,
Abertura,21:23:41,1796,5,---,---,---,---,
Abertura,21:24:04,1795,1,---,---,---,---,
Abertura,21:24:26,1796,6,124,1,---,---,
Abertura,21:24:48,---,---,---,---,---,---,
Abertura,21:25:09,---,---,---,---,---,---,
Abertura,21:25:35,1795,6,126,4,---,---,
Abertura,21:26:03,---,---,---,---,---,---,
Abertura,21:26:23,1036,1,---,---,---,---,
Abertura,21:26:48,---,---,---,---,---,---,
Abertura,21:27:12,1795,5,---,---,---,---,
Abertura,21:27:34,---,---,---,---,---,---,
Abertura,21:27:56,1795,6,124,3,---,---,
Abertura,21:28:22,---,---,---,---,---,---,
Abertura,21:28:45,1795,5,123,4,---,---,
Abertura,21:29:08,1796,4,122,7,---,---,
Abertura,21:29:31,---,---,---,---,---,---,
Abertura,21:29:54,378,9,---,---,---,---,
Abertura,21:30:17,---,---,---,---,---,---,
Abertura,21:30:40,1707,9,210,0,---,---,
Abertura,21:31:04,---,---,---,---,---,---,
Abertura,21:31:28,1400,1,---,---,---,---,
Abertura,21:31:53,---,---,---,---,---,---,
Abertura,21:32:18,2516,7,---,---,---,---,
Abertura,21:32:41,---,121,7,---,---,---,
Abertura,21:33:03,---,---,---,---,---,---,
Abertura,21:33:24,---,---,---,---,---,---,
Abertura,21:33:48,---,---,---,---,---,---,
Abertura,21:34:09,818,8,---,---,---,---,
Abertura,21:34:30,---,124,3,---,---,---,
Abertura,21:34:56,---,---,---,---,---,---,
Abertura,21:35:20,589,9,---,---,---,---,
Abertura,21:35:41,---,121,9,---,---,---,
Abertura,21:36:04,---,---,---,---,---,---,
Abertura,21:36:28,1796,0,121,3,---,---,
Abertura,21:36:52,---,---,---,---,---,---,
Abertura,21:37:14,1796,4,124,9,---,---,
Abertura,21:37:33,---,---,---,---,---,---,
Abertura,21:37:55,3,9,---,---,---,---,
Abertura,21:38:17,---,124,6,---,---,---,
Abertura,21:38:38,---,---,---,---,---,---,
Abertura,21:39:04,2370,4,---,---,---,---,
Abertura,21:39:25,---,---,---,---,---,---,
Abertura,21:39:45,54,1,---,---,---,---,
Abertura,21:40:06,---,---,---,---,---,---,
Abertura,21:40:26,---,---,---,---,---,---,
Abertura,21:40:50,2522,2,---,---,---,---,
Abertura,21:41:11,---,---,---,---,---,---,
Abertura,21:41:34,1796,0,121,9,---,---,
Abertura,21:41:58,1796,2,120,0,---,---,
Abertura,21:42:20,---,---,---,---,---,---,
Abertura,21:42:42,1796,4,119,3,---,---,
Abertura,21:43:03,---,---,---,---,---,---,
Abertura,21:43:29,1796,6,122,0,---,---,
Abertura,21:43:55,---,---,---,---,---,---,
Abertura,21:44:16,---,---,---,---,---,---,
Abertura,21:44:37,1088,4,---,---,---,---,
Abertura,21:45:00,---,120,5,---,---,---,
Abertura,21:45:22,636,2,---,---,---,---,
Abertura,21:45:41,606,6,---,---,---,---,
Abertura,21:46:01,---,---,---,---,---,---,
Abertura,21:46:25,740,1,---,---,---,---,
Abertura,21:46:49,---,124,4,---,---,---,
Abertura,21:47:11,1796,4,122,8,---,---,
Abertura,21:47:31,---,---,---,---,---,---,
Abertura,21:47:57,1797,1,122,1,---,---,
Abertura,21:48:22,---,---,---,---,---,---,
Abertura,21:48:48,443,4,---,---,---,---,
Abertura,21:49:10,---,122,7,---,---,---,
Abertura,21:49:33,1796,8,124,3,---,---,
Abertura,21:49:55,1796,7,125,4,---,---,
Abertura,21:50:18,---,---,---,---,---,---,
Abertura,21:50:41,1796,6,125,3,---,---,
Abertura,21:51:04,1796,6,124,0,---,---,
Abertura,21:51:29,1796,6,125,1,---,---,
Abertura,21:51:50,---,---,---,---,---,---,
Abertura,21:52:14,1565,7,---,---,---,---,
Abertura,21:52:38,---,---,---,---,---,---,
Abertura,21:53:00,1797,1,122,8,---,---,
Abertura,21:53:23,---,---,---,---,---,---,
Abertura,21:53:48,1797,0,121,9,---,---,
Abertura,21:54:09,---,---,---,---,---,---,
Abertura,21:54:32,1796,9,121,3,---,---,
Abertura,21:54:55,---,---,---,---,---,---,
Abertura,21:55:16,1007,4,---,---,---,---,
Abertura,21:55:38,---,123,2,---,---,---,
Abertura,21:56:03,1190,2,---,---,---,---,
Abertura,21:56:32,---,---,---,---,---,---,
Abertura,21:56:53,---,123,5,---,---,---,
Abertura,21:57:18,2733,4,---,---,---,---,
Abertura,21:57:37,---,---,---,---,---,---,
Abertura,21:57:58,269,2,---,---,---,---,
Abertura,21:58:23,---,124,6,---,---,---,
Abertura,21:58:44,868,9,---,---,---,---,
Abertura,21:59:07,---,122,0,---,---,---,
Abertura,21:59:31,1323,4,---,---,---,---,
Abertura,21:59:56,---,---,---,---,---,---,
Abertura,22:00:19,1775,4,---,---,---,---,
Abertura,22:00:39,1797,0,126,0,---,---,
Abertura,22:01:00,---,---,---,---,---,---,
Abertura,22:01:21,1796,5,127,7,---,---,
Abertura,22:01:42,---,---,---,---,---,---,
Abertura,22:02:05,1797,8,121,1,---,---,
Abertura,22:02:25,---,---,---,---,---,---,
Abertura,22:02:49,840,5,---,---,---,---,
Abertura,22:03:11,---,120,9,---,---,---,
Abertura,22:03:33,1469,1,---,---,---,---,
Abertura,22:03:51,---,---,---,---,---,---,
Abertura,22:04:14,1795,9,125,1,---,---,
Abertura,22:04:37,---,---,---,---,---,---,
Abertura,22:05:01,1796,8,122,8,---,---,
Abertura,22:05:23,---,---,---,---,---,---,
Abertura,22:05:46,1797,0,124,6,---,---,
Abertura,22:06:06,---,---,---,---,---,---,
Abertura,22:06:27,33,0,---,---,---,---,
Abertura,22:06:48,---,---,---,---,---,---,
Abertura,22:07:13,1227,7,---,---,---,---,
Abertura,22:07:35,---,119,3,---,---,---,
Abertura,22:07:56,326,0,---,---,---,---,
Abertura,22:08:18,---,118,9,---,---,---,
Abertura,22:08:40,---,---,---,---,---,---,
Abertura,22:09:03,1796,8,124,9,---,---,
Abertura,22:09:24,---,---,---,---,---,---,
Abertura,22:09:47,1796,3,126,7,---,---,
Abertura,22:10:09,1796,1,123,9,---,---,
Abertura,22:10:30,---,---,---,---,---,---,
Abertura,22:10:53,1074,4,---,---,---,---,
Abertura,22:11:13,---,---,---,---,---,---,
Abertura,22:11:34,---,---,---,---,---,---,
Abertura,22:11:56,63,6,---,---,---,---,
Abertura,22:12:20,---,---,---,---,---,---,
Abertura,22:12:43,1796,8,122,3,---,---,
Abertura,22:13:05,---,---,---,---,---,---,
Abertura,22:13:28,210,3,---,---,---,---,
Abertura,22:13:51,---,---,---,---,---,---,
Abertura,22:14:15,1796,5,119,4,---,---,
Abertura,22:14:38,---,---,---,---,---,---,
Abertura,22:14:58,266,4,---,---,---,---,
Abertura,22:15:17,---,---,---,---,---,---,
Abertura,22:15:38,78,9,---,---,---,---,
Abertura,22:16:01,---,---,---,---,---,---,
Abertura,22:16:24,473,7,---,---,---,---,
Abertura,22:16:48,---,120,9,---,---,---,
Abertura,22:17:10,504,7,---,---,---,---,
Abertura,22:17:32,---,121,0,---,---,---,
Abertura,22:17:54,970,7,---,---,---,---,
Abertura,22:18:17,---,118,6,---,---,---,
Abertura,22:18:41,1796,5,120,6,---,---,
Abertura,22:19:03,---,---,---,---,---,---,
Abertura,22:19:24,677,3,---,---,---,---,
Abertura,22:19:46,---,121,4,---,---,---,
Abertura,22:20:09,1796,4,122,4,---,---,
Abertura,22:20:30,1796,3,120,6,---,---,
Abertura,22:20:52,1795,5,118,7,---,---,
Abertura,22:21:14,---,---,---,---,---,---,
Abertura,22:21:39,1677,7,---,---,---,---,
Abertura,22:22:04,---,---,---,---,---,---,
Abertura,22:22:27,---,---,---,---,---,---,
Abertura,22:22:54,---,---,---,---,---,---,
Abertura,22:23:19,1792,3,---,---,---,---,
Abertura,22:23:41,1792,7,118,7,---,---,
Abertura,22:24:06,---,---,---,---,---,---,
Abertura,22:24:30,---,---,---,---,---,---,
Abertura,22:24:52,1791,4,120,8,---,---,
Abertura,22:25:17,---,---,---,---,---,---,
Abertura,22:25:40,1692,3,---,---,---,---,
Abertura,22:26:03,---,---,---,---,---,---,
Abertura,22:26:29,1169,7,---,---,---,---,
Abertura,22:26:51,---,116,3,---,---,---,
Abertura,22:27:16,1790,2,113,2,---,---,
Abertura,22:27:38,---,---,---,---,---,---,
Abertura,22:28:04,2964,1,---,---,---,---,
