Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,12:59:38,1145,2,---,---,---,---,
Capturas 1,13:00:00,1144,5,Off,---,---,---,
Capturas 1,13:00:30,---,---,---,---,---,---,
Capturas 1,13:00:55,---,---,---,---,---,---,
Capturas 1,13:01:17,1143,7,---,---,---,---,
Capturas 1,13:01:42,1145,1,Off,---,---,---,
Capturas 1,13:02:09,---,---,---,---,---,---,
Capturas 1,13:02:35,1143,4,---,---,---,---,
Capturas 1,13:02:58,1143,7,---,---,---,---,
Capturas 1,13:03:20,1148,0,Off,---,---,---,
Capturas 1,13:03:48,---,---,---,---,---,---,
Capturas 1,13:04:15,---,---,---,---,---,---,
Capturas 1,13:04:39,1143,5,Off,---,---,---,
Capturas 1,13:05:03,1144,7,Off,---,---,---,
Capturas 1,13:05:31,---,---,---,---,---,---,
Capturas 1,13:05:53,1144,2,Off,---,---,---,
Capturas 1,13:06:19,1144,6,Off,---,---,---,
Capturas 1,13:06:48,---,---,---,---,---,---,
Capturas 1,13:07:14,1144,5,---,---,---,---,
Capturas 1,13:07:39,---,---,---,---,---,---,
Capturas 1,13:08:04,1144,2,---,---,---,---,
Capturas 1,13:08:32,---,---,---,---,---,---,
Capturas 1,13:08:58,1149,2,Off,---,---,---,
Capturas 1,13:09:23,1144,4,---,---,---,---,
Capturas 1,13:09:48,1146,4,---,---,---,---,
Capturas 1,13:10:12,1143,9,---,---,---,---,
Capturas 1,13:10:35,1143,9,---,---,---,---,
Capturas 1,13:10:57,1145,1,Off,---,---,---,
Capturas 1,13:11:23,1147,1,Off,---,---,---,
Capturas 1,13:11:52,1145,0,---,---,---,---,
Capturas 1,13:12:18,---,---,---,---,---,---,
Capturas 1,13:12:43,---,---,---,---,---,---,
Capturas 1,13:13:12,---,---,---,---,---,---,
Capturas 1,13:13:38,---,---,---,---,---,---,
Capturas 1,13:14:02,---,---,---,---,---,---,
Capturas 1,13:14:30,---,---,---,---,---,---,
Capturas 1,13:14:55,---,---,---,---,---,---,
Capturas 1,13:15:19,1144,5,Off,---,---,---,
Capturas 1,13:15:47,---,---,---,---,---,---,
Capturas 1,13:16:16,---,---,---,---,---,---,
Capturas 1,13:16:42,---,---,---,---,---,---,
Capturas 1,13:17:09,---,---,---,---,---,---,
Capturas 1,13:17:33,1147,0,Off,---,---,---,
Capturas 1,13:17:58,1145,1,---,---,---,---,
Capturas 1,13:18:24,---,---,---,---,---,---,
Capturas 1,13:18:49,---,---,---,---,---,---,
Capturas 1,13:19:13,1148,3,---,---,---,---,
Capturas 1,13:19:42,---,---,---,---,---,---,
Capturas 1,13:20:12,---,---,---,---,---,---,
Capturas 1,13:20:38,---,---,---,---,---,---,
Capturas 1,13:21:03,1150,1,---,---,---,---,
Capturas 1,13:21:30,---,---,---,---,---,---,
Capturas 1,13:21:58,---,---,---,---,---,---,
Capturas 1,13:22:25,1145,1,---,---,---,---,
Capturas 1,13:22:50,1148,2,Off,---,---,---,
Capturas 1,13:23:15,1146,6,---,---,---,---,
Capturas 1,13:23:42,---,---,---,---,---,---,
Capturas 1,13:24:13,---,---,---,---,---,---,
Capturas 1,13:24:38,---,---,---,---,---,---,
Capturas 1,13:25:06,---,---,---,---,---,---,
Capturas 1,13:25:32,1143,0,---,---,---,---,
Capturas 1,13:25:58,---,---,---,---,---,---,
Capturas 1,13:26:26,---,---,---,---,---,---,
Capturas 1,13:26:54,---,---,---,---,---,---,
Capturas 1,13:27:19,1149,2,---,---,---,---,
Capturas 1,13:27:46,1145,4,Off,---,---,---,
Capturas 1,13:28:13,---,---,---,---,---,---,
Capturas 1,13:28:41,---,---,---,---,---,---,
Capturas 1,13:29:09,---,---,---,---,---,---,
Capturas 1,13:29:35,---,---,---,---,---,---,
Capturas 1,13:30:03,---,---,---,---,---,---,
Capturas 1,13:30:30,---,---,---,---,---,---,
Capturas 1,13:30:56,1146,8,---,---,---,---,
Capturas 1,13:31:24,---,---,---,---,---,---,
Capturas 1,13:31:52,---,---,---,---,---,---,
Capturas 1,13:32:19,---,---,---,---,---,---,
Capturas 1,13:32:44,---,---,---,---,---,---,
Capturas 1,13:33:11,---,---,---,---,---,---,
Capturas 1,13:33:37,---,---,---,---,---,---,
Capturas 1,13:34:01,1145,6,Off,---,---,---,
Capturas 1,13:34:31,---,---,---,---,---,---,
Capturas 1,13:34:55,1147,5,Off,---,---,---,
Capturas 1,13:35:25,---,---,---,---,---,---,
Capturas 1,13:35:50,1145,9,---,---,---,---,
Capturas 1,13:36:14,1145,7,Off,---,---,---,
Capturas 1,13:36:40,---,---,---,---,---,---,
Capturas 1,13:37:05,---,---,---,---,---,---,
Capturas 1,13:37:28,1151,8,---,---,---,---,
Capturas 1,13:37:52,1145,8,Off,---,---,---,
Capturas 1,13:38:19,---,---,---,---,---,---,
Capturas 1,13:38:42,1146,9,---,---,---,---,
Capturas 1,13:39:10,---,---,---,---,---,---,
Capturas 1,13:39:38,---,---,---,---,---,---,
Capturas 1,13:40:02,1146,5,Off,---,---,---,
Capturas 1,13:40:28,1145,2,On,---,---,---,
Capturas 1,13:40:52,1149,8,---,---,---,---,
Capturas 1,13:41:16,1146,8,---,---,---,---,
Capturas 1,13:41:44,---,---,---,---,---,---,
Capturas 1,13:42:09,1145,7,---,---,---,---,
Capturas 1,13:42:34,---,---,---,---,---,---,
Capturas 1,13:42:57,1151,2,---,---,---,---,
Capturas 1,13:43:23,---,---,---,---,---,---,
Capturas 1,13:43:53,---,---,---,---,---,---,
Capturas 1,13:44:21,---,---,---,---,---,---,
Capturas 1,13:44:46,1144,7,---,---,---,---,
Capturas 1,13:45:12,---,---,---,---,---,---,
Capturas 1,13:45:39,---,---,---,---,---,---,
Capturas 1,13:46:06,---,---,---,---,---,---,
Capturas 1,13:46:32,---,---,---,---,---,---,
Capturas 1,13:46:58,---,---,---,---,---,---,
Capturas 1,13:47:20,1146,0,Off,---,---,---,
Capturas 1,13:47:49,1146,2,---,---,---,---,
Capturas 1,13:48:17,---,---,---,---,---,---,
Capturas 1,13:48:44,---,---,---,---,---,---,
Capturas 1,13:49:08,1150,3,---,---,---,---,
Capturas 1,13:49:30,1143,0,Off,---,---,---,
Capturas 1,13:49:53,---,---,---,---,---,---,
Capturas 1,13:50:22,---,---,---,---,---,---,
Capturas 1,13:50:51,---,---,---,---,---,---,
Capturas 1,13:51:20,---,---,---,---,---,---,
Capturas 1,13:51:50,---,---,---,---,---,---,
Capturas 1,13:52:16,---,---,---,---,---,---,
Capturas 1,13:52:40,964,2,---,---,---,---,
Capturas 1,13:53:08,---,---,---,---,---,---,
Capturas 1,13:53:35,915,0,---,---,---,---,
Capturas 1,13:54:00,---,---,---,---,---,---,
Capturas 1,13:54:22,867,8,Off,---,---,---,
Capturas 1,13:54:47,844,8,Off,---,---,---,
Capturas 1,13:55:17,---,---,---,---,---,---,
Capturas 1,13:55:47,---,---,---,---,---,---,
Capturas 1,13:56:11,771,5,---,---,---,---,
