Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,07:23:55,---,---,---,---,---,---,
Capturas 1,07:24:17,655,0,Off,---,---,---,
Capturas 1,07:24:46,---,---,---,---,---,---,
Capturas 1,07:25:09,661,6,Off,---,---,---,
Capturas 1,07:25:34,660,2,Off,---,---,---,
Capturas 1,07:25:59,661,4,Off,---,---,---,
Capturas 1,07:26:25,661,4,Off,---,---,---,
Capturas 1,07:26:50,660,7,Off,---,---,---,
Capturas 1,07:27:19,---,---,---,---,---,---,
Capturas 1,07:27:42,659,9,Off,---,---,---,
Capturas 1,07:28:07,659,8,Off,---,---,---,
Capturas 1,07:28:32,660,7,Off,---,---,---,
Capturas 1,07:28:57,660,9,Off,---,---,---,
Capturas 1,07:29:22,660,6,Off,---,---,---,
Capturas 1,07:29:48,661,3,---,---,---,---,
Capturas 1,07:30:11,659,7,Off,---,---,---,
Capturas 1,07:30:38,661,6,---,---,---,---,
Capturas 1,07:31:01,661,0,Off,---,---,---,
Capturas 1,07:31:26,661,9,Off,---,---,---,
Capturas 1,07:31:55,---,---,---,---,---,---,
Capturas 1,07:32:21,---,---,---,---,---,---,
Capturas 1,07:32:48,---,---,---,---,---,---,
Capturas 1,07:33:10,661,2,Off,---,---,---,
Capturas 1,07:33:36,661,2,Off,---,---,---,
Capturas 1,07:34:01,661,7,Off,---,---,---,
Capturas 1,07:34:30,---,---,---,---,---,---,
Capturas 1,07:34:52,661,3,Off,---,---,---,
Capturas 1,07:35:17,661,6,Off,---,---,---,
Capturas 1,07:35:43,661,6,Off,---,---,---,
Capturas 1,07:36:08,662,7,Off,---,---,---,
Capturas 1,07:36:33,661,2,Off,---,---,---,
Capturas 1,07:36:58,662,8,Off,---,---,---,
Capturas 1,07:37:23,662,0,Off,---,---,---,
Capturas 1,07:37:48,661,5,Off,---,---,---,
Capturas 1,07:38:13,662,1,Off,---,---,---,
Capturas 1,07:38:38,661,1,Off,---,---,---,
Capturas 1,07:39:03,661,1,Off,---,---,---,
Capturas 1,07:39:28,661,2,Off,---,---,---,
Capturas 1,07:39:55,662,4,---,---,---,---,
Capturas 1,07:40:19,663,0,---,---,---,---,
Capturas 1,07:40:42,662,1,Off,---,---,---,
Capturas 1,07:41:11,---,---,---,---,---,---,
Capturas 1,07:41:34,661,3,Off,---,---,---,
Capturas 1,07:41:59,661,9,Off,---,---,---,
Capturas 1,07:42:24,662,0,Off,---,---,---,
Capturas 1,07:42:49,662,1,Off,---,---,---,
Capturas 1,07:43:14,661,7,Off,---,---,---,
Capturas 1,07:43:39,662,0,Off,---,---,---,
Capturas 1,07:44:04,662,3,Off,---,---,---,
Capturas 1,07:44:29,662,7,Off,---,---,---,
Capturas 1,07:44:54,662,3,Off,---,---,---,
Capturas 1,07:45:20,661,5,Off,---,---,---,
Capturas 1,07:45:45,661,7,Off,---,---,---,
Capturas 1,07:46:10,663,0,Off,---,---,---,
Capturas 1,07:46:35,662,2,Off,---,---,---,
Capturas 1,07:47:00,662,4,Off,---,---,---,
Capturas 1,07:47:29,---,---,---,---,---,---,
Capturas 1,07:47:53,663,9,---,---,---,---,
Capturas 1,07:48:16,662,0,Off,---,---,---,
Capturas 1,07:48:41,662,1,Off,---,---,---,
Capturas 1,07:49:06,661,9,Off,---,---,---,
Capturas 1,07:49:31,662,1,Off,---,---,---,
Capturas 1,07:49:56,663,5,Off,---,---,---,
Capturas 1,07:50:21,662,8,Off,---,---,---,
Capturas 1,07:50:46,662,8,Off,---,---,---,
Capturas 1,07:51:11,662,6,Off,---,---,---,
Capturas 1,07:51:37,663,0,Off,---,---,---,
Capturas 1,07:52:02,662,8,Off,---,---,---,
Capturas 1,07:52:27,662,9,Off,---,---,---,
Capturas 1,07:52:52,664,2,Off,---,---,---,
Capturas 1,07:53:17,662,0,Off,---,---,---,
Capturas 1,07:53:42,661,9,Off,---,---,---,
Capturas 1,07:54:07,662,3,Off,---,---,---,
Capturas 1,07:54:32,661,7,Off,---,---,---,
Capturas 1,07:54:57,660,6,Off,---,---,---,
Capturas 1,07:55:22,661,5,Off,---,---,---,
Capturas 1,07:55:47,661,9,Off,---,---,---,
Capturas 1,07:56:13,661,5,Off,---,---,---,
Capturas 1,07:56:38,662,1,Off,---,---,---,
Capturas 1,07:57:03,661,2,Off,---,---,---,
Capturas 1,07:57:28,662,0,Off,---,---,---,
Capturas 1,07:57:53,661,7,Off,---,---,---,
Capturas 1,07:58:18,661,4,Off,---,---,---,
Capturas 1,07:58:47,---,---,---,---,---,---,
Capturas 1,07:59:10,662,2,Off,---,---,---,
Capturas 1,07:59:39,---,---,---,---,---,---,
Capturas 1,08:00:01,662,9,Off,---,---,---,
Capturas 1,08:00:26,662,8,Off,---,---,---,
Capturas 1,08:00:51,662,9,Off,---,---,---,
Capturas 1,08:01:17,662,6,Off,---,---,---,
Capturas 1,08:01:42,662,9,Off,---,---,---,
Capturas 1,08:02:07,662,7,Off,---,---,---,
Capturas 1,08:02:32,663,4,Off,---,---,---,
Capturas 1,08:02:57,661,7,Off,---,---,---,
Capturas 1,08:03:26,---,---,---,---,---,---,
Capturas 1,08:03:52,---,---,---,---,---,---,
Capturas 1,08:04:15,663,0,Off,---,---,---,
Capturas 1,08:04:40,663,4,Off,---,---,---,
Capturas 1,08:05:05,663,1,Off,---,---,---,
Capturas 1,08:05:30,663,3,Off,---,---,---,
Capturas 1,08:05:55,663,2,Off,---,---,---,
Capturas 1,08:06:21,662,8,Off,---,---,---,
Capturas 1,08:06:46,662,7,Off,---,---,---,
Capturas 1,08:07:11,662,6,Off,---,---,---,
Capturas 1,08:07:36,662,9,Off,---,---,---,
Capturas 1,08:08:01,662,4,Off,---,---,---,
Capturas 1,08:08:26,663,2,Off,---,---,---,
Capturas 1,08:08:51,663,6,Off,---,---,---,
Capturas 1,08:09:16,662,5,Off,---,---,---,
