Code,Tiempo,Escalas(m),Datos1(),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Capturas 1,06:13:46,912,2,Off,---,---,---,
Capturas 1,06:14:11,911,3,Off,---,---,---,
Capturas 1,06:14:35,911,7,Off,---,---,---,
Capturas 1,06:14:58,911,2,Off,---,---,---,
Capturas 1,06:15:23,911,8,Off,---,---,---,
Capturas 1,06:15:47,911,8,Off,---,---,---,
Capturas 1,06:16:12,912,7,Off,---,---,---,
Capturas 1,06:16:37,913,2,Off,---,---,---,
Capturas 1,06:17:01,911,9,Off,---,---,---,
Capturas 1,06:17:28,912,2,Off,---,---,---,
Capturas 1,06:17:52,911,3,Off,---,---,---,
Capturas 1,06:18:17,912,1,Off,---,---,---,
Capturas 1,06:18:47,---,---,---,---,---,---,
Capturas 1,06:19:11,913,4,Off,---,---,---,
Capturas 1,06:19:38,912,4,Off,---,---,---,
Capturas 1,06:20:07,915,2,---,---,---,---,
Capturas 1,06:20:30,912,9,Off,---,---,---,
Capturas 1,06:21:00,---,---,---,---,---,---,
Capturas 1,06:21:24,912,6,---,---,---,---,
Capturas 1,06:21:48,912,7,Off,---,---,---,
Capturas 1,06:22:14,912,1,---,---,---,---,
Capturas 1,06:22:38,912,2,---,---,---,---,
Capturas 1,06:23:00,911,4,Off,---,---,---,
Capturas 1,06:23:26,910,9,---,---,---,---,
Capturas 1,06:23:53,---,---,---,---,---,---,
Capturas 1,06:24:16,912,6,---,---,---,---,
Capturas 1,06:24:40,912,5,---,---,---,---,
Capturas 1,06:25:07,---,---,---,---,---,---,
Capturas 1,06:25:33,---,---,---,---,---,---,
Capturas 1,06:25:59,---,---,---,---,---,---,
Capturas 1,06:26:26,914,7,---,---,---,---,
Capturas 1,06:26:53,---,---,---,---,---,---,
Capturas 1,06:27:19,911,3,---,---,---,---,
Capturas 1,06:27:46,911,4,---,---,---,---,
Capturas 1,06:28:16,---,---,---,---,---,---,
Capturas 1,06:28:42,---,---,---,---,---,---,
Capturas 1,06:29:09,---,---,---,---,---,---,
Capturas 1,06:29:34,912,8,---,---,---,---,
Capturas 1,06:29:57,915,7,Off,---,---,---,
Capturas 1,06:30:27,---,---,---,---,---,---,
Capturas 1,06:30:53,---,---,---,---,---,---,
Capturas 1,06:31:21,---,---,---,---,---,---,
Capturas 1,06:31:49,---,---,---,---,---,---,
Capturas 1,06:32:13,913,2,---,---,---,---,
Capturas 1,06:32:39,---,---,---,---,---,---,
Capturas 1,06:33:06,915,0,---,---,---,---,
Capturas 1,06:33:30,912,6,Off,---,---,---,
Capturas 1,06:33:56,912,7,Off,---,---,---,
Capturas 1,06:34:23,912,2,Off,---,---,---,
Capturas 1,06:34:53,---,---,---,---,---,---,
Capturas 1,06:35:19,912,0,Off,---,---,---,
Capturas 1,06:35:47,912,5,Off,---,---,---,
Capturas 1,06:36:11,912,1,Off,---,---,---,
Capturas 1,06:36:35,911,6,Off,---,---,---,
Capturas 1,06:37:00,913,9,Off,---,---,---,
Capturas 1,06:37:26,912,0,Off,---,---,---,
Capturas 1,06:37:51,914,8,Off,---,---,---,
Capturas 1,06:38:18,912,7,---,---,---,---,
Capturas 1,06:38:42,912,5,Off,---,---,---,
Capturas 1,06:39:07,917,6,Off,---,---,---,
Capturas 1,06:39:33,912,5,Off,---,---,---,
Capturas 1,06:39:57,911,6,Off,---,---,---,
Capturas 1,06:40:22,912,8,Off,---,---,---,
